bond,ideal_length,extracted_length,error
N1-C1,1.5232830222259162,1.5029811992972244,0.02030182292869176
N2-C6,1.5233225405099025,1.4964485377470116,0.02687400276289087
C1-C2,1.5234691648675476,1.5300020867664323,0.006532921898884769
C2-C8,1.5518687568790874,1.530701739222166,0.021167017656921416
C2-C3,1.5458785464974887,1.5539882780224865,0.008109731524997832
C3-C4,1.5304978417096005,1.538418780217667,0.007920938508066522
C4-C5,1.5470089217583511,1.5436959143573865,0.0033130074009646293
C5-C7,1.5508184934199922,1.5398936445303126,0.010924848889679595
C5-C6,1.5246546836447055,1.5219539872907883,0.0027006963539171203
C7-C8,1.5361236656825634,1.5205157497533712,0.015607915929192195
