bond,ideal_length,extracted_length,error
N1-C1,1.5071678950229324,1.4598048195491802,0.04736307547375218
N2-C4,1.505935117057305,1.460635534990878,0.045299582066427035
C1-C6,1.4380900958796023,1.3888884201441003,0.04920167573550205
C1-C2,1.4381605424264607,1.3866749755380274,0.05148556688843331
C2-C3,1.3787106108948173,1.3899139707138721,0.011203359819054848
C3-C4,1.4374810977956702,1.3890754686520763,0.04840562914359392
C4-C5,1.4375601191114422,1.3868373534103775,0.05072276570106471
C5-C6,1.378811577861178,1.3894506587077848,0.010639080846606808
