bond,ideal_length,extracted_length,error
N1-C1,1.5239520746966926,1.5007608516404107,0.02319122305628185
N2-C4,1.5238859541963412,1.5007877456383971,0.02309820855794409
C1-C6,1.5258691029351126,1.5212126297666921,0.004656473168420439
C1-C2,1.5259039742674911,1.5240120362005252,0.0018919380669659702
C2-C3,1.550195025916816,1.523673003143635,0.026522022773181053
C3-C4,1.5259007837904663,1.521213944885823,0.004686838904643276
C4-C5,1.5258127066964304,1.524019141332683,0.001793565363747529
C5-C6,1.5502397170746818,1.5236877883880608,0.02655192868662093
