dihedral,ideal_angle,extracted_angle,error
C1-C2-C5-C6,165.5807983096325,156.2047392503029,9.376059059329606
C1-C2-C5-C7,44.532513863981634,35.754688198381665,8.77782566559997
C1-C2-C5-C8,284.4712057688205,276.5993267191912,7.871879049629285
C3-C2-C5-C6,286.6368589136647,277.3308560420572,9.306002871607518
C3-C2-C5-C7,165.58857446801383,156.88080499013597,8.70776947787786
C3-C2-C5-C8,45.52726637285267,37.725443510945524,7.801822861907148
C4-C2-C5-C6,45.44424934315646,36.7404904216372,8.70375892151926
C4-C2-C5-C7,284.39596489750556,276.2904393697159,8.105525527789666
C4-C2-C5-C8,164.33465680234443,157.13507789052548,7.199578911818946
C1-C2-C4-N1,46.70179938228951,46.15623085203378,0.5455685302557285
C5-C2-C4-N1,167.26428398746074,166.22372441992638,1.040559567534359
C3-C2-C4-N1,287.76541845424094,288.0884823817249,0.3230639274839291
C2-C5-C8-N2,167.5720872959589,167.40699533838742,0.16509195757149087
C6-C5-C8-N2,288.1047833271341,288.8313122475034,0.726528920369276
C7-C5-C8-N2,47.049860505736,47.85567237275039,0.8058118670143912
