angle,ideal_angle,extracted_angle,error
N1-C1-C2,111.5875630940596,109.83494018629932,1.7526229077602835
C1-C2-C3,111.24779327910517,113.77998385783864,2.532190578733477
C2-C3-C4,110.77061677633661,109.73721543445315,1.0334013418834616
C3-C4-C5,110.91438402175916,113.64492344706872,2.7305394253095585
N2-C5-C4,111.99976334992532,109.81396060093032,2.185802748995002
