bond,ideal_length,extracted_length,error
N1-C7,1.5106746939275908,1.4836277039336676,0.027046989993923187
N2-C11,1.5123144024414321,1.4915295503084776,0.020784852132954557
C1-C2,1.5394840469967823,1.5289670993003703,0.010516947696411982
C2-C3,1.5383992607297856,1.5332455990936793,0.00515366163610631
C2-C4,1.5519694661464505,1.542495160775607,0.009474305370843483
C2-C8,1.5516880993402298,1.5359118267906497,0.015776272549580028
C4-C5,1.531503267551437,1.5202921049930584,0.011211162558378618
C5-C6,1.5329653199460858,1.521126372213318,0.011838947732767835
C6-C7,1.5247711186134776,1.518012371702703,0.0067587469107746045
C8-C9,1.5317192723939246,1.5247883753602096,0.006930897033714967
C9-C10,1.5335451032576397,1.5267912015383014,0.006753901719338318
C10-C11,1.5248707170733404,1.5257723377614352,0.0009016206880947397
