dihedral,ideal_angle,extracted_angle,error
N1-C1-C2-C3,181.5955611516212,139.6438049871698,41.95175616445141
C1-C2-C3-C10,286.76184318148864,16.708939384447888,270.05290379704076
C1-C2-C3-C4,105.5602600044651,199.2300672945199,93.66980729005479
C2-C3-C10-C9,179.10056058150823,183.55733985225632,4.456779270748086
C4-C3-C10-C9,0.27245771548325204,1.0625809437711433,0.7901232282878913
C2-C3-C4-C5,180.82284397468425,176.84245402923634,3.980389945447911
C10-C3-C4-C5,359.6416510142352,359.2213374645198,0.42031354971538804
C3-C4-C5-C6,0.4401689114024748,0.6364991789885125,0.19633026758603767
C4-C5-C6-C9,359.5795332114191,359.267875922675,0.31165728874412935
C4-C5-C6-C7,180.85455464100244,177.01147123224112,3.8430834087613164
C5-C6-C9-C10,0.336317958700568,1.028804340279522,0.6924863815789539
C7-C6-C9-C10,179.0593464880148,183.20796496270003,4.148618474685236
C5-C6-C7-C8,78.72802706230908,345.1526560680418,266.4246290057327
C9-C6-C7-C8,260.0311695428608,162.85634009793068,97.17482944493014
C6-C7-C8-N2,176.20600975918074,206.30711132708424,30.1011015679035
C6-C9-C10-C3,359.7315868236791,358.7730385329725,0.9585482907065739
