bond,ideal_length,extracted_length,error
N1-C7,1.5116759619512523,1.4913137704233905,0.020362191527861784
N2-C14,1.5128479177403946,1.4985978094129657,0.014250108327428901
C1-C2,1.5423388240126792,1.5381344488262394,0.0042043751864397905
C2-C8,1.601671282209294,1.5843785526029408,0.017292729606353197
C2-C3,1.5427027351641258,1.5392293553906975,0.00347337977342832
C2-C4,1.5540777445991327,1.546994348228133,0.0070833963709997505
C4-C5,1.53302767492437,1.5300121908612796,0.00301548406309049
C5-C6,1.5340081016232732,1.5263995551651848,0.007608546458088394
C6-C7,1.523574814741085,1.5176911961323707,0.005883618608714336
C8-C11,1.5549019560778248,1.5490940007882759,0.005807955289548916
C8-C10,1.5423280813943856,1.5351423742517187,0.007185707142666864
C8-C9,1.5426815286883693,1.5390128793733864,0.003668649314982897
C11-C12,1.5332182340398035,1.5260176934928857,0.007200540546917766
C12-C13,1.5345422919129796,1.5284258539677003,0.006116437945279385
C13-C14,1.523924350695923,1.5159012063848554,0.008023144311067654
