angle,ideal_angle,extracted_angle,error
N1-C1-C6,110.6909154899846,111.57190621280279,0.8809907228181828
N1-C1-C2,110.68206400116131,109.4226817148365,1.2593822863248079
C6-C1-C2,112.29464251846471,111.79495680197236,0.49968571649235116
C1-C2-C3,109.87138434113412,110.59819913770721,0.7268147965730947
C2-C3-C4,109.83010323499734,109.36366042561953,0.4664428093778099
N2-C4-C3,110.69838309348273,111.56653287484983,0.8681497813670944
N2-C4-C5,110.74684727020306,109.42785924105037,1.3189880291526919
C3-C4-C5,112.24406435999711,111.81484694476869,0.42921741522842183
C4-C5-C6,109.78772020804233,110.57975941370451,0.7920392056621779
C1-C6-C5,109.84658146054096,109.33979449943442,0.5067869611065419
