angle,ideal_angle,extracted_angle,error
C1-C2-C6,110.62985587028786,110.31102542642475,0.31883044386310644
C1-C2-C3,108.26629285678261,108.96926619894268,0.7029733421600639
C1-C2-C4,109.31649165666292,107.3890103679945,1.9274812886684174
C6-C2-C3,111.14967382623527,110.89786329638667,0.25181052984859775
C6-C2-C4,108.57416303032554,110.6042305482548,2.030067517929268
C3-C2-C4,108.87156816010182,108.57610158325258,0.29546657684923616
C2-C4-C5,115.15640866764795,113.75040505714755,1.406003610500406
N1-C5-C4,110.53069998777717,109.81550435813828,0.7151956296388846
C2-C6-C9,108.67616674198108,109.82756071193597,1.1513939699548956
C2-C6-C8,111.25538693568483,110.6836392911117,0.5717476445731222
C2-C6-C7,110.74248731783752,111.0381534776119,0.2956661597743846
C9-C6-C8,108.44366501274361,107.62982401199872,0.8138410007448869
C9-C6-C7,109.40150746884868,108.88886848870477,0.5126389801439046
C8-C6-C7,108.278063974128,108.68712261598468,0.4090586418566744
C6-C9-C10,114.82139004911548,115.19103462534815,0.3696445762326732
N2-C10-C9,110.4870512422363,108.28922018696159,2.197831055274719
