bond,ideal_length,extracted_length,error
N1-C1,1.5232830222259162,1.5056062093614309,0.017676812864485303
N2-C6,1.5233225405099025,1.4999065068862483,0.023416033623654187
C1-C2,1.5234691648675476,1.5277363051495274,0.004267140281979831
C2-C8,1.5518687568790874,1.536467932037569,0.015400824841518501
C2-C3,1.5458785464974887,1.555660030366547,0.009781483869058416
C3-C4,1.5304978417096005,1.532793230094067,0.0022953883844665235
C4-C5,1.5470089217583511,1.5482348049140124,0.0012258831556613003
C5-C7,1.5508184934199922,1.5369562704776536,0.013862222942338631
C5-C6,1.5246546836447055,1.5281866088956897,0.0035319252509842247
C7-C8,1.5361236656825634,1.5264203400132828,0.009703325669280671
