dihedral,ideal_angle,extracted_angle,error
C1-C2-C8-C11,47.67906627479111,45.394337704864355,2.284728569926756
C1-C2-C8-C10,168.24489571099838,285.6701713239313,117.42527561293292
C1-C2-C8-C9,288.0424340591904,167.13984967041569,120.9025843887747
C3-C2-C8-C11,287.89615545463465,287.6721363879043,0.22401906673036365
C3-C2-C8-C10,48.4619848908419,167.94797000697127,119.48598511612937
C3-C2-C8-C9,168.25952323903394,49.41764835345561,118.84187488557833
C4-C2-C8-C11,167.7414658233463,167.75593392458293,0.01446810123664477
C4-C2-C8-C10,288.30729525955354,48.03176754364987,240.27552771590368
C4-C2-C8-C9,48.10483360774558,289.5014458901343,241.3966122823887
C1-C2-C4-C5,298.7744569119438,297.53009582575066,1.2443610861931234
C8-C2-C4-C5,177.3724065951423,175.93858504760968,1.4338215475326308
C3-C2-C4-C5,56.213724496624906,54.32977149018646,1.8839530064384462
C2-C4-C5-C6,181.59652118394453,178.2139202766167,3.382600907327827
C4-C5-C6-C7,187.5860962561512,202.55635770576492,14.97026144961373
C5-C6-C7-N1,181.03675393538754,185.92613358317834,4.889379647790804
C2-C8-C11-C12,172.33031178843456,166.4676204438181,5.862691344616451
C10-C8-C11-C12,50.90385826610484,288.1837861390407,237.27992787293587
C9-C8-C11-C12,293.56482535808965,44.5716044332522,248.99322092483746
C8-C11-C12-C13,176.28325266050018,184.6048284056577,8.321575745157531
C11-C12-C13-C14,185.71692591254143,163.0595973408695,22.65732857167194
C12-C13-C14-N2,180.1405928032448,184.34519061265547,4.2045978094106715
