angle,ideal_angle,extracted_angle,error
N1-C1-C2,112.56927464126565,111.99841459186553,0.5708600494001246
C1-C2-C3,116.62091546190176,116.35750385030505,0.2634116115967089
C2-C3-C10,113.02547489115824,110.08868944815094,2.9367854430072953
C2-C3-C4,110.49170652058723,114.18292692728416,3.691220406696928
C10-C3-C4,111.20190815543785,110.213993662734,0.987914492703851
C3-C4-C5,113.4654272045081,110.38317115591627,3.08225604859183
C4-C5-C6,112.02548729453564,113.32326996448197,1.2977826699463293
C5-C6-C7,114.25944479465616,109.42237492294299,4.837069871713169
C5-C6-C9,110.56837143219423,110.09620998626554,0.47216144592869114
C7-C6-C9,109.65523213543878,113.51278497121807,3.8575528357792876
C6-C7-C8,118.20270539713343,117.70078642329179,0.5019189738416401
N2-C8-C7,114.76097811761578,112.34683101864006,2.414147098975718
C6-C9-C10,113.82024426991534,112.04874215964959,1.7715021102657431
C3-C10-C9,111.1932804881794,113.20499695108579,2.011716462906392
