bond,ideal_length,extracted_length,error
N1-C1,1.5239520746966926,1.4977068746883366,0.02624520000835595
N2-C4,1.5238859541963412,1.4934391248964014,0.030446829299939804
C1-C6,1.5258691029351126,1.5195546181063362,0.00631448482877639
C1-C2,1.5259039742674911,1.5178887214197756,0.008015252847715537
C2-C3,1.550195025916816,1.5240413747062929,0.026153651210523154
C3-C4,1.5259007837904663,1.5200250666385053,0.005875717151961002
C4-C5,1.5258127066964304,1.5172068074421259,0.00860589925430455
C5-C6,1.5502397170746818,1.522384015191415,0.027855701883266804
