bond,ideal_length,extracted_length,error
N1-C5,1.514974904651807,1.4958986223955049,0.0190762822563022
N2-C10,1.513284622535752,1.4943312429408375,0.018953379594914388
C1-C2,1.542882272029222,1.538300126722017,0.004582145307204799
C2-C6,1.601003019543577,1.593377053688762,0.007625965854815009
C2-C3,1.5427922808099532,1.5338977894377486,0.00889449137220466
C2-C4,1.5554561281074544,1.550080843982838,0.0053752841246164085
C4-C5,1.5282836848012398,1.5260048573221898,0.0022788274790499496
C6-C9,1.5554897971641846,1.5529744029268218,0.0025153942373628
C6-C8,1.5430068684496328,1.5391526934773503,0.0038541749722824648
C6-C7,1.5428075081944834,1.536878422148712,0.00592908604577147
C9-C10,1.5278078577502827,1.5251858771059035,0.0026219806443792404
