dihedral,ideal_angle,extracted_angle,error
C1-C2-C8-C11,47.67906627479111,60.90435845439645,13.22529217960534
C1-C2-C8-C10,168.24489571099838,180.7359328849246,12.49103717392623
C1-C2-C8-C9,288.0424340591904,300.76739342899356,12.724959369803173
C3-C2-C8-C11,287.89615545463465,300.96899361810955,13.072838163474898
C3-C2-C8-C10,48.4619848908419,60.80056804863772,12.338583157795824
C3-C2-C8-C9,168.25952323903394,180.83202859270668,12.572505353672739
C4-C2-C8-C11,167.7414658233463,180.79248916138343,13.05102333803714
C4-C2-C8-C10,288.30729525955354,300.6240635919115,12.31676833235798
C4-C2-C8-C9,48.10483360774558,60.655524135980535,12.550690528234952
C1-C2-C4-C5,298.7744569119438,304.87507983535227,6.10062292340848
C8-C2-C4-C5,177.3724065951423,183.2107381311519,5.838331536009605
C3-C2-C4-C5,56.213724496624906,62.037203987013484,5.8234794903885785
C2-C4-C5-C6,181.59652118394453,176.16899527176514,5.427525912179391
C4-C5-C6-C7,187.5860962561512,187.04566209141865,0.5404341647325452
C5-C6-C7-N1,181.03675393538754,166.63092182556088,14.405832109826662
C2-C8-C11-C12,172.33031178843456,177.76229735175912,5.4319855633245595
C10-C8-C11-C12,50.90385826610484,56.079372665823676,5.1755143997188355
C9-C8-C11-C12,293.56482535808965,298.88833173117354,5.323506373083887
C8-C11-C12-C13,176.28325266050018,183.58387278667556,7.3006201261753745
C11-C12-C13-C14,185.71692591254143,172.00765690216838,13.709269010373049
C12-C13-C14-N2,180.1405928032448,192.93911871881332,12.798525915568518
