angle,ideal_angle,extracted_angle,error
N1-C1-C2,114.5449873614182,114.56218715747238,0.017199796054185867
C1-C2-C8,113.40575685594574,115.43568895979028,2.029932103844544
C1-C2-C3,112.93214200030475,112.40370400815561,0.5284379921491364
C8-C2-C3,112.39802347681356,111.91602763586505,0.4819958409485139
C2-C3-C4,110.96265348897684,111.77528530946304,0.8126318204862031
C3-C4-C5,111.20041485387266,109.40687503666283,1.7935398172098331
C4-C5-C7,112.35381681823166,111.03077859125945,1.3230382269722156
C4-C5-C6,112.62192329375826,113.72138126658007,1.09945797282181
C7-C5-C6,113.61780463907253,114.25499663185799,0.6371919927854606
N2-C6-C5,114.583349898512,114.43588002059347,0.14746987791852462
C5-C7-C8,113.18858989162491,113.93253283310784,0.7439429414829277
C2-C8-C7,113.10619990127195,115.75224110743194,2.6460412061599925
