bond,ideal_length,extracted_length,error
N1-C1,1.512288702956514,1.4990854281817614,0.013203274774752582
N2-C10,1.5176898526570684,1.4952498530649487,0.02243999959211962
C1-C2,1.522898643991745,1.512958552935357,0.009940091056387823
C2-C3,1.5483544492591457,1.5346370298026923,0.013717419456453328
C3-C4,1.5066442126710602,1.5071309389668224,0.0004867262957621854
C4-C5,1.4067538806663356,1.4007444274715273,0.0060094531948082786
C4-C12,1.4025640075752956,1.4010700655948756,0.001493941980420077
C5-C6,1.3963476709287332,1.3967200217793685,0.0003723508506352502
C6-C7,1.4008525268585832,1.4015475026835869,0.0006949758250036631
C7-C8,1.5073124545765217,1.5130323284345353,0.0057198738580135355
C7-C11,1.4063991517055001,1.4036149223382184,0.002784229367281732
C8-C9,1.5381533851161735,1.5321682264039063,0.005985158712267236
C9-C10,1.5222306149448177,1.5193148345963206,0.0029157803484971545
C11-C12,1.3949200207792232,1.3938772770775543,0.0010427437016689023
