angle,ideal_angle,extracted_angle,error
C1-C2-C6,110.62985587028786,110.33436913604228,0.29548673424557137
C1-C2-C3,108.26629285678261,110.88611395457438,2.619821097791771
C1-C2-C4,109.31649165666292,107.39477665966317,1.9217149969997536
C6-C2-C3,111.14967382623527,110.4851510829952,0.6645227432400702
C6-C2-C4,108.57416303032554,111.03231983094274,2.4581568006172034
C3-C2-C4,108.87156816010182,106.60803030473267,2.263537855369151
C2-C4-C5,115.15640866764795,111.59313138945548,3.563277278192473
N1-C5-C4,110.53069998777717,109.74326110457334,0.7874388832038335
C2-C6-C9,108.67616674198108,111.12025822943835,2.4440914874572712
C2-C6-C8,111.25538693568483,110.44995866910841,0.8054282665764134
C2-C6-C7,110.74248731783752,110.03055420671649,0.7119331111210272
C9-C6-C8,108.44366501274361,107.84320182452745,0.6004631882161533
C9-C6-C7,109.40150746884868,107.54528401230367,1.8562234565450098
C8-C6-C7,108.278063974128,109.77954529413601,1.5014813200080113
C6-C9-C10,114.82139004911548,113.2485106295801,1.5728794195353828
N2-C10-C9,110.4870512422363,108.64205995915142,1.8449912830848803
