angle,ideal_angle,extracted_angle,error
C1-C2-C5,110.89237693413615,110.89132027009761,0.0010566640385434312
C1-C2-C3,108.53521956556486,109.01742116613514,0.48220160057027783
C1-C2-C4,110.2274763587511,107.43943059742881,2.7880457613222944
C5-C2-C3,111.48150455344587,111.71299912850722,0.23149457506134752
C5-C2-C4,106.82552806993853,108.41239450842254,1.5868664384840088
C3-C2-C4,108.85649001885454,109.26002040986754,0.4035303910129926
N1-C4-C2,114.81476018710873,112.0723816515402,2.742378535568534
C2-C5-C6,111.52197156492784,111.55356445814267,0.03159289321483527
C2-C5-C7,110.9373708576206,110.45964288385132,0.47772797376929077
C2-C5-C8,106.67607813273052,108.20400267201275,1.5279245392822247
C6-C5-C7,108.48302936614584,109.8120568080101,1.3290274418642554
C6-C5-C8,108.98214705466133,108.95728923728974,0.02485781737158277
C7-C5-C8,110.22024220551845,107.75110104230231,2.469141163216136
N2-C8-C5,114.91907247439828,112.06836134107924,2.850711133319038
