angle,ideal_angle,extracted_angle,error
N1-C1-C2,111.24989832208695,111.89615344164767,0.6462551195607205
C1-C2-C3,110.83911519890518,109.58982206719728,1.2492931317079012
C2-C3-C10,120.3210993334023,121.38603882707207,1.064939493669769
C2-C3-C4,121.08333269301505,120.27423589331161,0.8090967997034397
C10-C3-C4,118.58496043649374,118.2476879957635,0.33727244073024565
C3-C4-C5,120.82581868003253,120.90373388008132,0.0779152000487926
C4-C5-C6,120.58344765172903,120.886748091375,0.303300439645966
C5-C6-C9,118.58333353106379,118.17765407986606,0.4056794511977273
C5-C6-C7,120.6283772699735,120.76154198651965,0.1331647165461476
C9-C6-C7,120.77581217144838,121.04324569864177,0.26743352719338986
C6-C7-C8,110.92636989053267,110.90541225614926,0.020957634383407253
N2-C8-C7,111.27195610563668,111.19659193472714,0.07536417090953762
C6-C9-C10,120.83056046413674,120.93496141931413,0.10440095517739678
C3-C10-C9,120.58993772964767,120.82684452883345,0.23690679918577473
