bond,ideal_length,extracted_length,error
N1-C5,1.5140543586234265,1.4953801881516193,0.018674170471807194
N2-C7,1.5130633264353253,1.4967672757928914,0.01629605064243389
C1-C2,1.5403043043257107,1.5378123772365766,0.0024919270891341494
C2-C4,1.5559747950237515,1.5453670115106541,0.010607783513097324
C2-C3,1.5402637558342802,1.53548694107679,0.004776814757490255
C2-C6,1.5555461838403486,1.5446242941983053,0.010921889642043325
C4-C5,1.526073384569741,1.5208517780112496,0.005221606558491354
C6-C7,1.5258199619841224,1.5206977856331223,0.005122176351000096
