bond,ideal_length,extracted_length,error
N1-C1,1.5118299646875062,1.4911209282560869,0.020709036431419303
N2-C8,1.512176894117184,1.4910743341707793,0.021102559946404753
C1-C2,1.5320110776581142,1.5243741584312225,0.007636919226891692
C2-C3,1.509418388936872,1.5031829934627885,0.006235395474083472
C3-C10,1.405518329289554,1.3960640612300417,0.009454268059512216
C3-C4,1.3991255428709102,1.3965643826408844,0.0025611602300257275
C4-C5,1.3993755798875551,1.3908945596406292,0.008481020246925874
C5-C6,1.4049863245241445,1.3956577042307563,0.009328620293388212
C6-C9,1.399726029150401,1.3968348773703216,0.0028911517800793707
C6-C7,1.509618700652168,1.5031214298866857,0.006497270765482233
C7-C8,1.5322092150558646,1.5243347664230322,0.007874448632832376
C9-C10,1.3985703990912282,1.3906493906490596,0.007921008442168587
