bond,ideal_length,extracted_length,error
N1-C1,1.515186056922843,1.496355888421816,0.018830168501027034
N2-C5,1.5152703586378065,1.494353487504641,0.020916871133165538
C1-C2,1.5222878075382316,1.5197897508837155,0.0024980566545160787
C2-C3,1.5337415545973998,1.527879470726095,0.005862083871304824
C3-C4,1.534301954215699,1.5281282333454422,0.006173720870256805
C4-C5,1.5224007767929293,1.5196315317903897,0.002769245002539611
