bond,ideal_length,extracted_length,error
N1-C1,1.5124736707362907,1.4924319002766762,0.020041770459614527
N2-C10,1.5132586518866264,1.4868644813742615,0.026394170512364923
C1-C2,1.5244891691055928,1.5141483724214455,0.010340796684147335
C2-C3,1.5332220270037182,1.5212051735963823,0.012016853407335937
C3-C4,1.53070975758777,1.5257852432841617,0.004924514303608296
C4-C5,1.530465291509776,1.5175974440921707,0.012867847417605383
C5-C6,1.5301516835289326,1.5233089374450655,0.006842746083867146
C6-C7,1.5303572533492071,1.5203373300027885,0.010019923346418658
C7-C8,1.529988067039215,1.5236175761693649,0.006370490869850087
C8-C9,1.5335239855933556,1.5228346596696745,0.010689325923681103
C9-C10,1.5237523648978193,1.5180085556804699,0.005743809217349405
