bond,ideal_length,extracted_length,error
N1-C1,1.5169861688179969,1.4891543011478072,0.027831867670189636
N2-C10,1.512455964620227,1.5020911791047917,0.010364785515435182
C1-C2,1.5222492017594467,1.5147194206460968,0.007529781113349898
C2-C3,1.5317986084337722,1.5222253818723905,0.009573226561381709
C3-C4,1.533405934960724,1.523226629149211,0.010179305811513162
C4-C5,1.5447424662391775,1.539741727682841,0.005000738556336648
C4-C12,1.5337617177020724,1.5300815766256435,0.003680141076428889
C5-C6,1.5464883176255708,1.5414270528574954,0.005061264768075446
C6-C7,1.535084994854222,1.5292746234018577,0.0058103714523642935
C7-C11,1.5452922635370225,1.5376455598963106,0.00764670364071196
C7-C8,1.5353142178074053,1.5235902728109614,0.011723944996443914
C8-C9,1.5341772973401815,1.5274889316049807,0.0066883657352008186
C9-C10,1.5234222536185889,1.5163449378091518,0.007077315809437046
C11-C12,1.547211288053577,1.546965545056954,0.0002457429966231661
