angle,ideal_angle,extracted_angle,error
N1-C1-C2,112.38652080365866,111.10897703648307,1.2775437671755867
C1-C2-C3,113.51386518394936,111.03487141639602,2.478993767553348
C2-C3-C4,116.44032193869398,116.9764531458594,0.5361312071654112
C3-C4-C5,113.20637418886368,113.06843995409221,0.13793423477146405
C3-C4-C12,114.78731786687719,114.71367698727855,0.07364087959864207
C5-C4-C12,109.46800609339222,109.0260625441435,0.4419435492487196
C4-C5-C6,111.91389435161254,111.98098610368028,0.06709175206773921
C5-C6-C7,110.45477979532627,109.44204594332376,1.012733852002512
C6-C7-C11,109.36737287222282,109.76249690733687,0.39512403511405125
C6-C7-C8,114.29854711887347,115.46680782945062,1.1682607105771439
C11-C7-C8,113.40184049956048,112.91769301330174,0.4841474862587347
C7-C8-C9,115.922512944196,116.88835686250393,0.9658439183079253
C8-C9-C10,109.69244817317582,107.78737830020988,1.9050698729659388
N2-C10-C9,112.38807673731479,111.00566598379946,1.3824107535153303
C7-C11-C12,112.05732487546796,112.00111574908472,0.05620912638323716
C4-C12-C11,110.2581206437796,109.11116996166524,1.1469506821143653
