dihedral,ideal_angle,extracted_angle,error
N1-C1-C2-C3,56.356576778412006,65.2449393439061,8.888362565494091
C1-C2-C3-C4,176.18471948784335,182.10579081298553,5.921071325142179
C2-C3-C4-C5,66.67239398309731,64.48815591286639,2.1842380702309185
C2-C3-C4-C12,299.98815164237107,298.0058046594957,1.982346982875356
C3-C4-C5-C6,193.96816344978566,196.44118060768395,2.4730171578982834
C12-C4-C5-C6,323.4157387734823,325.7830546257244,2.3673158522420863
C3-C4-C12-C11,194.78583904771685,192.97636306329386,1.8094759844229884
C5-C4-C12-C11,66.20698492832196,64.72475399584746,1.4822309324744936
C4-C5-C6-C7,332.8105780767097,330.7833022522073,2.0272758245023965
C5-C6-C7-C11,65.95297230967068,66.49895322323192,0.5459809135612375
C5-C6-C7-C8,194.3148106031353,194.1547739400772,0.1600366630580936
C6-C7-C11-C12,323.7179108503977,324.02362106483804,0.30571021444035296
C8-C7-C11-C12,194.85964058284154,195.25970008686863,0.400059504027098
C6-C7-C8-C9,300.9913713089307,309.2543982347809,8.263026925850227
C11-C7-C8-C9,67.28066062737621,74.94831853451942,7.667657907143209
C7-C8-C9-C10,177.83089566958748,189.42796169511436,11.597066025526885
C8-C9-C10-N2,177.96847390563866,186.41581179464032,8.447337889001659
C7-C11-C12-C4,332.6652724726307,332.50824297009876,0.15702950253194103
