dihedral,ideal_angle,extracted_angle,error
N1-C1-C6-C5,140.83284196722042,177.63301622007776,36.800174252857346
C2-C1-C6-C5,5.487464565163735,0.052613779922761464,5.4348507852409735
N1-C1-C2-C3,219.155518788295,182.32469393758313,36.83082485071188
C6-C1-C2-C3,354.4991084543311,359.9453931654421,5.446284711110991
C1-C2-C3-C4,6.01655076705283,0.02894496375052674,5.987605803302303
C2-C3-C4-N2,218.36488528141825,182.4367063011256,35.92817898029264
C2-C3-C4-C5,354.08805656774064,359.99670322772175,5.908646659981116
N2-C4-C5-C6,141.62414606131316,177.60103003683201,35.97688397551886
C3-C4-C5-C6,5.896699380973117,0.0014023621202638374,5.895297018852853
C4-C5-C6-C1,354.0121469600438,359.9747880326643,5.9626410726204995
