angle,ideal_angle,extracted_angle,error
C1-C2-C6,110.62985587028786,110.89775676563939,0.2679008953515307
C1-C2-C3,108.26629285678261,109.007154676708,0.7408618199253851
C1-C2-C4,109.31649165666292,108.63812701731095,0.6783646393519689
C6-C2-C3,111.14967382623527,110.58522215364682,0.5644516725884472
C6-C2-C4,108.57416303032554,110.13359578070295,1.559432750377411
C3-C2-C4,108.87156816010182,107.4906039408147,1.3809642192871223
C2-C4-C5,115.15640866764795,113.80013304992082,1.3562756177271353
N1-C5-C4,110.53069998777717,109.72493502987385,0.805764957903321
C2-C6-C9,108.67616674198108,110.15403637386855,1.4778696318874722
C2-C6-C8,111.25538693568483,110.49961022845072,0.7557767072341051
C2-C6-C7,110.74248731783752,110.86291562259707,0.12042830475955668
C9-C6-C8,108.44366501274361,107.62328864485951,0.8203763678840943
C9-C6-C7,109.40150746884868,108.71614678168004,0.6853606871686395
C8-C6-C7,108.278063974128,108.90282504766823,0.6247610735402276
C6-C9-C10,114.82139004911548,113.81641659149527,1.0049734576202098
N2-C10-C9,110.4870512422363,109.77044320233665,0.7166080398996542
