bond,ideal_length,extracted_length,error
N1-C1,1.5120031897917774,1.4900731241382827,0.021930065653494646
N2-C4,1.5139394592251971,1.486960390276968,0.026979068948229212
C1-C2,1.5210596643691177,1.5127820680730475,0.008277596296070167
C2-C3,1.5496226448348698,1.5181880738823061,0.031434570952563634
C3-C4,1.5212144265132985,1.5239555025742768,0.002741076060978287
