angle,ideal_angle,extracted_angle,error
N1-C1-C2,111.83570328964315,110.866647933175,0.9690553564681466
C1-C2-C3,111.47457652382523,112.94012241125583,1.4655458874305936
C2-C3-C4,112.83904502684932,114.60998832045095,1.7709432936016327
C3-C4-C5,121.13173474098414,121.99641212204092,0.8646773810567794
C3-C4-C12,120.8196677166274,119.91177752336885,0.9078901932585381
C5-C4-C12,117.96405201857623,118.09143886463359,0.1273868460573624
C4-C5-C6,120.88027222174058,120.87184004938449,0.008432172356094725
C5-C6-C7,121.04870973676412,121.04564985455502,0.003059882209100806
C6-C7-C8,121.06733277833082,121.25460439112052,0.18727161278970073
C6-C7-C11,118.11941257505461,118.104335924261,0.015076650793616864
C8-C7-C11,120.77180748124844,120.55687861504656,0.21492886620188756
C7-C8-C9,111.83035999699459,111.74902585633522,0.08133414065936506
C8-C9-C10,115.41044899060542,111.31682216901561,4.093626821589808
N2-C10-C9,113.42061506833333,110.48793063141555,2.932684436917782
C7-C11-C12,120.81516149089663,120.85708297825948,0.04192148736285617
C4-C12-C11,121.15179477295996,121.01584188812537,0.13595288483459456
