angle,ideal_angle,extracted_angle,error
N1-C1-C2,111.49598070390184,108.52363089648568,2.972349807416151
C1-C2-C3,111.47751868882895,114.22088570569807,2.743367016869115
C2-C3-C4,111.85093829772498,109.40264438742003,2.4482939103049546
C3-C4-C5,113.51613120719391,116.08236796879655,2.5662367616026387
C4-C5-C6,111.99847559019224,109.36273575292255,2.6357398372696963
C5-C6-C7,111.29584317650651,114.33850337919687,3.0426602026903566
N2-C7-C6,111.93193723322604,108.4624384304616,3.4694988027644342
