dihedral,ideal_angle,extracted_angle,error
N1-C1-C6-C5,140.83284196722042,169.88451525082147,29.051673283601048
C2-C1-C6-C5,5.487464565163735,356.7571187297693,351.2696541646055
N1-C1-C2-C3,219.155518788295,189.3511946190505,29.804324169244524
C6-C1-C2-C3,354.4991084543311,2.496814925405972,352.0022935289251
C1-C2-C3-C4,6.01655076705283,0.6814966319851216,5.3350541350677085
C2-C3-C4-N2,218.36488528141825,172.14871234254792,46.21617293887033
C2-C3-C4-C5,354.08805656774064,356.84269380423007,2.7546372364894296
N2-C4-C5-C6,141.62414606131316,187.29726645164502,45.67312039033186
C3-C4-C5-C6,5.896699380973117,2.4010725876200456,3.4956267933530714
C4-C5-C6-C1,354.0121469600438,0.7644744491732893,353.24767251087053
