bond,ideal_length,extracted_length,error
N1-C6,1.5141571009205232,1.486222025195363,0.027935075725160186
N2-C9,1.5141389936327625,1.4904050862910598,0.023733907341702665
C1-C2,1.538764937639122,1.5309783840974833,0.007786553541638597
C2-C4,1.5511126478948747,1.5397710685019903,0.011341579392884382
C2-C3,1.5385626536922843,1.5285055686814197,0.010057085010864553
C2-C7,1.5507663582858682,1.5404710074912635,0.01029535079460464
C4-C5,1.535276457816007,1.5222004164129361,0.013076041403070837
C5-C6,1.5223775962673598,1.5143281225653409,0.008049473702018917
C7-C8,1.5361217317100104,1.5241944676197012,0.011927264090309198
C8-C9,1.523036303264964,1.5129284141779076,0.01010788908705651
