bond,ideal_length,extracted_length,error
N1-C7,1.5116759619512523,1.4919917820401383,0.01968417991111404
N2-C14,1.5128479177403946,1.4958509788415748,0.016996938898819813
C1-C2,1.5423388240126792,1.5402277771270936,0.00211104688558561
C2-C8,1.601671282209294,1.598305888840975,0.0033653933683190917
C2-C3,1.5427027351641258,1.5375650421478022,0.005137693016323608
C2-C4,1.5540777445991327,1.5507832524093945,0.0032944921897382073
C4-C5,1.53302767492437,1.5284253326058521,0.004602342318517971
C5-C6,1.5340081016232732,1.5296187048801864,0.004389396743086804
C6-C7,1.523574814741085,1.5186350588340465,0.0049397559070385455
C8-C11,1.5549019560778248,1.5516412782148215,0.003260677863003325
C8-C10,1.5423280813943856,1.538936652214261,0.0033914291801246943
C8-C9,1.5426815286883693,1.5366142866278019,0.006067242060567413
C11-C12,1.5332182340398035,1.5316143809336071,0.0016038531061963734
C12-C13,1.5345422919129796,1.531803552837168,0.0027387390758115693
C13-C14,1.523924350695923,1.519518271281245,0.004406079414678077
