bond,ideal_length,extracted_length,error
N1-C6,1.5141571009205232,1.496240984062053,0.017916116858470277
N2-C9,1.5141389936327625,1.495592154867636,0.018546838765126417
C1-C2,1.538764937639122,1.535149959195892,0.003614978443229999
C2-C4,1.5511126478948747,1.5487925934473272,0.0023200544475474594
C2-C3,1.5385626536922843,1.5341320005754808,0.004430653116803462
C2-C7,1.5507663582858682,1.548383125434005,0.0023832328518631485
C4-C5,1.535276457816007,1.528093125431224,0.00718333238478297
C5-C6,1.5223775962673598,1.5209744083027743,0.001403187964585495
C7-C8,1.5361217317100104,1.527570669260559,0.008551062449451363
C8-C9,1.523036303264964,1.521654102957744,0.0013822003072201383
