bond,ideal_length,extracted_length,error
N1-C1,1.51244290494244,1.4957956269485064,0.016647277993933507
N2-C3,1.5132714361450847,1.492140211102834,0.021131225042250845
C1-C2,1.5269983479090616,1.521257269097739,0.005741078811322575
C2-C3,1.5270958673165773,1.5222809785766664,0.004814888739910872
