bond,ideal_length,extracted_length,error
N1-C1,1.5190417553856495,1.5012031006774955,0.017838654708153934
N2-C8,1.5175320858057553,1.499569820961584,0.017962264844171294
C1-C2,1.5215399197945765,1.521566758712486,2.683891790944415e-05
C2-C3,1.5363956794307403,1.5319394734220608,0.004456206008679464
C3-C10,1.5334145448017693,1.5329070810359482,0.0005074637658211145
C3-C4,1.5536939335967945,1.5538762218427393,0.00018228824594479498
C4-C5,1.5312246305533381,1.5281189149201113,0.003105715633226813
C5-C6,1.53651173689418,1.5327445043908199,0.003767232503360196
C6-C7,1.5394815033106597,1.5320529713759283,0.007428531934731364
C6-C9,1.559254038459639,1.5535045259191045,0.005749512540534463
C7-C8,1.5265093402711403,1.5268056035252762,0.0002962632541358978
C9-C10,1.5306798705721492,1.5323464177673833,0.0016665471952341804
