bond,ideal_length,extracted_length,error
N1-C5,1.514974904651807,1.4909981879711625,0.023976716680644605
N2-C10,1.513284622535752,1.4934811023079224,0.019803520227829496
C1-C2,1.542882272029222,1.526729729635338,0.016152542393883973
C2-C6,1.601003019543577,1.5752693680014986,0.025733651542078295
C2-C3,1.5427922808099532,1.5322889552265457,0.010503325583407497
C2-C4,1.5554561281074544,1.5419113752082172,0.013544752899237178
C4-C5,1.5282836848012398,1.5208553851336493,0.00742829966759051
C6-C9,1.5554897971641846,1.550226700150165,0.005263097014019502
C6-C8,1.5430068684496328,1.5282481090798388,0.014758759369793983
C6-C7,1.5428075081944834,1.5324593325723592,0.0103481756221242
C9-C10,1.5278078577502827,1.5193434843141091,0.008464373436173567
