bond,ideal_length,extracted_length,error
N1-C4,1.5292574381307455,1.4941303675779898,0.03512707055275577
N2-C5,1.5293678721979669,1.4955385851462186,0.03382928705174826
C1-C2,1.5365005061428736,1.5240136440759364,0.012486862066937165
C2-C4,1.5367517582247447,1.52951266624007,0.0072390919846747614
C2-C3,1.536563704704161,1.526253656291088,0.010310048413072925
C2-C5,1.5368935487079796,1.534729940009633,0.002163608698346531
