angle,ideal_angle,extracted_angle,error
N1-C1-C2,112.56927464126565,111.18880312627712,1.3804715149885283
C1-C2-C3,116.62091546190176,116.36322402271139,0.2576914391903671
C2-C3-C10,113.02547489115824,114.48084839814994,1.4553735069917053
C2-C3-C4,110.49170652058723,109.05575892413646,1.4359475964507737
C10-C3-C4,111.20190815543785,110.21424716180235,0.987660993635501
C3-C4-C5,113.4654272045081,113.82832748099206,0.3629002764839555
C4-C5-C6,112.02548729453564,111.17531000169521,0.8501772928404279
C5-C6-C7,114.25944479465616,113.16904300707044,1.0904017875857193
C5-C6-C9,110.56837143219423,110.3880094005695,0.18036203162472475
C7-C6-C9,109.65523213543878,109.12715554871407,0.5280765867247084
C6-C7-C8,118.20270539713343,116.34103947058709,1.861665926546337
N2-C8-C7,114.76097811761578,111.71767278698063,3.0433053306351496
C6-C9-C10,113.82024426991534,113.52091878547635,0.299325484438981
C3-C10-C9,111.1932804881794,110.96041846221853,0.2328620259608698
