bond,ideal_length,extracted_length,error
N1-C1,1.5232830222259162,1.4970291165748113,0.02625390565110486
N2-C6,1.5233225405099025,1.4917171172830581,0.03160542322684434
C1-C2,1.5234691648675476,1.519998443001194,0.0034707218663536654
C2-C8,1.5518687568790874,1.530781064765264,0.021087692113823442
C2-C3,1.5458785464974887,1.5530461703420935,0.007167623844604787
C3-C4,1.5304978417096005,1.528399586269882,0.0020982554397184217
C4-C5,1.5470089217583511,1.5385065175560817,0.008502404202269442
C5-C7,1.5508184934199922,1.5334389129757986,0.017379580444193632
C5-C6,1.5246546836447055,1.5165040865129287,0.008150597131776793
C7-C8,1.5361236656825634,1.5216242885893347,0.014499377093228683
