bond,ideal_length,extracted_length,error
N1-C1,1.5088929572826728,1.4935730240151526,0.015319933267520236
N2-C9,1.5120705059545665,1.4933722175247415,0.018698288429825016
C1-C2,1.522497061494137,1.5142408037519242,0.008256257742212947
C2-C3,1.530093842447204,1.5204863215531872,0.00960752089401673
C3-C4,1.5286846784457861,1.5242233929337268,0.004461285512059376
C4-C5,1.5280281802152806,1.5205975129894926,0.007430667225788001
C5-C6,1.5281489608616001,1.521689804320733,0.00645915654086715
C6-C7,1.5292993702130493,1.5228265465333817,0.006472823679667616
C7-C8,1.5317164112730393,1.525661219501191,0.006055191771848323
C8-C9,1.5234979797278478,1.5146377194838356,0.008860260244012208
