dihedral,ideal_angle,extracted_angle,error
C1-C2-C4-C5,298.57119896414054,57.70619205103979,240.86500691310073
C3-C2-C4-C5,59.88896018802868,296.3952690700562,236.50630888202753
C7-C2-C4-C5,179.30379421653825,176.43266063282084,2.871133583717409
C1-C2-C7-C8,63.67817167948013,305.6562878508967,241.9781161714166
C4-C2-C7-C8,182.92253295543188,186.71673615723654,3.794203201804663
C3-C2-C7-C8,302.3079999648345,66.93712478478501,235.3708751800495
C2-C4-C5-C6,180.5275258806463,194.51812205557533,13.990596174929038
C4-C5-C6-N1,178.77645418085638,159.47851513180134,19.29793904905503
C2-C7-C8-C9,181.86190489788538,183.92971138072687,2.0678064828414904
C7-C8-C9-N2,181.2271707426206,179.4134755912971,1.8136951513234862
