experiment_name,halogen,n_layers,layer_number,octahedra_count,zeta_mean,zeta_std,zeta_min,zeta_max,zeta_count,delta_mean,delta_std,delta_min,delta_max,delta_count,sigma_mean,sigma_std,sigma_min,sigma_max,sigma_count,theta_mean_mean,theta_mean_std,theta_mean_min,theta_mean_max,theta_mean_count,theta_min_mean,theta_min_std,theta_min_min,theta_min_max,theta_min_count,theta_max_mean,theta_max_std,theta_max_min,theta_max_max,theta_max_count,mean_bond_distance_mean,mean_bond_distance_std,mean_bond_distance_min,mean_bond_distance_max,mean_bond_distance_count,bond_distance_variance_mean,bond_distance_variance_std,bond_distance_variance_min,bond_distance_variance_max,bond_distance_variance_count,octahedral_volume_mean,octahedral_volume_std,octahedral_volume_min,octahedral_volume_max,octahedral_volume_count
MAPbBr3_n3_CC(C)(C[NH3+])C[NH3+],Br,3,2,2,0.1538158161737717,0.01829433604369446,0.13552148013007725,0.17211015221746617,2,0.0001229843613896352,2.6091456428585816e-05,9.68929049610494e-05,0.00014907581781822103,2,41.89604479308562,4.200739943631206,37.695304849454416,46.09678473671683,2,123.95303956189773,9.396351820158856,114.55668774173887,133.34939138205658,2,96.97622388884717,2.092377244341421,94.88384664450575,99.0686011331886,2,150.92985523494826,16.70032639597632,134.22952883897196,167.6301816309246,2,3.011925306152409,0.0021326086890709472,3.0097926974633378,3.0140579148414797,2,0.0011160122430937782,0.00023827374928506357,0.0008777384938087147,0.0013542859923788419,2,36.125,0.125,36.0,36.25,2
MAPbBr3_n3_CC(C)(C[NH3+])C[NH3+],Br,3,3,2,0.37699599607761414,0.016082019108797585,0.36091397696881655,0.3930780151864117,2,0.0008417287984284322,4.272144881377641e-05,0.0007990073496146558,0.0008844502472422086,2,43.61877753955536,7.109702077893836,36.509075461661524,50.728479617449196,2,136.07015579594514,17.847737376670246,118.22241841927489,153.91789317261538,2,106.70355488680951,5.437512502813995,101.26604238399551,112.1410673896235,2,165.4367567050808,30.257962250526504,135.1787944545543,195.6947189556073,2,3.0310923525488294,0.0030867158578073983,3.028005636691022,3.0341790684066368,2,0.007732609491099045,0.000376753976056948,0.007355855515042096,0.008109363467155992,2,36.8,0.019999999999999574,36.78,36.82,2
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+],Br,2,1,2,0.28799604066068407,0.0019814021455382136,0.28601463851514586,0.2899774428062223,2,0.0004676980271581312,1.0248347236687673e-05,0.00045744967992144355,0.0004779463743948189,2,37.49424596195811,5.022399181914558,32.47184678004355,42.516645143872665,2,128.94173825898844,7.702988758876259,121.23874950011219,136.6447270178647,2,114.51167608316028,1.2461732757842299,113.26550280737605,115.75784935894451,2,143.37180043481663,16.65215079353677,126.71964964127987,160.0239512283534,2,3.0028538034571257,0.0018864381848253675,3.0009673652723,3.004740241641951,2,0.004217412134886418,9.770946190895777e-05,0.0041197026729774605,0.004315121596795376,2,35.84,0.019999999999999574,35.82,35.86,2
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+],Br,2,2,2,0.2574444180092763,0.010329057060406877,0.24711536094886943,0.2677734750696832,2,0.0003848047534041575,2.401805988761315e-05,0.00036078669351654436,0.00040882281329177066,2,42.657597931363526,5.752631501133536,36.90496643022999,48.41022943249706,2,145.1759720948911,16.003444482335752,129.17252761255537,161.17941657722687,2,123.08375129115736,6.5062818019062405,116.57746948925111,129.5900330930636,2,167.26819289862487,25.50060716276525,141.76758573585963,192.76880006139012,2,3.012473741356594,6.782604277177917e-05,3.0124059153138223,3.012541567399366,2,0.003492112200545389,0.00021812109639781914,0.00327399110414757,0.003710233296943208,2,36.06,0.09999999999999788,35.96,36.16,2
MAPbI3_n1_[NH3+]C1=CC=C([NH3+])C=C1,I,1,1,2,0.0863971736913185,0.017302153612420934,0.06909502007889756,0.10369932730373943,2,2.4933370438456595e-05,1.0064309233424732e-05,1.4869061205031863e-05,3.499767967188133e-05,2,68.96963337326365,16.032955334625598,52.93667803863805,85.00258870788925,2,191.1633350049909,34.040271645957716,157.12306335903318,225.20360665094861,2,141.60193680987038,19.68053538248897,121.92140142738143,161.28247219235936,2,240.72473320011142,48.40000790942645,192.32472529068497,289.12474110953787,2,3.2013410680021734,0.008357000454408237,3.192984067547765,3.2096980684565817,2,0.00025499498529105093,0.00010181151256858338,0.00015318347272246755,0.0003568064978596343,2,42.88,0.07000000000000028,42.81,42.95,2
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1,I,2,1,2,0.24870075732162222,0.025823958745031295,0.22287679857659093,0.2745247160666535,2,0.00028821185513303987,4.268371642998479e-05,0.0002455281387030551,0.00033089557156302466,2,58.957676928224636,1.378955207314739,57.5787217209099,60.336632135539375,2,160.67928816187555,4.703465385629599,155.97582277624593,165.38275354750513,2,142.89943154359,4.607357295461696,138.2920742481283,147.5067888390517,2,178.45914478016107,4.799573475797487,173.65957130436357,183.25871825595854,2,3.2001188884309113,0.0012937348131432103,3.198825153617768,3.2014126232440545,2,0.002951862609537756,0.0004395002605359615,0.0025123623490017947,0.0033913628700737177,2,42.980000000000004,0.019999999999999574,42.96,43.0,2
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1,I,2,2,2,0.1946104321377633,0.00016580174641900314,0.1944446303913443,0.1947762338841823,2,0.00012876798428978987,1.413579478562391e-05,0.00011463218950416598,0.0001429037790754138,2,43.75850562365434,4.3864795703495005,39.372026053304836,48.14498519400384,2,147.43506970160865,9.616714809410567,137.8183548921981,157.05178451101924,2,117.94978941336726,2.998229970858091,114.95155944250916,120.94801938422535,2,176.92034998985008,16.235199647963057,160.685150341887,193.15554963781312,2,3.1983973979285283,0.0013667301073538862,3.197030667821174,3.199764128035882,2,0.001317387586713879,0.0001457313942005708,0.0011716561925133081,0.0014631189809144497,2,43.25,0.0,43.25,43.25,2
MAPbI3_n1_[NH3+]CCCCCCCCC[NH3+],I,1,1,2,0.13420414978653628,0.0040277409021787225,0.13017640888435755,0.138231890688715,2,6.0654210042002196e-05,2.721647852829959e-06,5.7932562189172236e-05,6.337585789483215e-05,2,42.391024033496464,1.3137756290403644,41.0772484044561,43.70479966253683,2,144.12760138948187,19.432904618991287,124.6946967704906,163.56050600847317,2,108.13072118712569,20.875565311619376,87.2551558755063,129.00628649874506,2,180.12448159183805,17.990243926363192,162.13423766547487,198.11472551820125,2,3.2009191245437285,0.001231266419694066,3.1996878581240344,3.2021503909634226,2,0.0006214345931398183,2.7407591419419423e-05,0.0005940270017203989,0.0006488421845592377,2,43.25,0.03999999999999915,43.21,43.29,2
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Br,3,1,2,0.3510549528525386,0.008372364732006865,0.34268258812053176,0.3594273175845455,2,0.0007917971737907959,9.963998835987539e-06,0.0007818331749548084,0.0008017611726267834,2,30.275780653225844,6.076250972300166,24.19952968092568,36.35203162552601,2,98.47513105530095,23.30871337940644,75.16641767589451,121.78384443470739,2,71.33376178688056,17.898270586883182,53.43549119999738,89.23203237376374,2,125.61650032372133,28.719156171929697,96.89734415179163,154.33565649565102,2,2.989542868773908,0.004544480992239475,2.9849983877816686,2.9940873497661475,2,0.007076327198936927,6.753752852770196e-05,0.007008789670409225,0.007143864727464629,2,35.45,0.23000000000000043,35.22,35.68,2
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Br,3,2,2,0.23241005202423115,0.00042118886788933274,0.23198886315634182,0.23283124089212048,2,0.00034691125612718303,3.838895366373751e-05,0.00030852230246344555,0.00038530020979092057,2,44.69159295990451,5.240321541644974,39.45127141825954,49.931914501549485,2,137.85511652426175,31.246823342428023,106.60829318183373,169.10193986668978,2,118.48008219156048,33.44627432353952,85.03380786802096,151.9263565151,2,157.23015085696304,29.04737236131652,128.18277849564652,186.27752321827955,2,2.998492737798199,0.003770990788919404,2.9947217470092795,3.0022637285871183,2,0.0031182015591876143,0.00033730879146911044,0.002780892767718504,0.0034555103506567248,2,35.61,0.21999999999999886,35.39,35.83,2
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Br,3,3,2,0.22080832912070658,0.007046398828254752,0.21376193029245183,0.22785472794896133,2,0.0002941999833992019,1.0263180145659532e-05,0.0002839368032535424,0.00030446316354486145,2,59.75926949126985,0.6960744895006314,59.063195001769216,60.45534398077048,2,144.96108521067032,2.9191328922853756,142.04195231838494,147.8802181029557,2,110.13981597607531,9.320783583928609,100.8190323921467,119.46059956000391,2,179.78235444526536,3.4825177993578222,176.29983664590753,183.26487224462318,2,3.0340446863552137,0.005611644085941059,3.0284330422692727,3.039656330441155,2,0.00270789630044307,8.445919501006522e-05,0.002623437105433005,0.0027923554954531354,2,36.675,0.23499999999999943,36.44,36.91,2
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1,Br,2,1,2,0.33993689043346675,0.04916045913648759,0.29077643129697917,0.38909734956995434,2,0.000575026504590958,8.790360444037895e-05,0.00048712290015057906,0.000662930109031337,2,52.436377382922174,0.11708553218738871,52.319291850734785,52.55346291510956,2,137.13709687850618,6.7944405017855445,130.34265637672064,143.93153738029173,2,93.57538087388863,11.656955376833558,81.91842549705507,105.23233625072218,2,180.6988128831237,1.931925626737538,178.76688725638618,182.63073850986126,2,3.0151554984024003,0.0015102528633639256,3.0136452455390366,3.0166657512657644,2,0.005226860245835477,0.0007939092328883022,0.004432951012947175,0.006020769478723779,2,36.055,0.125,35.93,36.18,2
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1,Br,2,2,2,0.25592723870218603,0.00998013967359701,0.24594709902858902,0.26590737837578304,2,0.0002495646214362915,4.458123404081986e-05,0.00020498338739547163,0.00029414585547711135,2,47.408123850249346,5.808621917400224,41.59950193284912,53.21674576764957,2,142.1718951100595,24.241785257217828,117.93010985284167,166.41368036727732,2,102.80920978489773,25.463350242384863,77.34585954251287,128.2725600272826,2,181.53458043522124,23.020220272050807,158.51436016317044,204.55480070727205,2,3.0173938498957833,0.0018046440147838627,3.0155892058809997,3.0191984939105674,2,0.002272688766189438,0.00040861529451298787,0.0018640734716764502,0.002681304060702426,2,36.27,0.0,36.27,36.27,2
MAPbBr3_n1_[NH3+]CCC[NH3+],Br,1,1,2,0.3107669891374649,0.0010843396263613414,0.3096826495111036,0.31185132876382626,2,0.0003839361987465916,2.64796696545274e-06,0.00038128823178113885,0.00038658416571204433,2,55.07031899611343,0.07191606812618545,54.99840292798724,55.142235064239614,2,169.23498273213232,0.34745373682589786,168.88752899530644,169.58243646895824,2,156.79580711346608,0.1486612580500406,156.64714585541603,156.9444683715161,2,181.67415835079862,0.5462462156017267,181.12791213519688,182.22040456640033,2,2.986704749850472,7.925669268882274e-05,2.986625493157783,2.986784006543161,2,0.0034248677439164448,2.380270641483837e-05,0.0034010650375016064,0.003448670450331283,2,35.15,0.0,35.15,35.15,2
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1,Br,2,1,2,0.29549259832594155,0.003417570234559353,0.2920750280913822,0.2989101685605009,2,0.0004928787748857197,4.351122168502598e-05,0.00044936755320069375,0.0005363899965707457,2,40.53061514740785,13.329455256443516,27.201159890964334,53.86007040385137,2,118.33730567495604,32.72442370738616,85.61288196756989,151.0617293823422,2,85.12252159773311,24.779974252139944,60.34254734559316,109.90249584987305,2,151.552089752179,40.668873162632366,110.88321658954663,192.22096291481137,2,3.0053133934033966,0.002991131141502734,3.002322262261894,3.0083045245448994,2,0.004450858182032008,0.00038412850928355724,0.0040667296727484505,0.004834986691315565,2,35.875,0.005000000000002558,35.87,35.88,2
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1,Br,2,2,2,0.2871916637609311,0.003604375083475997,0.2835872886774551,0.2907960388444071,2,0.0003658487815205347,1.749588294681616e-05,0.00034835289857371854,0.00038334466446735086,2,58.081657826048485,11.859864022449287,46.2217938035992,69.94152184849777,2,160.16645683185516,28.0932198804078,132.07323695144737,188.25967671226297,2,134.06269131831266,11.802599370761442,122.26009194755122,145.8652906890741,2,186.2702223453977,44.383840390054175,141.88638195534352,230.65406273545187,2,3.006788780090888,0.0011488392978957762,3.0056399407929923,3.007937619388784,2,0.0033076792518134572,0.0001607039455781376,0.0031469753062353194,0.0034683831973915946,2,35.67,0.120000000000001,35.55,35.79,2
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Cl,3,1,2,0.20274810610481442,0.012372744372858513,0.1903753617319559,0.21512085047767293,2,0.00023796393948891104,3.860106052227333e-05,0.0001993628789666377,0.00027656500001118435,2,42.400741783737324,15.836361590109384,26.56438019362794,58.23710337384671,2,122.8752318210199,52.420393098709646,70.45483872231024,175.29562491972953,2,97.37097999883629,43.733795621821784,53.637184377014506,141.10477562065807,2,148.37948364320349,61.10699057559753,87.27249306760596,209.48647421880102,2,2.8718201477569183,0.0031696883199439085,2.8686504594369744,2.874989836076862,2,0.0019618717623273757,0.0003140246171247917,0.0016478471452025841,0.0022758963794521675,2,31.33,0.0600000000000005,31.27,31.39,2
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Cl,3,2,2,0.24133958607421868,0.03174341816758752,0.20959616790663116,0.2730830042418062,2,0.00034877473334316857,9.922011785883149e-05,0.0002495546154843371,0.00044799485120200006,2,52.41822421787174,4.721391471605841,47.6968327462659,57.13961568947758,2,180.3542133240104,27.11230869031239,153.241904633698,207.46652201432278,2,152.614323608989,23.734918974861472,128.87940463412752,176.34924258385047,2,208.0941030390318,30.489698405763335,177.60440463326847,238.58380144479514,2,2.8501446706096676,0.0016365812431085036,2.8485080893665593,2.8517812518527763,2,0.002834136943672623,0.0008092512090945483,0.0020248857345780743,0.003643388152767171,2,30.42,0.009999999999999787,30.41,30.43,2
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,Cl,3,3,2,0.22014716824485303,0.0021916145132814258,0.2179555537315716,0.22233878275813446,2,0.0002920547006332358,3.551752066470305e-05,0.0002565371799685328,0.0003275722212979389,2,36.236778730838104,2.571156084638538,33.665622646199566,38.80793481547664,2,121.74084875807493,3.1833084641316702,118.55754029394326,124.9241572222066,2,94.7498143842961,0.810306949749517,93.93950743454658,95.56012133404562,2,148.73188313185375,5.5563099785138235,143.17557315333994,154.2881931103676,2,2.8427967247358055,0.0001891737011148198,2.8426075510346904,2.84298589843692,2,0.0023602762943468764,0.0002873487273918041,0.0020729275669550723,0.0026476250217386805,2,30.4,0.009999999999999787,30.39,30.41,2
MAPbBr3_n2_[NH3+]CCCC[NH3+],Br,2,1,2,0.32482465584181797,0.0016559504445636808,0.3231687053972543,0.32648060628638165,2,0.0006618403888206904,8.063637070594243e-06,0.0006537767517500961,0.0006699040258912846,2,65.49087773994768,0.777597602222798,64.71328013772488,66.26847534217048,2,202.1548636251642,0.9884078468564894,201.16645577830772,203.1432714720207,2,180.75699952878327,0.4612733630960406,180.29572616568723,181.2182728918793,2,223.5527277215452,1.5155423306169666,222.03718539092824,225.06827005216218,2,2.9998895930031875,7.959668895196614e-05,2.9998099963142355,2.9999691896921394,2,0.0059561289316799795,7.288346228185661e-05,0.005883245469398122,0.006029012393961836,2,35.41,0.0,35.41,35.41,2
MAPbBr3_n2_[NH3+]CCCC[NH3+],Br,2,2,2,0.11143259049342635,0.004276074823026832,0.10715651567039952,0.11570866531645319,2,4.4504940845586924e-05,3.5577631033755877e-06,4.0947177742211336e-05,4.806270394896251e-05,2,35.75077517613262,0.8636228934479249,34.887152282684696,36.614398069580545,2,94.46103781877719,1.9183423896126826,92.5426954291645,96.37938020838986,2,68.37796397274272,0.7488104682459777,67.62915350449674,69.1267744409887,2,120.54411166481162,3.0878743109793945,117.45623735383224,123.63198597579103,2,3.014197943004625,2.9004509151997482e-05,3.014168938495473,3.014226947513777,2,0.00040434408862832305,3.231588090105237e-05,0.00037202820772727066,0.0004366599695293754,2,36.269999999999996,0.010000000000001563,36.26,36.28,2
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,Cl,3,1,2,0.23060593155781772,0.00039832342438606005,0.23020760813343166,0.23100425498220378,2,0.00025943282433999327,1.6177919247283712e-05,0.0002432549050927096,0.000275610743587277,2,42.419349113623625,10.877674371119141,31.541674742504483,53.297023484742766,2,140.32855706273068,40.24406981085734,100.08448725187333,180.572626873588,2,115.73573089057291,36.247381591468724,79.48834929910419,151.98311248204163,2,164.92138323488842,44.24075803024597,120.68062520464247,209.1621412651344,2,2.8751336090553865,0.0035998794101430587,2.8715337296452432,2.8787334884655293,2,0.0021449120024177567,0.00013910358157629386,0.002005808420841463,0.0022840155839940505,2,31.34,0.07000000000000028,31.27,31.41,2
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,Cl,3,2,2,0.28892729379612114,0.009481766900386601,0.27944552689573454,0.29840906069650774,2,0.0004990691407439719,1.5691383823206937e-05,0.00048337775692076495,0.0005147605245671788,2,66.36752287102442,3.7028475491696966,62.664675321854716,70.07037042019411,2,197.39535707126868,4.811420123004254,192.58393694826444,202.20677719427295,2,160.25294357189986,15.807383787867167,144.4455597840327,176.06032735976703,2,234.53777057063752,25.430224033875632,209.10754653676187,259.96799460451314,2,2.841069848227458,0.002752268412759218,2.838317579814699,2.8438221166402173,2,0.004028574519623589,0.00013446074391820903,0.0038941137757053795,0.004163035263541798,2,29.869999999999997,0.0600000000000005,29.81,29.93,2
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,Cl,3,3,2,0.49385594607828454,0.003646343852013789,0.49020960222627075,0.4975022899302983,2,0.0014874038093355278,0.00010986930073064315,0.0013775345086048847,0.001597273110066171,2,52.97334024899772,2.1101402119073285,50.863200037090394,55.08348046090505,2,155.8786085298604,12.807380131232662,143.07122839862774,168.68598866109306,2,105.53691637358541,6.074021501117372,99.46289487246804,111.61093787470278,2,206.22030068613543,19.54073876134801,186.6795619247874,225.76103944748343,2,2.865917095961506,0.0011363147368554927,2.8647807812246504,2.8670534106983614,2,0.01221748014892816,0.0009120972444171486,0.011305382904511012,0.01312957739334531,2,30.865000000000002,0.05500000000000149,30.81,30.92,2
MAPbI3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+],I,1,1,2,0.5025083557509491,0.09668320564778177,0.40582515010316733,0.5991915613987309,2,0.0008283810284269596,0.0002836459201899629,0.0005447351082369967,0.0011120269486169225,2,41.63467467910513,1.3499853441363285,40.2846893349688,42.98466002324146,2,117.20074949519383,3.4114754289956366,113.7892740661982,120.61222492418948,2,85.49613979449273,2.5326182689346695,82.96352152555806,88.0287580634274,2,148.90535919589493,4.2903325890565895,144.61502660683834,153.19569178495152,2,3.2429997767919225,0.005456449200859748,3.237543327591063,3.2484562259927823,2,0.008702108952000883,0.0029538092343700437,0.005748299717630839,0.011655918186370927,2,45.085,0.2049999999999983,44.88,45.29,2
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1,I,2,1,2,0.12746329286697478,0.004221078585538773,0.123242214281436,0.13168437145251355,2,5.461451848746742e-05,5.777270847212655e-07,5.4036791402746155e-05,5.5192245572188686e-05,2,38.36805374361223,1.837299706605485,36.530754037006744,40.205353450217714,2,119.7202065023068,10.86527636567395,108.85493013663285,130.58548286798074,2,97.5532239767027,13.550657158941391,84.0025668177613,111.10388113564409,2,141.8871890279109,8.179895572406522,133.70729345550436,150.0670846003174,2,3.1931922831601334,0.00409350066260572,3.1890987824975277,3.197285783822739,2,0.0005568916977777764,7.318559891958127e-06,0.0005495731378858184,0.0005642102576697346,2,43.045,0.21499999999999986,42.83,43.26,2
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1,I,2,2,2,0.22250752906393956,0.012870273633442508,0.20963725543049705,0.23537780269738207,2,0.0001610424864485373,1.8479604144217628e-06,0.00015919452603411553,0.00016289044686295905,2,44.352983996336135,5.544198571674002,38.80878542466213,49.89718256801014,2,127.43976317091705,37.68823469756786,89.75152847334918,165.1279978684849,2,111.37876166067727,32.28030152412853,79.09846013654874,143.6590631848058,2,143.50076468115685,43.09616787100721,100.40459681014963,186.59693255216405,2,3.1998358543207512,0.01055294501948345,3.1892829093012676,3.2103887993402345,2,0.001648799016955122,8.045313037007159e-06,0.0016407537039181148,0.001656844329992129,2,43.245000000000005,0.27500000000000213,42.97,43.52,2
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+],Br,3,1,2,0.4539457475131303,0.02170476205745664,0.4322409854556737,0.47565050957058697,2,0.0011878278015487868,5.6587103194962536e-05,0.0011312406983538244,0.0012444149047437494,2,56.3268720984344,0.22814301583371588,56.098729082600684,56.555015114268116,2,166.235341586142,1.4486036653534171,164.78673792078857,167.6839452514954,2,129.07104309452865,0.9726903428669829,128.09835275166165,130.04373343739562,2,203.39964007775535,1.9245169878398514,201.47512308991548,205.3241570655952,2,2.9824114463953757,0.0003986049709243655,2.9820128414244516,2.9828100513663003,2,0.010565599369961019,0.000506153920536925,0.010059445449424094,0.011071753290497944,2,34.735,0.02499999999999858,34.71,34.76,2
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+],Br,3,2,2,0.205467902711441,0.001982365492155358,0.20348553721928564,0.20745026820359636,2,0.00018104196389471362,1.8625307098043398e-06,0.0001791794331849093,0.00018290449460451797,2,46.04334275617329,2.5675343689703567,43.47580838720293,48.610877125143645,2,134.57126398377483,6.872264160573437,127.6989998232014,141.44352814434828,2,106.59287176016898,8.235922411253377,98.3569493489156,114.82879417142236,2,162.54965620738068,5.508605909893504,157.04105029748717,168.05826211727418,2,3.015712255902345,0.0009562056284480036,3.014756050273897,3.016668461530793,2,0.0016464792595712974,1.5894705186760135e-05,0.0016305845543845372,0.0016623739647580575,2,36.239999999999995,0.010000000000001563,36.23,36.25,2
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+],Br,3,3,2,0.24955300002321223,0.0035364833918931637,0.24601651663131907,0.2530894834151054,2,0.0002487501084562278,2.8231790821909675e-06,0.0002459269293740368,0.00025157328753841875,2,79.58549670203652,3.6893614114091235,75.8961352906274,83.27485811344565,2,254.7127670735964,16.122016973643966,238.59075009995243,270.83478404724036,2,205.46998941841701,13.354854584857762,192.11513483355927,218.8248440032748,2,303.95554472877575,18.889179362430212,285.06636536634556,322.844724091206,2,3.007928571200698,0.002389667194475864,3.005538904006222,3.0103182383951737,2,0.002250560845531481,2.1967102187523757e-05,0.002228593743343957,0.0022725279477190047,2,35.370000000000005,0.029999999999997584,35.34,35.4,2
MAPbBr3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3,Br,1,1,2,0.11099823506095441,0.016722930973364525,0.09427530408758988,0.12772116603431893,2,4.6889919040601845e-05,1.5951520702772373e-05,3.093839833782947e-05,6.284143974337422e-05,2,64.27896114140663,3.977499834897735,60.301461306508884,68.25646097630435,2,152.16766543081877,0.6215553781189129,151.54611005269987,152.7892208089377,2,104.55306810730792,1.303446992068956,103.24962111523897,105.85651509937688,2,199.78226275432962,0.060336235831130125,199.7219265184985,199.84259899016075,2,3.011335683071718,0.0007035024785373434,3.0106321805931806,3.0120391855502553,2,0.0004251369093655563,0.00014445200134280729,0.00028068490802274896,0.0005695889107083635,2,35.93,0.04999999999999716,35.88,35.98,2
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,I,3,1,2,0.2520836904139494,0.012550737555271585,0.23953295285867782,0.264634427969221,2,0.000221039312727511,5.462411115866186e-06,0.00021557690161164484,0.0002265017238433772,2,47.18824032809901,5.205688133118485,41.98255219498053,52.3939284612175,2,105.3844958436691,12.93045270150514,92.45404314216395,118.31494854517423,2,84.17170994777594,7.007329496346657,77.16438045142928,91.1790394441226,2,126.59728173956225,18.853575906663615,107.74370583289864,145.45085764622587,2,3.1724853292686053,0.007212077628109714,3.1652732516404956,3.179697406896715,2,0.0022249476880831856,6.509246406313654e-05,0.002159855224020049,0.002290040152146322,2,42.065,0.1750000000000007,41.89,42.24,2
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,I,3,2,2,0.05913500931512461,0.01720750357760492,0.04192750573751969,0.07634251289272953,2,1.759326643617058e-05,8.778407238576389e-06,8.814859197594191e-06,2.6371673674746967e-05,2,27.164117335567,6.1696672059036075,20.99445012966339,33.33378454147061,2,80.99834336263856,19.178088194267524,61.82025516837105,100.1764315569061,2,68.11665059640691,19.70027321550518,48.41637738090173,87.81692381191209,2,93.88003612887024,18.655903173029863,75.22413295584037,112.5359393019001,2,3.1639556687178145,0.004046050913649957,3.1599096178041646,3.1680017196314645,2,0.00017634446724052504,8.832784434902765e-05,8.801662289149738e-05,0.0002646723115895527,2,42.08,0.10000000000000142,41.98,42.18,2
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,I,3,3,2,0.2518291961879293,0.05627814565946121,0.1955510505284681,0.3081073418473905,2,0.00029792380320713894,0.00010062078658918593,0.00019730301661795302,0.00039854458979632487,2,64.01854527115404,0.8383270717759146,63.18021819937812,64.85687234292995,2,162.9011024945297,14.715785413390861,148.18531708113883,177.61688790792056,2,138.02512334839963,16.712897690984803,121.31222565741481,154.73802103938442,2,187.77708164065973,12.718673135796877,175.05840850486285,200.4957547764566,2,3.1797435180336064,4.432401225740179e-05,3.179699194021349,3.179787842045864,2,0.0030122103441041653,0.0010172695357876416,0.0019949408083165237,0.004029479879891807,2,42.075,0.09500000000000242,41.98,42.17,2
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],I,2,1,2,0.1313302301778072,0.0672258778770436,0.06410435230076361,0.1985561080548508,2,7.155012704700511e-05,5.695512957362288e-05,1.4594997473382223e-05,0.000128505256620628,2,32.469700418584864,2.7066921813022304,29.763008237282634,35.176392599887095,2,88.32930118133713,6.391887194592499,81.93741398674463,94.72118837592963,2,75.02655241151196,3.106798322033214,71.91975408947874,78.13335073354517,2,101.63204995116229,9.676976067151784,91.9550738840105,111.30902601831407,2,3.2007758857037683,0.00019695085145521318,3.200578934852313,3.2009728365552235,2,0.000732956832503285,0.0005834131738617663,0.00014954365864151877,0.0013163700063650514,2,43.505,0.015000000000000568,43.49,43.52,2
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],I,2,2,2,0.235788015396168,0.019703744371215803,0.2160842710249522,0.2554917597673838,2,0.00019598146856004842,6.357508973218722e-06,0.0001896239595868297,0.00020233897753326715,2,45.669017426513975,4.831260784417637,40.83775664209634,50.50027821093161,2,129.764486333818,6.63080237842253,123.13368395539547,136.39528871224053,2,105.23487579774016,2.2716035628058933,102.96327223493427,107.50647936054605,2,154.29409686989584,10.990001194039166,143.30409567585667,165.284098063935,2,3.194810173701142,0.0014451666936909913,3.1933650070074506,3.1962553403948326,2,0.0020002877177363178,6.308020653231856e-05,0.0019372075112039993,0.0020633679242686364,2,43.035,0.05500000000000327,42.98,43.09,2
MAPbCl3_n2_[NH3+]C1CCC([NH3+])CC1,Cl,2,1,2,0.2845232999496985,0.04748096419608583,0.23704233575361267,0.3320042641457843,2,0.000519242186531267,0.000267786250945757,0.00025145593558551004,0.0007870284374770241,2,65.45400708702921,12.465321273393002,52.98868581363621,77.91932836042221,2,179.24236969469632,34.36246590167117,144.87990379302514,213.60483559636748,2,152.89215621331712,23.072331299377396,129.81982491393973,175.96448751269452,2,205.59258317607555,45.65260050396499,159.93998267211057,251.24518368004055,2,2.8838715974939015,0.011028740743971976,2.8728428567499296,2.8949003382378735,2,0.004301418505028903,0.0021941051205268576,0.0021073133845020448,0.00649552362555576,2,31.355,0.6050000000000004,30.75,31.96,2
