experiment,halogen_X,n_octahedra,molecule_number,molecule_key,molecule_formula,n1_to_low_plane,low_plane_to_high_plane,high_plane_to_n2,total_length,penetration_percentage,penetration_asymmetry
MAPbI3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,I,2,1,molecule_1,C7H20N2,0.5737634126566914,6.1311916934778425,0.5749625849237926,7.279917691058325,18.73577038542867,-0.0011991722671012006
MAPbI3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,I,2,2,molecule_2,C7H20N2,0.5741141620258647,6.131733950684627,0.5744088841817502,7.280256996892241,18.73080364289744,-0.0002947221558854407
MAPbBr3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,1,1,molecule_0,C12H28N2,0.3393704190731059,13.01013687422905,0.6499850898710656,13.999492383173221,7.604497312429685,-0.31061467079795974
MAPbBr3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,1,2,molecule_1,C12H28N2,0.2729018881550868,10.516505627000315,0.8002547778038555,11.58966229295926,10.20449856655518,-0.5273528896487687
MAPbCl3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,1,1,molecule_0,C11H28N2,0.23043968037201346,10.621508455735837,0.014774356060263649,10.376294419303559,2.3086554744477596,0.2156653243117498
MAPbCl3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,1,2,molecule_1,C11H28N2,1.2214084736385602,10.03129728509699,1.1230614573614668,12.375767216097017,23.371552695214127,0.09834701627709341
MAPbCl3_n2_[NH3+]CCCCCC[NH3+]_analysis,Cl,2,1,molecule_1,C6H18N2,0.7371300404271053,8.92799885372701,0.6961102205234563,10.36123911467757,16.053320396118252,0.041019819903649
MAPbCl3_n2_[NH3+]CCCCCC[NH3+]_analysis,Cl,2,2,molecule_3,C6H18N2,0.03601671041905556,7.646459719483181,0.2355058191751589,7.845948828239284,3.550957430696653,-0.19948910875610332
MAPbBr3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,1,1,molecule_0,C10H26N2,0.4110502437586997,11.560542694818714,0.005294434533920884,11.144198016526092,3.601428490716278,0.40575580922477883
MAPbBr3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,1,2,molecule_1,C10H26N2,1.2286115409175569,12.23556118915651,0.15551061550307327,13.619683345577139,11.312289931149845,1.0731009254144837
MAPbBr3_n3_[NH3+]CCCCC[NH3+]_analysis,Br,3,1,molecule_1,C5H16N2,0.791248788796155,6.993617460040554,0.8681283717134683,8.652994620550176,23.72702210252148,-0.07687958291731334
MAPbBr3_n3_[NH3+]CCCCC[NH3+]_analysis,Br,3,2,molecule_5,C5H16N2,0.5938120851973739,6.951003105829471,1.3602564564169062,8.905071647443751,28.112036663823343,-0.7664443712195322
MAPbI3_n3_[NH3+]CCCCCCCCC[NH3+]_analysis,I,3,1,molecule_0,C9H24N2,0.08600567289068159,8.204239110774305,0.45971262424814113,8.749957407913126,6.65166250971589,-0.37370695135745957
MAPbI3_n3_[NH3+]CCCCCCCCC[NH3+]_analysis,I,3,2,molecule_5,C9H24N2,0.2566313113479571,9.669231716312153,0.8493445072730519,10.77520753493316,11.438094060308943,-0.5927131959250949
MAPbCl3_n3_[NH3+]CCCCCCCC[NH3+]_analysis,Cl,3,1,molecule_2,C8H22N2,0.5061613958133244,12.274622571507848,0.44885234121319495,13.229636308534369,7.780391873256621,0.05730905460012947
MAPbCl3_n3_[NH3+]CCCCCCCC[NH3+]_analysis,Cl,3,2,molecule_4,C8H22N2,0.21264465282665004,10.313280899152153,0.5639061889943119,11.089831740973114,7.529619811720649,-0.35126153616766187
MAPbBr3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,Br,3,1,molecule_1,C6H16N2,0.7498056452687857,7.563509938816009,1.483278700670344,9.79659428475514,29.5244451848859,-0.7334730554015584
MAPbBr3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,Br,3,2,molecule_5,C6H16N2,0.2777782372760104,7.194071034919078,1.0837536363057978,8.555602908500886,18.925749648191,-0.8059753990297873
MAPbI3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,1,1,molecule_0,C10H18N2,0.23578172905587527,8.211208549434222,0.055090951703049604,8.391899326787048,3.5423857402692187,0.18069077735282568
MAPbI3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,1,2,molecule_1,C10H18N2,1.668333857741654,10.12376678143087,0.3112815802348264,12.103382219407349,19.55413909383525,1.3570522775068277
MAPbBr3_n1_[NH3+]CCCCCC[NH3+]_analysis,Br,1,1,molecule_0,C6H18N2,0.5147887069627569,8.416320737238102,0.5172325756704722,9.448342019871331,12.262142982111408,-0.002443868707715291
MAPbBr3_n1_[NH3+]CCCCCC[NH3+]_analysis,Br,1,2,molecule_1,C6H18N2,0.4874823424018552,8.354798602637347,0.4804359735388786,9.32271691857808,11.585178314593874,0.007046368862976549
MAPbI3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,3,1,molecule_4,C12H30N2,0.39071046334440535,9.993698569522747,0.3604271172391071,10.74483615010626,7.516112031577747,0.03028334610529826
MAPbI3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,3,2,molecule_5,C12H30N2,0.8200458723021631,10.103076672963095,0.3939502239150836,11.317072769180342,12.016102970553803,0.4260956483870795
MAPbBr3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,1,1,molecule_0,C10H26N2,0.47001770368904394,9.703917694150478,0.550779949913688,10.72471534775321,10.51943849666067,-0.08076224622464401
MAPbBr3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,1,2,molecule_1,C10H26N2,0.7552986111387817,9.949188903621385,0.506157641590749,11.210645156350916,12.678985844467944,0.24914096954803266
MAPbBr3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,2,1,molecule_1,C10H26N2,0.2749829293324218,11.344195614172873,0.36719698968322145,11.986375533188516,5.660867820485532,-0.09221406035079965
MAPbBr3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,2,2,molecule_2,C10H26N2,0.39870959756897395,12.427143838938122,0.7868283026470881,13.612681739154185,9.53990647876306,-0.3881187050781142
MAPbCl3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,1,1,molecule_0,C8H14N2,0.612982956485943,9.361042659725445,0.30640568199987445,10.280431298211262,9.821434127646446,0.3065772744860686
MAPbCl3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,1,2,molecule_1,C8H14N2,0.1110894681124432,6.816121999913136,0.4534039274332807,7.38061539545886,8.281738436502717,-0.3423144593208375
MAPbBr3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Br,2,1,molecule_1,C6H16N2,0.5532640513084963,7.314886239521851,0.16953452306695554,8.037684813897302,9.88120048224699,0.3837295282415408
MAPbBr3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Br,2,2,molecule_3,C6H16N2,0.42403925527257297,7.0726067068617455,0.7966095788189335,8.293255540953252,17.258825277351416,-0.3725703235463605
MAPbBr3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,3,1,molecule_1,C10H18N2,0.674827966610672,9.537961708183017,0.5593525270907699,10.772142201884458,12.939667105631033,0.11547543951990213
MAPbBr3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,3,2,molecule_2,C10H18N2,0.12052570309830885,9.570205670553008,0.2278545372942869,9.918585910945604,3.6402586567657833,-0.10732883419597805
MAPbI3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,I,3,1,molecule_0,C10H24N2,0.8782078438729172,8.692026095987872,0.9330491616223351,10.503283101483126,20.838145048037823,-0.05484131774941792
MAPbI3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,I,3,2,molecule_5,C10H24N2,0.43548462774904334,7.118145696834891,1.0160385187508216,8.569668843334755,20.39187182056824,-0.5805538910017782
MAPbBr3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,1,1,molecule_0,C11H28N2,0.4505164426446734,11.19068346118989,0.5856035848502452,12.226803488684808,9.258773434958274,-0.13508714220557183
MAPbBr3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,1,2,molecule_1,C11H28N2,0.4443807063037911,11.186354668874399,0.4627443725051458,12.093479747683336,8.109210780997115,-0.018363666201354656
MAPbCl3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Cl,2,1,molecule_1,C12H30N2,0.4479506065721671,10.297969752024773,0.600244927785632,11.346165286382572,10.17866200424316,-0.15229432121346487
MAPbCl3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Cl,2,2,molecule_2,C12H30N2,1.3305856337835533,11.137528328713305,0.7662736954733886,13.234387657970245,18.82697190409021,0.5643119383101647
MAPbCl3_n1_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,1,1,molecule_0,C9H24N2,1.301699342299972,11.482724565482323,0.7399842121152796,10.92100943529763,17.780480083556654,0.5617151301846924
MAPbCl3_n1_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,1,2,molecule_1,C9H24N2,0.30396454325505984,9.182617105440757,0.4538781413388342,9.332530703524533,8.253014101446826,-0.14991359808377436
MAPbI3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,3,1,molecule_0,C8H22N2,0.9138532794508544,8.192975613416898,0.14627287635848651,9.25310176922624,12.939452109112443,0.7675804030923679
MAPbI3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,3,2,molecule_5,C8H22N2,0.4094385105197142,5.203663600612367,0.6032608524544313,6.216362963586512,19.461276529385394,-0.1938223419347171
MAPbCl3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,2,1,molecule_1,C9H24N2,0.06553868981290474,9.487466189406979,0.29765806924631927,9.850662948466201,3.828174475759854,-0.23211937943341454
MAPbCl3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,2,2,molecule_2,C9H24N2,0.47345713117458094,8.729340907380575,0.576082304777343,9.7788803433325,12.023123476189918,-0.10262517360276208
MAPbBr3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,2,1,molecule_1,C10H18N2,0.29976657207418245,9.60391874841426,0.37759222614643956,10.281277546634882,7.052941783086859,-0.07782565407225711
MAPbBr3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,2,2,molecule_2,C10H18N2,0.78957094297552,9.109776706240018,0.7197188207379905,10.619066469953529,16.567801960279407,0.06985212223752946
MAPbCl3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,2,1,molecule_0,C6H10N2,0.25749446280379734,7.7874781668101845,0.28013162441441103,7.810115328420799,6.903725130293681,-0.022637161610613687
MAPbCl3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,2,2,molecule_3,C6H10N2,0.140230121443287,6.952302623973504,0.025895981601183303,6.8379684841314,2.389511965023222,0.1143341398421037
MAPbCl3_n3_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,3,1,molecule_1,C6H10N2,0.16093361759219313,7.4477778618301675,0.2030467411293471,7.811758220551708,4.887100091786278,-0.04211312353715396
MAPbCl3_n3_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,3,2,molecule_5,C6H10N2,0.2324238731244402,5.213392454591217,0.16544918489421073,5.611265512609868,7.631749604199866,0.06697468823022948
MAPbCl3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,1,1,molecule_0,C6H10N2,0.5623623170170122,8.197041930174919,0.041104297045168416,8.800508544237099,7.3620047232002275,0.5212580199718438
MAPbCl3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,1,2,molecule_1,C6H10N2,0.04176277589324406,7.686225395225425,0.024057742962548447,7.752045914081218,0.8563438550303153,0.01770503293069561
MAPbI3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,I,3,1,molecule_0,C6H16N2,0.7658192800926199,8.116207101796626,0.5335529620445892,9.415579343933835,16.00959938355413,0.23226631804803066
MAPbI3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,I,3,2,molecule_5,C6H16N2,0.48927554652021676,7.702167536116434,0.4718150827280692,8.66325816536472,12.478183897475754,0.01746046379214755
MAPbCl3_n1_[NH3+]CCCCCC[NH3+]_analysis,Cl,1,1,molecule_0,C6H18N2,1.0621349032178584,9.285540360065328,0.8152039059151912,11.162879169198376,20.21787355754751,0.2469309973026672
MAPbCl3_n1_[NH3+]CCCCCC[NH3+]_analysis,Cl,1,2,molecule_1,C6H18N2,0.14597372441110454,8.398006328935207,0.025249029586141915,8.22678357493796,2.0388500233359075,0.12072469482496262
MAPbI3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,I,2,1,molecule_0,C6H16N2,0.7476494056983164,7.788817319215026,0.7787028346246422,9.315169559537985,19.59671382402878,-0.031053428926325788
MAPbI3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,I,2,2,molecule_1,C6H16N2,0.4872970094755745,7.639443233754387,0.4651971012868726,8.591937344516834,12.468109018127308,0.022099908188701944
MAPbCl3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,Cl,2,1,molecule_1,C5H16N2,0.04300066209028607,7.684126513942113,0.36498413117601536,8.092111307208414,5.309449194076282,-0.3219834690857293
MAPbCl3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,Cl,2,2,molecule_3,C5H16N2,0.07081028088708219,7.981499157650182,0.4742344649423005,8.3849233417054,6.828851761601242,-0.4034241840552183
MAPbCl3_n3_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,3,1,molecule_1,C8H20N2,1.0268939366564305,8.3035663052647,0.6021077761834279,9.93256801810456,19.618097248251324,0.42478616047300255
MAPbCl3_n3_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,3,2,molecule_2,C8H20N2,0.994643527008405,8.345436971586624,0.5901278775162008,9.93020837611123,18.989675554679923,0.4045156494922042
MAPbCl3_n2_[NH3+]CCCC[NH3+]_analysis,Cl,2,1,molecule_1,C4H14N2,0.784211129469691,7.902929437445261,0.6719113667195264,9.359051933634477,18.425098031242584,0.11229976275016451
MAPbCl3_n2_[NH3+]CCCC[NH3+]_analysis,Cl,2,2,molecule_3,C4H14N2,0.6782995066331091,7.841432313458226,0.5619364523668035,9.081668272458138,15.81644665696214,0.11636305426630567
MAPbBr3_n1_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,1,1,molecule_0,C7H20N2,0.4840408707980529,6.374257173918216,0.4850484822093479,7.343346526925616,15.203173115961802,-0.001007611411294962
MAPbBr3_n1_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,1,2,molecule_1,C7H20N2,0.4720869672793714,6.3746722517925845,0.41840520387260094,7.265164422944556,13.969222823990082,0.053681763406770444
MAPbCl3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,2,1,molecule_1,C10H26N2,1.1623091380176713,9.564082966816613,0.8039874553246409,11.530379560158927,20.55917540829103,0.35832168269303044
MAPbCl3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,2,2,molecule_2,C10H26N2,0.5179723008566002,9.353493654052073,0.4699692358123545,10.341435190721027,10.562273020209552,0.048003065044245674
MAPbI3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,3,1,molecule_0,C10H18N2,1.5781469813494444,9.029578430885529,1.56778650257901,12.175511914813983,34.84031406347653,0.010360478770434334
MAPbI3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,3,2,molecule_5,C10H18N2,0.6263337437627094,7.245556575498349,0.621737886281913,8.493628205542972,17.22533827511767,0.004595857480796495
MAPbCl3_n1_[NH3+]CCCC[NH3+]_analysis,Cl,1,1,molecule_0,C4H14N2,0.9621331671665702,7.434774243442956,0.7514111565168706,9.148318567126397,23.047698122033612,0.21072201064969953
MAPbCl3_n1_[NH3+]CCCC[NH3+]_analysis,Cl,1,2,molecule_1,C4H14N2,0.10049846678509591,7.435258030417282,0.1670704577282068,7.702826954930585,3.5986501533462745,-0.06657199094311089
MAPbI3_n1_[NH3+]CCCCC[NH3+]_analysis,I,1,1,molecule_0,C5H16N2,0.5562956718697574,6.19619523837797,0.5579570391450598,7.310447949392787,17.98285347939592,-0.0016613672753024167
MAPbI3_n1_[NH3+]CCCCC[NH3+]_analysis,I,1,2,molecule_1,C5H16N2,0.5692334061403392,6.173912850586368,0.5679355622527723,7.3110818189794795,18.41893457056344,0.0012978438875669296
MAPbCl3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,2,1,molecule_0,C8H20N2,0.857191132687243,8.29599906661075,0.6247161025908871,9.777906301888882,17.862914681878678,0.23247503009635595
MAPbCl3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,2,2,molecule_1,C8H20N2,0.7158724918766567,8.744433392227846,0.5293332113350012,9.989639095439502,14.239981567226657,0.18653928054165547
MAPbI3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,I,2,1,molecule_0,C5H16N2,0.8936286688120069,7.917702239288435,0.24587535857549517,8.565455549524945,14.391852496462528,0.6477533102365117
MAPbI3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,I,2,2,molecule_1,C5H16N2,0.6363691998953975,8.354356000585144,0.34486712300864536,8.645858077471896,11.745206007923489,0.29150207688675217
MAPbI3_n2_[NH3+]CCCCCCC[NH3+]_analysis,I,2,1,molecule_1,C7H20N2,0.6848591234743101,8.364617657939183,0.6777912078824135,9.727267989295907,16.29064694981461,0.0070679155918965675
MAPbI3_n2_[NH3+]CCCCCCC[NH3+]_analysis,I,2,2,molecule_2,C7H20N2,0.6837572442567863,8.362058016804038,0.6802748977187153,9.726090158779536,16.31215831359218,0.0034823465380710017
MAPbCl3_n1_[NH3+]CCCCCCC[NH3+]_analysis,Cl,1,1,molecule_0,C7H20N2,0.10976641045527037,8.749966590516939,0.11925719195460009,8.759457372016268,2.6174225928826087,-0.00949078149932972
MAPbCl3_n1_[NH3+]CCCCCCC[NH3+]_analysis,Cl,1,2,molecule_1,C7H20N2,1.0700500618293534,8.568434239211351,0.8172169744103938,10.4557012754511,22.025809891883508,0.2528330874189596
MAPbCl3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,1,1,molecule_0,C12H28N2,0.6014009907984038,11.831991353046188,0.2031068143528793,12.636499158197472,6.799428609657998,0.3982941764455245
MAPbCl3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,1,2,molecule_1,C12H28N2,0.4329708820281417,10.903215719412058,0.22365728767799214,11.112529313762208,6.022334938646353,0.20931359435014957
MAPbI3_n2_[NH3+]CCCCCCCC[NH3+]_analysis,I,2,1,molecule_0,C8H22N2,0.011077017316402885,11.252345579901904,0.7632398123543573,12.00450837493986,6.881381523278017,-0.7521627950379545
MAPbI3_n2_[NH3+]CCCCCCCC[NH3+]_analysis,I,2,2,molecule_1,C8H22N2,0.23413160280857184,7.929094164884833,0.25120491833780667,8.414430686031212,6.1209579688908615,-0.017073315529234828
MAPbI3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,2,1,molecule_0,C9H24N2,0.6629358075377414,8.56756671436299,0.66810952716982,9.89861204907055,15.535861920703192,-0.005173719632078577
MAPbI3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,2,2,molecule_1,C9H24N2,0.6515192886549589,8.559677458234903,0.688888155042013,9.900084901931878,15.659555517567112,-0.037368866387054056
MAPbI3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,2,1,molecule_0,C10H26N2,0.09343057811034186,10.019032828575561,0.5746695525758024,10.500271803041024,6.668309627458624,-0.4812389744654606
MAPbI3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,2,2,molecule_2,C10H26N2,1.1918744060094808,10.862710895734253,1.1471330074598396,13.201718309203573,21.53244651284828,0.04474139854964121
MAPbBr3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,3,1,molecule_1,C10H26N2,0.4511742390749845,9.599404990808262,0.7224773779942617,10.773056607877509,12.22629546511534,-0.2713031389192772
MAPbBr3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,3,2,molecule_4,C10H26N2,0.8606049977874357,10.174763743341524,0.5371905119505977,11.572559253079557,13.737866991287792,0.32341448583683796
MAPbCl3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,1,1,molecule_0,C8H20N2,0.7119833570743367,8.317219700245076,0.5893140627952981,9.618517120114712,15.64582236334686,0.12266929427903861
MAPbCl3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,1,2,molecule_1,C8H20N2,0.7123889497660576,8.576504221687207,0.7979795298412155,10.08687270129448,17.610537353762847,-0.08559058007515785
MAPbCl3_n2_[NH3+]CCCCC[NH3+]_analysis,Cl,2,1,molecule_1,C5H16N2,0.00027399512751595816,7.1906628589238455,0.23354012129117893,7.4239289850875085,3.2516350857490695,-0.23326612616366296
MAPbCl3_n2_[NH3+]CCCCC[NH3+]_analysis,Cl,2,2,molecule_3,C5H16N2,0.9983950760527043,9.856743425099799,0.7571939777698397,9.615542326816932,17.811045475242942,0.24120109828286462
MAPbI3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,1,1,molecule_0,C8H20N2,0.941007879129169,8.296632525252077,1.0471513528966594,10.284791757277906,23.963448133619995,-0.10614347376749045
MAPbI3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,1,2,molecule_1,C8H20N2,0.414660925555333,5.28905696421865,0.5588618415527674,6.262579731326751,18.40635814085845,-0.1442009159974344
MAPbBr3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,2,1,molecule_1,C11H28N2,0.3306688949364502,11.242653967719344,0.6073198623749076,12.180642725030703,8.343125742414323,-0.27665096743845746
MAPbBr3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,2,2,molecule_2,C11H28N2,0.6141998235559116,11.031487752982896,0.5325929241168535,12.17828050065566,10.395630882721818,0.08160689943905808
MAPbBr3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Br,2,1,molecule_1,C8H14N2,0.17119625460196136,9.00851360335223,0.8107306313634831,9.990440489317674,10.89998782485106,-0.6395343767615218
MAPbBr3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Br,2,2,molecule_3,C8H14N2,0.22067167781324823,9.684809817238317,0.11365078663340794,10.019132281684975,3.4520292164290556,0.10702089117984029
MAPbI3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,1,1,molecule_0,C12H30N2,0.9442329703067363,11.874123708209634,0.5836655283229623,13.402022206839334,12.867463201291448,0.360567441983774
MAPbI3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,1,2,molecule_1,C12H30N2,0.9291840344147517,12.727401814732515,0.9298630311096886,14.586448880256954,14.606650222769845,-0.0006789966949368731
MAPbBr3_n3_[NH3+]CCCCCCC[NH3+]_analysis,Br,3,1,molecule_1,C7H20N2,0.7179794367342268,9.080410925200534,1.077665179176851,10.876055541111612,19.774926825477586,-0.3596857424426242
MAPbBr3_n3_[NH3+]CCCCCCC[NH3+]_analysis,Br,3,2,molecule_5,C7H20N2,0.3366348311901378,8.874872797877753,1.0042120180303267,10.215719647098217,15.108350054787275,-0.6675771868401889
MAPbI3_n1_[NH3+]CCCC[NH3+]_analysis,I,1,1,molecule_0,C4H14N2,0.8325204647145201,7.4538183229056765,0.8322582162949231,9.11859700391512,22.334575500633782,0.00026224841959698875
MAPbI3_n1_[NH3+]CCCC[NH3+]_analysis,I,1,2,molecule_1,C4H14N2,0.6429287598565157,6.914525997790386,0.6439691905316796,8.201423948178581,18.611513656893298,-0.0010404306751639059
MAPbCl3_n3_[NH3+]CCCCC[NH3+]_analysis,Cl,3,1,molecule_1,C5H16N2,0.4592399852165551,8.081992540210798,0.8082205043882175,9.34945302981557,15.68252486374745,-0.34898051917166234
MAPbCl3_n3_[NH3+]CCCCC[NH3+]_analysis,Cl,3,2,molecule_5,C5H16N2,0.3101708536623516,6.529713607882925,0.4123895257932543,7.252273987338531,11.065728496626601,-0.10221867213090269
MAPbI3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,3,1,molecule_0,C9H24N2,0.6991983023276132,8.493701312323296,0.6999264363384655,9.892826050989376,16.472497527504576,-0.000728134010852366
MAPbI3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,3,2,molecule_5,C9H24N2,0.6713413408865657,8.491764097052968,0.7316282646334424,9.894733702572978,16.521532975779472,-0.06028692374687672
MAPbI3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,1,1,molecule_0,C10H26N2,0.503607097292281,9.642601761046196,0.4441552271304215,8.694839436623493,9.828906636499658,0.059451870161859544
MAPbI3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,1,2,molecule_1,C10H26N2,0.23245591332006801,14.974336373291031,1.0231217844047014,13.718758675566262,8.384863718997792,-0.7906658710846334
MAPbBr3_n1_[NH3+]CCCCCCCC[NH3+]_analysis,Br,1,1,molecule_0,C8H22N2,0.7823342531574421,10.299997408176418,0.5404957290072138,8.977167426011762,12.843012767309606,0.24183852415022833
MAPbBr3_n1_[NH3+]CCCCCCCC[NH3+]_analysis,Br,1,2,molecule_1,C8H22N2,0.5946319461610856,12.00218259698207,1.11129524596878,12.518845896789765,14.213474743825497,-0.5166632998076943
MAPbCl3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,3,1,molecule_1,C11H28N2,0.5552385854368542,11.936436956732273,0.2953340292524334,12.78700957142156,7.125850182700927,0.2599045561844208
MAPbCl3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,3,2,molecule_4,C11H28N2,0.2976514968191686,11.957555286470093,0.7206600477854062,12.975866831074669,8.516051318255569,-0.4230085509662376
MAPbBr3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,3,1,molecule_2,C8H22N2,0.674511445836269,8.270557943674428,0.9567706992954292,9.901840088806125,19.723967309597924,-0.28225925345916025
MAPbBr3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,3,2,molecule_4,C8H22N2,0.7997761417076984,8.72294008946008,1.0883457154135836,10.611061946581362,21.645475467643045,-0.2885695737058852
MAPbCl3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,1,1,molecule_0,C10H26N2,0.6641097979214211,9.027177516963542,0.5679076489540571,10.25919496383902,13.64786994118944,0.09620214896736401
MAPbCl3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,1,2,molecule_1,C10H26N2,0.526966710016441,9.580423989947114,0.8972691148945346,11.00465981485809,14.866104322788305,-0.3703024048780936
MAPbCl3_n3_CC(C)(CC[NH3+])CC[NH3+]_analysis,Cl,3,1,molecule_1,C7H20N2,0.5706638798102183,6.42125507402762,0.38508830113827663,7.377007254976115,14.884195845361678,0.18557557867194163
MAPbCl3_n3_CC(C)(CC[NH3+])CC[NH3+]_analysis,Cl,3,2,molecule_2,C7H20N2,0.4791826164240757,6.432345176989811,0.4696439756632063,7.381171769077093,14.750865601576917,0.00953864076086941
