experiment,halogen_X,n_octahedra,molecule_number,molecule_key,molecule_formula,n1_to_low_plane,low_plane_to_high_plane,high_plane_to_n2,total_length,penetration_percentage,penetration_asymmetry
MAPbBr3_n3_CC(C)(C[NH3+])C[NH3+]_analysis,Br,3,2,molecule_5,C5H16N2,0.13101664997994747,7.402945063236068,1.2090766761875107,8.743038389403527,18.10216494544213,-1.0780600262075632
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,2,1,molecule_1,C7H20N2,0.48202642417638736,6.302609777695205,0.5336423532503752,7.318278555121967,16.115050959067652,-0.051615929073987876
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,2,2,molecule_3,C7H20N2,0.49722777227271303,6.310511571235856,0.5149648535835732,7.3227041970921425,16.039787177793855,-0.017737081310860214
MAPbI3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,1,1,molecule_0,C6H10N2,0.11833938457720145,7.568885472075079,0.19030584183755345,7.260240245660324,4.0778160477322825,-0.071966457260352
MAPbI3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,1,2,molecule_1,C6H10N2,0.8856195135468125,7.648755412081717,0.1065975043604017,8.640972429988931,12.972267571008238,0.7790220091864107
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,2,1,molecule_0,C6H10N2,0.839942608239641,7.813641321466628,0.6527791470096956,9.306363076715964,19.10404757316338,0.18716346122994532
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,2,2,molecule_1,C6H10N2,0.4591621752741449,7.677530725693115,0.4207325484871759,8.557425449454435,11.46064737737517,0.038429626786968984
MAPbI3_n1_[NH3+]CCCCCCCCC[NH3+]_analysis,I,1,1,molecule_0,C9H24N2,0.5308018775629583,9.239786486332873,0.20024616250308422,8.50873844626683,7.911958151277412,0.330555715059874
MAPbI3_n1_[NH3+]CCCCCCCCC[NH3+]_analysis,I,1,2,molecule_1,C9H24N2,1.649325083464437,8.45936896051107,2.2018315585763406,12.310525602551845,45.525341902194455,-0.5525064751119035
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Br,3,1,molecule_1,C10H24N2,0.34373527747606686,8.519346930792135,0.9403510628673585,9.80343327113556,15.072591253470998,-0.5966157853912917
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Br,3,2,molecule_4,C10H24N2,0.7456024701306365,9.23189579299344,1.0541425591095581,11.031640822233635,19.49485858155065,-0.3085400889789216
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Br,2,1,molecule_2,C6H10N2,0.34506413703965577,7.6918568499545295,0.4572816752531372,8.494202662247323,10.431106921829103,-0.1122175382134814
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Br,2,2,molecule_3,C6H10N2,0.31078319055923237,7.389920258420938,0.2065668904272918,7.907270339407462,7.000753227303029,0.10421630013194058
MAPbBr3_n1_[NH3+]CCC[NH3+]_analysis,Br,1,1,molecule_0,C3H12N2,0.3424444450177265,4.212801988446376,0.3634589670947205,4.9187054005588235,16.756149803584158,-0.021014522076994002
MAPbBr3_n1_[NH3+]CCC[NH3+]_analysis,Br,1,2,molecule_1,C3H12N2,0.33746877227953,4.212868889045242,0.33465229541417457,4.884989956738947,15.953999172426814,0.0028164768653554106
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,2,1,molecule_1,C12H28N2,0.39483214998651495,13.133359442910695,0.2655126391449888,13.7937042320422,5.027996012763921,0.12931951084152615
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,2,2,molecule_2,C12H28N2,0.391907804554276,11.684580214488948,0.22342811625174774,12.299916135294971,5.2662218882540905,0.16847968830252824
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Cl,3,1,molecule_1,C10H24N2,0.6313355843722035,8.980102407497714,0.33145218732553416,9.942890179195453,10.721345125127769,0.29988339704666933
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Cl,3,2,molecule_4,C10H24N2,0.7265899895878029,7.5007590633501895,0.48601272741180895,8.7133617803498,16.16640005042379,0.2405772621759939
MAPbBr3_n2_[NH3+]CCCC[NH3+]_analysis,Br,2,1,molecule_1,C4H14N2,0.509736606330895,6.479677482295838,1.0429538676447223,8.032367956271454,23.962465388408162,-0.5332172613138273
MAPbBr3_n2_[NH3+]CCCC[NH3+]_analysis,Br,2,2,molecule_3,C4H14N2,0.9099358390258901,6.420663655081643,0.6888744667264814,8.019473960834013,24.901013222939827,0.2210613722994087
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,3,1,molecule_0,C12H28N2,0.5317140642891889,11.965209487323758,0.3828914120911103,12.879814963704058,7.643873492973566,0.1488226521980786
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,3,2,molecule_3,C12H28N2,0.5728804456659226,12.477995495466967,0.03303628073684928,13.083912221869738,4.8558819132679645,0.5398441649290733
MAPbI3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,1,1,molecule_0,C8H22N2,0.5873220154093404,7.8967649530822275,0.5416579801861715,9.02574494867774,14.296740529865385,0.045664035223168864
MAPbI3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,1,2,molecule_1,C8H22N2,0.48747946604007564,9.325428244951436,0.43739994072976884,10.25030765172128,9.917822350630946,0.050079525310306794
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,2,1,molecule_1,C8H20N2,0.6757523560805582,8.262547928890672,1.2746025866391903,10.21290287161042,23.604764045000856,-0.5988502305586322
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,2,2,molecule_2,C8H20N2,0.5988501946667764,5.125518281759942,0.5703481010759501,6.294716577502669,22.8113184163936,0.028502093590826227
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Br,3,1,molecule_2,C9H24N2,0.6276254766784937,9.751106557899089,1.1640130490903886,11.542745083667972,18.37369446360452,-0.5363875724118949
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Br,3,2,molecule_4,C9H24N2,0.8491321225153725,9.815502207956445,0.8785481889911309,11.543182519462949,17.601547785359834,-0.02941606647575834
MAPbBr3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Br,1,1,molecule_0,C12H30N2,0.8356372037517525,10.353736303601815,0.836904643327552,12.026278150681119,16.153993090373255,-0.001267439575799445
MAPbBr3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Br,1,2,molecule_1,C12H30N2,0.5913342459732366,9.930645670851078,0.5936812716721744,11.115661188496487,11.93291510866939,-0.0023470256989378546
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,I,3,1,molecule_3,C12H28N2,1.1007492084332737,12.042611891214742,0.775841610400834,13.91920271004885,15.582922008830224,0.32490759803243974
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,I,3,2,molecule_5,C12H28N2,0.7959171569438657,9.670860878587563,0.7889700355250476,11.255748071056479,16.388274139875616,0.006947121418818036
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,I,2,1,molecule_0,C10H26N2,1.0008778241522298,9.722080318114799,0.9902829198456978,11.713241062112726,20.48080944453699,0.010594904306531983
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,I,2,2,molecule_2,C10H26N2,1.0010952154162547,9.568400461567485,1.0832055835243821,11.652701260508122,21.783168538069205,-0.08211036810812744
MAPbCl3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Cl,2,1,molecule_1,C6H16N2,1.1257101818825423,6.909998328953013,0.7193556133946335,8.755064124230188,26.701392785383437,0.40635456848790885
MAPbCl3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Cl,2,2,molecule_3,C6H16N2,1.028787062480109,7.0527903587588865,0.15024996936426357,8.231827390603259,16.71731289134551,0.8785370931158454
MAPbBr3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,3,1,molecule_3,C11H28N2,0.30578852732419676,10.790526223539729,0.4545684355919212,11.550883186455845,7.046523470351107,-0.14877990826772447
MAPbBr3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,3,2,molecule_4,C11H28N2,0.4557426464855828,10.889206544956616,0.8179373973713209,12.162886588813521,11.696720404727873,-0.36219475088573805
MAPbBr3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Br,2,1,molecule_0,C12H22N2,0.6538546200130182,8.400789511198337,0.7395328358229216,9.794176967034279,16.586386957779865,-0.08567821580990342
MAPbBr3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Br,2,2,molecule_3,C12H22N2,0.37324684095222505,9.266029452337168,0.6989973387293338,10.338273632018726,11.571776079463108,-0.32575049777710874
MAPbBr3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,1,1,molecule_0,C8H22N2,0.6999358672017953,5.307640918801462,0.309241313118963,6.316818099122219,19.013667197151772,0.3906945540828323
MAPbBr3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,1,2,molecule_1,C8H22N2,0.9950989647581177,9.734067979490604,0.5017423067527216,11.230909251001442,15.377345572936619,0.4933566580053961
MAPbBr3_n2_[NH3+]CCCCC[NH3+]_analysis,Br,2,1,molecule_1,C5H16N2,0.43980065154749953,6.456598807771933,0.48114915156233407,7.377548610881767,14.26369874493779,-0.04134850001483453
MAPbBr3_n2_[NH3+]CCCCC[NH3+]_analysis,Br,2,2,molecule_3,C5H16N2,0.43508422899027555,6.415196139143842,0.531254106521987,7.381534474656105,15.063270312437055,-0.09616987753171147
MAPbCl3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,2,1,molecule_1,C8H14N2,0.7422569722963175,9.030336802166888,0.6158411330347726,10.388434907497977,15.039285190395177,0.12641583926154487
MAPbCl3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,2,2,molecule_3,C8H14N2,0.5716056385904681,9.13765076953122,0.47744903776686776,10.186705445888556,11.48057310151671,0.09415660082360033
MAPbCl3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Cl,1,1,molecule_0,C14H34N2,0.38249381404228355,12.555766916525936,1.6011190085546356,13.774392111038287,15.79842024612676,-1.218625194512352
MAPbCl3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Cl,1,2,molecule_1,C14H34N2,0.048384154988352995,11.170464693298104,0.08197238561688062,11.040108152692872,1.166975091765368,-0.03358823062852763
