angle,ideal_angle,extracted_angle,error
N1-C1-C2,114.5449873614182,113.603229136158,0.9417582252601875
C1-C2-C8,113.40575685594574,114.1785840691378,0.772827213192059
C1-C2-C3,112.93214200030475,112.06838630295931,0.8637556973454394
C8-C2-C3,112.39802347681356,111.83861503623861,0.5594084405749555
C2-C3-C4,110.96265348897684,109.4869497633004,1.4757037256764391
C3-C4-C5,111.20041485387266,110.0575206999566,1.1428941539160604
C4-C5-C7,112.35381681823166,111.28118585344683,1.0726309647848353
C4-C5-C6,112.62192329375826,112.40416234103834,0.2177609527199138
C7-C5-C6,113.61780463907253,114.91186065766684,1.2940560185943042
N2-C6-C5,114.583349898512,114.3729871924229,0.21036270608910002
C5-C7-C8,113.18858989162491,113.43696991019277,0.24838001856785752
C2-C8-C7,113.10619990127195,112.64495376314606,0.4612461381258868
