dihedral,ideal_angle,extracted_angle,error
N1-C1-C2-C3,56.356576778412006,54.100791148255865,2.25578563015614
C1-C2-C3-C4,176.18471948784335,164.16231390336696,12.022405584476388
C2-C3-C4-C5,66.67239398309731,293.37806287657173,226.7056688934744
C2-C3-C4-C12,299.98815164237107,58.68165710151659,241.3064945408545
C3-C4-C5-C6,193.96816344978566,196.72372392647597,2.755560476690306
C12-C4-C5-C6,323.4157387734823,68.54487153702023,254.87086723646206
C3-C4-C12-C11,194.78583904771685,194.18967113552986,0.596167912186985
C5-C4-C12-C11,66.20698492832196,322.4417676405469,256.23478271222496
C4-C5-C6-C7,332.8105780767097,330.087448011876,2.723130064833697
C5-C6-C7-C11,65.95297230967068,324.2664652578762,258.3134929482055
C5-C6-C7-C8,194.3148106031353,191.9159320265658,2.3988785765695013
C6-C7-C11-C12,323.7179108503977,66.2202814575329,257.4976293928648
C8-C7-C11-C12,194.85964058284154,196.2171817014598,1.3575411186182578
C6-C7-C8-C9,300.9913713089307,53.98270635897293,247.00866494995776
C11-C7-C8-C9,67.28066062737621,285.3736727023991,218.0930120750229
C7-C8-C9-C10,177.83089566958748,190.11328010322077,12.282384433633297
C8-C9-C10-N2,177.96847390563866,171.1454430324152,6.823030873223473
C7-C11-C12-C4,332.6652724726307,332.7629893502776,0.09771687764691706
