bond,ideal_length,extracted_length,error
N1-C5,1.514974904651807,1.4964948980719994,0.01848000657980764
N2-C10,1.513284622535752,1.493611010673228,0.01967361186252381
C1-C2,1.542882272029222,1.5345688226022371,0.008313449426984754
C2-C6,1.601003019543577,1.5843296756952392,0.01667334384833774
C2-C3,1.5427922808099532,1.5329245571391747,0.009867723670778483
C2-C4,1.5554561281074544,1.5461242227929166,0.009331905314537758
C4-C5,1.5282836848012398,1.5217333688823909,0.006550315918848915
C6-C9,1.5554897971641846,1.5403357951257908,0.015154002038393788
C6-C8,1.5430068684496328,1.530738520208578,0.012268348241054827
C6-C7,1.5428075081944834,1.5355617639807422,0.007245744213741245
C9-C10,1.5278078577502827,1.5209359741892834,0.006871883560999326
