dihedral,ideal_angle,extracted_angle,error
C1-C2-C5-C6,165.5807983096325,288.6322652044098,123.05146689477729
C1-C2-C5-C7,44.532513863981634,166.19894471888261,121.66643085490098
C1-C2-C5-C8,284.4712057688205,48.47275489408692,235.99845087473358
C3-C2-C5-C6,286.6368589136647,166.80130737011004,119.83555154355466
C3-C2-C5-C7,165.58857446801383,44.36798688458285,121.22058758343098
C3-C2-C5-C8,45.52726637285267,286.64179705978717,241.1145306869345
C4-C2-C5-C6,45.44424934315646,46.35265248946461,0.908403146308153
C4-C2-C5-C7,284.39596489750556,283.9193320039374,0.4766328935681372
C4-C2-C5-C8,164.33465680234443,166.19314217914177,1.858485376797347
C1-C2-C4-N1,46.70179938228951,287.63277893468216,240.93097955239267
C5-C2-C4-N1,167.26428398746074,167.7306956821896,0.4664116947288619
C3-C2-C4-N1,287.76541845424094,45.76893140835954,241.9964870458814
C2-C5-C8-N2,167.5720872959589,185.95490367167943,18.382816375720523
C6-C5-C8-N2,288.1047833271341,307.41245552927165,19.307672202137553
C7-C5-C8-N2,47.049860505736,66.50682057925893,19.45696007352293
