bond,ideal_length,extracted_length,error
N1-C1,1.5088929572826728,1.4980682214754468,0.010824735807225982
N2-C9,1.5120705059545665,1.4960786853553276,0.01599182059923887
C1-C2,1.522497061494137,1.5222402086271856,0.0002568528669515402
C2-C3,1.530093842447204,1.5285662979491983,0.0015275444980056285
C3-C4,1.5286846784457861,1.5312626984730515,0.002578020027265371
C4-C5,1.5280281802152806,1.5274437460646022,0.0005844341506784367
C5-C6,1.5281489608616001,1.5300121908828446,0.0018632300212444441
C6-C7,1.5292993702130493,1.5270612793134943,0.0022380908995549564
C7-C8,1.5317164112730393,1.529706827022133,0.002009584250906249
C8-C9,1.5234979797278478,1.5202267814985866,0.003271198229261252
