bond,ideal_length,extracted_length,error
N1-C1,1.5118299646875062,1.4957057166671102,0.016124248020396026
N2-C8,1.512176894117184,1.4930480470222334,0.019128847094950663
C1-C2,1.5320110776581142,1.528409695855023,0.0036013818030911082
C2-C3,1.509418388936872,1.5074068197332224,0.0020115692036495325
C3-C10,1.405518329289554,1.401526992125304,0.003991337164249931
C3-C4,1.3991255428709102,1.4018666247838827,0.0027410819129725095
C4-C5,1.3993755798875551,1.3917871047267982,0.007588475160756891
C5-C6,1.4049863245241445,1.4020604209008518,0.0029259036232927027
C6-C9,1.399726029150401,1.398744641954822,0.0009813871955790532
C6-C7,1.509618700652168,1.5097860957622198,0.00016739511005181562
C7-C8,1.5322092150558646,1.5269245493613723,0.005284665694492263
C9-C10,1.3985703990912282,1.3970783059891336,0.0014920931020945272
