angle,ideal_angle,extracted_angle,error
N1-C1-C2,112.38652080365866,112.1002904864876,0.28623031717106073
C1-C2-C3,113.51386518394936,113.09618858241627,0.4176766015330884
C2-C3-C4,116.44032193869398,116.34762395691675,0.09269798177723487
C3-C4-C5,113.20637418886368,114.49889675443896,1.2925225655752826
C3-C4-C12,114.78731786687719,113.01712532158338,1.7701925452938099
C5-C4-C12,109.46800609339222,109.0641798550211,0.4038262383711242
C4-C5-C6,111.91389435161254,110.79864458469156,1.1152497669209822
C5-C6-C7,110.45477979532627,112.42630808892602,1.9715282935997465
C6-C7-C11,109.36737287222282,109.46580507840903,0.09843220618621729
C6-C7-C8,114.29854711887347,112.3200929715578,1.9784541473156736
C11-C7-C8,113.40184049956048,114.21307861640905,0.8112381168485712
C7-C8-C9,115.922512944196,115.97693352180588,0.054420577609874954
C8-C9-C10,109.69244817317582,109.41926449608326,0.2731836770925611
N2-C10-C9,112.38807673731479,111.90321530449582,0.484861432818974
C7-C11-C12,112.05732487546796,111.17281730287542,0.8845075725925398
C4-C12-C11,110.2581206437796,112.39294251375132,2.1348218699717165
