bond,ideal_length,extracted_length,error
N1-C1,1.5169861688179969,1.5002452457243143,0.01674092309368258
N2-C10,1.512455964620227,1.4935447349991449,0.01891122962108205
C1-C2,1.5222492017594467,1.5234361057220698,0.0011869039626231093
C2-C3,1.5317986084337722,1.5327404665457292,0.0009418581119569058
C3-C4,1.533405934960724,1.5360641143582328,0.0026581793975086754
C4-C5,1.5447424662391775,1.545988797802683,0.0012463315635053984
C4-C12,1.5337617177020724,1.5325975111188954,0.0011642065831769521
C5-C6,1.5464883176255708,1.5436207338247134,0.0028675838008573873
C6-C7,1.535084994854222,1.5337308523688673,0.0013541424853547035
C7-C11,1.5452922635370225,1.5448734753598325,0.0004187881771899882
C7-C8,1.5353142178074053,1.533387321850475,0.0019268959569302968
C8-C9,1.5341772973401815,1.5326739876306086,0.0015033097095729087
C9-C10,1.5234222536185889,1.5209616930920349,0.0024605605265539676
C11-C12,1.547211288053577,1.54611511420609,0.0010961738474870586
