angle,ideal_angle,extracted_angle,error
C1-C2-C3,109.86715069433345,109.7985272936858,0.06862340064765249
C1-C2-C4,109.63129313341852,109.84734945598927,0.21605632257075058
C1-C2-C8,109.69150829274375,109.94908730704061,0.2575790142968657
C3-C2-C4,110.11778925156646,110.05066551354014,0.06712373802632499
C3-C2-C8,110.20802342764308,110.33254100814369,0.12451758050060846
C4-C2-C8,107.28576620962197,106.81927348882367,0.46649272079829984
C2-C4-C5,115.5850557924932,114.8221740304275,0.7628817620656889
C4-C5-C6,113.64525193712292,113.26757206255898,0.37767987456393826
C5-C6-C7,109.4329370119044,109.23558433041833,0.19735268148606622
N1-C7-C6,112.92369048292818,111.1391918290231,1.7844986539050751
C2-C8-C9,115.80403118989317,118.00102323819294,2.1969920482997765
C8-C9-C10,113.40864025666271,109.12238544413746,4.286254812525243
C9-C10-C11,109.68713026761715,114.62944772053906,4.9423174529219125
N2-C11-C10,112.92821077920946,109.68881520716883,3.2393955720406353
