bond,ideal_length,extracted_length,error
N1-C1,1.5120031897917774,1.4949454386592267,0.017057751132550703
N2-C4,1.5139394592251971,1.4980615270568687,0.015877932168328446
C1-C2,1.5210596643691177,1.5217745938909264,0.0007149295218087381
C2-C3,1.5496226448348698,1.532545283713105,0.017077361121764723
C3-C4,1.5212144265132985,1.5198201459147977,0.0013942805985007745
