dihedral,ideal_angle,extracted_angle,error
C1-C2-C6-C9,72.02151673463905,315.0553144785559,243.03379774391684
C1-C2-C6-C8,191.3501119647661,74.00690772236733,117.34320424239878
C1-C2-C6-C7,311.82505293448327,194.59564764910158,117.22940528538169
C3-C2-C6-C9,311.70736480277725,75.6329110905638,236.07445371221345
C3-C2-C6-C8,71.03596003290434,194.58450433437525,123.54854430147091
C3-C2-C6-C7,191.5109010026215,315.1732442611095,123.66234325848802
C4-C2-C6-C9,191.980509948868,195.49147714188962,3.510967193021628
C4-C2-C6-C8,311.309105178995,314.4430703857011,3.1339652067060797
C4-C2-C6-C7,71.7840461487122,75.03181031243538,3.2477641637231756
C1-C2-C4-C5,307.61174736394497,73.87457190309829,233.7371754608467
C6-C2-C4-C5,186.8380482690028,195.08914162787906,8.251093358876261
C3-C2-C4-C5,65.69885569165966,315.63845245671445,249.93959676505477
C2-C4-C5-N1,177.6193214324032,176.69497482378392,0.9243466086192882
C2-C6-C9-C10,190.55343140189282,186.24444176961805,4.308989632274773
C8-C6-C9-C10,69.48067458039452,65.65131798144189,3.8293565989526286
C7-C6-C9-C10,311.57809106245077,307.37233452356446,4.205756538886305
C6-C9-C10-N2,181.6943316746118,174.4794004300476,7.214931244564184
