dihedral,ideal_angle,extracted_angle,error
N1-C1-C2-C3,178.21280567331888,180.77145142923015,2.5586457559112716
C1-C2-C3-C4,177.88188160976566,180.8502896704124,2.9684080606467376
C2-C3-C4-N2,178.54672499691935,179.7757455933178,1.229020596398442
