bond,ideal_length,extracted_length,error
N1-C1,1.5169861688179969,1.4933201777998555,0.023665991018141375
N2-C10,1.512455964620227,1.486318792299523,0.026137172320704005
C1-C2,1.5222492017594467,1.5110086611170688,0.011240540642377894
C2-C3,1.5317986084337722,1.5233398852699438,0.008458723163828452
C3-C4,1.533405934960724,1.5248965003283894,0.008509434632334667
C4-C5,1.5447424662391775,1.5265050223576613,0.01823744388151627
C4-C12,1.5337617177020724,1.5447974139920027,0.011035696289930286
C5-C6,1.5464883176255708,1.5356806810713406,0.010807636554230227
C6-C7,1.535084994854222,1.5355075248690906,0.0004225300148685829
C7-C11,1.5452922635370225,1.5278791337677995,0.017413129769223046
C7-C8,1.5353142178074053,1.5249881019212554,0.010326115886149845
C8-C9,1.5341772973401815,1.5278903360728167,0.006286961267364832
C9-C10,1.5234222536185889,1.5167671916463115,0.006655061972277387
C11-C12,1.547211288053577,1.549256600843993,0.0020453127904158652
