Experiment,Perovskite,Halogen,N_Slab,Molecule,Eslab,TotalAtoms,A,B,C,Alpha,Beta,Gamma,Emol,NCarbonsMol,NNitrogensMol,NHydrogensMol,FamilyMol,ParityMol,NormEnergy,MolAtoms,NormEmol
MAPbBr3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbBr3,Br,1,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-565.26239356,98.0,8.735371534571614,7.928218674372363,15.378933552204991,76.90022158199437,100.7263434471218,90.09294248586494,-239.68893898,12,2,30,branch,even,-0.8763726081632651,44,-5.447475885909091
MAPbBr3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbBr3,Br,2,CC(C)(CCCC[NH3+])CCCC[NH3+],-605.3135091,116.0,8.002115797099517,8.231235870982864,23.22277105399805,87.45698968341352,89.72607736399115,89.85920095260612,-222.86891444,11,2,28,branch,odd,-1.3756524156896555,41,-5.435827181463415
MAPbBr3_n3_[NH3+]CCCCCCCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCCCCCCC[NH3+],-644.8844877099999,134.0,8.139767075341787,8.165243981811589,29.348218085286856,96.5725697584158,80.80086725846868,90.06894361607489,-205.48700074,10,2,26,lineal,even,-1.7456006435074618,38,-5.407552651052632
MAPbBr3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbBr3,Br,2,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,-578.33605448,106.0,8.783983027837149,8.020601377414753,19.66503293275105,88.24701108709992,103.03621222689169,89.47609929824327,-209.2911342,12,2,22,benzene,even,-1.5071111894339628,36,-5.813642616666666
MAPbBr3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbBr3,Br,1,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-496.83606588,86.0,8.62778162213377,7.749455496582197,13.618492147678264,91.02395576260633,86.68660691145173,89.66953245252367,-205.40703172,10,2,26,branch,even,-1.0002558423255814,38,-5.405448203157895
MAPbBr3_n3_CC(C)(C[NH3+])C[NH3+],MAPbBr3,Br,3,CC(C)(C[NH3+])C[NH3+],-473.12828138,104.0,8.208794627978378,8.397640710419456,21.813708304457176,89.16242104899025,87.95598955643926,89.90818734625991,-120.13791333,5,2,16,branch,odd,-2.2389659107692306,23,-5.223387536086957
MAPbBr3_n1_[NH3+]CCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCC[NH3+],-324.88204400999996,56.0,7.950999774357024,7.980077277790798,12.675718306232389,89.86711639453846,90.02480166925882,89.72636291227714,-119.9004908,5,2,16,lineal,odd,-1.5193046858928565,23,-5.213064817391304
MAPbBr3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbBr3,Br,1,CC(C)(CCCC[NH3+])CCCC[NH3+],-531.08824513,92.0,7.917802744262479,8.164178528783564,17.267468826157074,87.62665459812487,88.79168871409954,90.13573075304666,-222.86891444,11,2,28,branch,odd,-0.9277219157608698,41,-5.435827181463415
MAPbBr3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbBr3,Br,3,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-713.4375100999999,146.0,8.587164659923388,7.978968079203557,27.481961021976243,89.91199171121225,95.61051714444034,91.21106268895684,-239.68893898,12,2,30,branch,even,-1.6031481653424655,44,-5.447475885909091
MAPbBr3_n1_CC(C)(C[NH3+])C[NH3+],MAPbBr3,Br,1,CC(C)(C[NH3+])C[NH3+],-324.93501987,56.0,8.045334443807317,8.313092376629916,10.229526214659733,90.02959028885395,85.49724760847803,89.89371018146662,-120.13791333,5,2,16,branch,odd,-1.5117713073214287,23,-5.223387536086957
MAPbBr3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],MAPbBr3,Br,2,CC(C)(CCC[NH3+])C(C)(C)CCC[NH3+],-639.32462548,122.0,8.620543604842833,7.910999586270557,21.65497460497769,88.36089326028367,97.53806208710608,91.08150156822482,-239.68893898,12,2,30,branch,even,-1.311038914098361,44,-5.447475885909091
MAPbBr3_n1_[NH3+]CC1CCC(C[NH3+])CC1,MAPbBr3,Br,1,[NH3+]CC1CCC(C[NH3+])CC1,-412.47917047,70.0,8.136388824594967,8.18581402666667,12.05718027468528,91.33946546839593,96.87171443669452,92.07245725603023,-163.65683647,8,2,20,cyclic,even,-1.2166499647142854,30,-5.455227882333333
MAPbBr3_n3_[NH3+]CCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCC[NH3+],-438.83880819,98.0,8.26960436501887,8.257591338340621,22.06116299774838,86.41314683546679,86.41592732554868,88.73747210087697,-102.71394975,4,2,14,lineal,even,-2.38174396622449,20,-5.1356974875
MAPbBr3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],MAPbBr3,Br,1,CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],-634.2716667999999,110.0,7.806941591803966,8.345247319727083,18.137381529780026,72.01687010606996,90.08541255842184,89.72442942660317,-273.96963262,14,2,34,branch,even,-0.7848400141818171,50,-5.4793926524000005
MAPbBr3_n2_[NH3+]CCC[NH3+],MAPbBr3,Br,2,[NH3+]CCC[NH3+],-330.14010799000005,68.0,8.098192020566984,8.108637989132491,16.141900448133246,89.76576798246684,89.7769616598689,89.47912530445778,-85.54443369,3,2,12,lineal,odd,-2.3389888325000006,17,-5.032025511176471
MAPbBr3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbBr3,Br,1,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-435.32113361999996,70.0,7.767735889249971,8.124059617932687,15.034847659566573,97.76990514068927,77.99419194175886,90.0123012839163,-174.85017724,10,2,18,benzene,even,-1.2231539877142852,30,-5.8283392413333335
MAPbBr3_n2_[NH3+]CCCCCCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCCCCCC[NH3+],-536.21131559,104.0,7.901191690022448,8.176007185694218,23.65569607722605,91.57721274473462,89.26200292221996,89.55202541463821,-188.42385467,9,2,24,lineal,odd,-1.5323423677884618,35,-5.383538704857143
MAPbBr3_n1_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbBr3,Br,1,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,-504.02979813,82.0,8.19450787992893,7.8637210635937205,15.822731860191997,76.82779059266029,95.22479813012893,88.62292934015197,-209.2911342,12,2,22,benzene,even,-1.0420430454878054,36,-5.813642616666666
MAPbBr3_n3_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbBr3,Br,3,[NH3+]CC1=CC=C(C[NH3+])C=C1,-514.50502227,106.0,8.221076816865967,8.12280097698377,24.537954467826268,93.60064454480721,90.07577219891218,89.2607283432533,-144.91357426,8,2,14,benzene,even,-2.1196025825471705,24,-6.0380655941666665
MAPbBr3_n1_[NH3+]CCC[NH3+],MAPbBr3,Br,1,[NH3+]CCC[NH3+],-256.11278594,44.0,7.948301801340227,7.953700145672146,10.284445959518955,89.89817401500457,90.12905024714237,89.50907085227175,-85.54443369,3,2,12,lineal,odd,-1.9323617854545447,17,-5.032025511176471
MAPbBr3_n1_CC(C)(CC[NH3+])CC[NH3+],MAPbBr3,Br,1,CC(C)(CC[NH3+])CC[NH3+],-394.04434964999996,68.0,8.187093072431411,7.9460338256397876,12.438265229688026,90.21194129902145,90.14149408582637,89.17693501949744,-154.18603206,7,2,20,branch,odd,-1.2598865519117641,29,-5.316759726206897
MAPbBr3_n2_[NH3+]C1CCC([NH3+])CC1,MAPbBr3,Br,2,[NH3+]C1CCC([NH3+])CC1,-418.91444461000003,82.0,7.768410673926211,8.73644442112881,16.28620747058275,91.84298176940324,86.28932003720409,92.56710199181431,-129.72100752,6,2,16,cyclic,even,-1.944785726463415,24,-5.40504198
MAPbBr3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbBr3,Br,3,CC(C)(C[NH3+])C(C)(C)C[NH3+],-575.2850359400001,122.0,8.377314690875245,8.62554984281796,22.80661524924198,89.58367685782915,87.89966043985014,89.24615938049456,-171.16718275,8,2,22,branch,even,-1.9094317249180333,32,-5.3489744609375
MAPbBr3_n1_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbBr3,Br,1,[NH3+]CCC1CCC(CC[NH3+])CC1,-481.44668874,82.0,8.078177100835369,7.913521864141223,14.258490916798012,98.86498056522245,95.78713808991539,90.35555047026965,-197.7105717,10,2,24,cyclic,even,-1.0490920163414634,36,-5.491960325
MAPbBr3_n2_CC(C)(C[NH3+])C[NH3+],MAPbBr3,Br,2,CC(C)(C[NH3+])C[NH3+],-399.04529822999996,80.0,8.18207790260237,8.427868916370018,15.814402782576634,89.93269993978112,88.02651135054228,90.3069798495748,-120.13791333,5,2,16,branch,odd,-1.9846183946249993,23,-5.223387536086957
MAPbBr3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbBr3,Br,2,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-570.87884368,110.0,8.614045121831962,7.910850058473366,19.308345027688066,90.28079784096137,87.38797222773141,89.36492049416596,-205.40703172,10,2,26,branch,even,-1.4551343658181823,38,-5.405448203157895
MAPbBr3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+],MAPbBr3,Br,3,CC(C)(CCCC[NH3+])CCCC[NH3+],-679.5629038999999,140.0,8.355070972681125,7.970125196084307,28.382373729405955,87.68680811706355,99.20856981248363,90.5508268759672,-222.86891444,11,2,28,branch,odd,-1.6701791072857137,41,-5.435827181463415
MAPbBr3_n2_[NH3+]CCCCCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCCCCC[NH3+],-502.20429090000005,98.0,8.20083436426269,7.986937451006762,21.362126030781017,81.70792551239597,79.79688517621229,90.08423104616135,-171.34456379,8,2,22,lineal,even,-1.627705748163266,32,-5.3545176184375
MAPbBr3_n2_[NH3+]CCCCCCCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCCCCCCC[NH3+],-570.64473478,110.0,8.317493779247311,7.87330060316089,23.474006813207666,84.88066460326512,77.319977084776,89.95611941557556,-205.48700074,10,2,26,lineal,even,-1.451552120909091,38,-5.407552651052632
MAPbBr3_n2_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbBr3,Br,2,[NH3+]CCC1CCC(CC[NH3+])CC1,-555.483794,106.0,8.346375564053067,8.22536464843613,19.319651393134283,95.12594698020936,97.66244501699494,90.59691446197442,-197.7105717,10,2,24,cyclic,even,-1.5100250056603772,36,-5.491960325
MAPbBr3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbBr3,Br,1,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-550.16731501,94.0,8.168668689442425,7.716098623857443,16.859210872765676,99.05306281789326,93.08916741369016,87.83108125222586,-232.03610252,12,2,28,cyclic,even,-0.9159054252127666,42,-5.524669107619047
MAPbBr3_n3_CC(C)(CC[NH3+])CC[NH3+],MAPbBr3,Br,3,CC(C)(CC[NH3+])CC[NH3+],-542.14001406,116.0,8.227125445943397,8.286127483152475,23.939866983212717,89.95090839250226,90.32603909305993,89.30277944152338,-154.18603206,7,2,20,branch,odd,-2.015240947758621,29,-5.316759726206897
MAPbBr3_n2_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbBr3,Br,2,CC(C)(C[NH3+])C(C)(C)C[NH3+],-501.26849267,98.0,8.4677682644776,8.72805910085515,16.62509571355123,89.31237647399043,88.12294854994545,89.99266097633836,-171.16718275,8,2,22,branch,even,-1.621776807857143,32,-5.3489744609375
MAPbBr3_n3_[NH3+]CC1CCC(C[NH3+])CC1,MAPbBr3,Br,3,[NH3+]CC1CCC(C[NH3+])CC1,-560.5748510100001,118.0,8.154327574006782,8.387061078001803,23.704203061804385,90.92653370142379,94.40734334959538,90.01596979108128,-163.65683647,8,2,20,cyclic,even,-1.9767896446610176,30,-5.455227882333333
MAPbBr3_n3_[NH3+]CCC[NH3+],MAPbBr3,Br,3,[NH3+]CCC[NH3+],-404.18863287,92.0,8.128226584320725,8.221690875522581,21.867514673155032,92.34728215844656,91.1107866434859,89.57848516534257,-85.54443369,3,2,12,lineal,odd,-2.533693103152174,17,-5.032025511176471
MAPbBr3_n2_[NH3+]CC1CCC(C[NH3+])CC1,MAPbBr3,Br,2,[NH3+]CC1CCC(C[NH3+])CC1,-486.67967939000005,94.0,8.049691614986369,8.32715509725886,17.85596310228883,89.98470439762728,96.42233154198766,90.3476330487354,-163.65683647,8,2,20,cyclic,even,-1.6953830473404259,30,-5.455227882333333
MAPbBr3_n2_[NH3+]CCCCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCCCC[NH3+],-467.83038492000003,92.0,8.154864154427278,8.260956854496092,19.667366221792957,98.495399423896,97.49501322325524,91.52029590926179,-154.15919643,7,2,20,lineal,odd,-1.733826000652174,29,-5.315834359655173
MAPbBr3_n3_[NH3+]C1CCC([NH3+])CC1,MAPbBr3,Br,3,[NH3+]C1CCC([NH3+])CC1,-492.8165990000001,106.0,8.088456183222945,8.639312692852728,22.10091579583456,89.65318197658497,86.3380612097132,90.68035092256511,-129.72100752,6,2,16,cyclic,even,-2.201647018490567,24,-5.40504198
MAPbBr3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbBr3,Br,2,[NH3+]CC1=CC=C(C[NH3+])C=C1,-440.51839134,82.0,8.219824120686868,7.935252613501195,18.670565976450597,96.7988668501004,89.49029373038235,89.63579666984543,-144.91357426,8,2,14,benzene,even,-1.837698083170732,24,-6.0380655941666665
MAPbBr3_n3_[NH3+]CCCCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCCCC[NH3+],-541.7742055499999,116.0,8.223425231358636,8.216357071087451,25.506459247077487,94.53143748231795,97.04837697084697,91.38027497658739,-154.15919643,7,2,20,lineal,odd,-2.012550109396551,29,-5.315834359655173
MAPbBr3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbBr3,Br,1,CC(C)(C[NH3+])C(C)(C)C[NH3+],-427.20322122999994,74.0,8.0163843177012,8.977508914260639,11.279196741596769,87.02334136966198,83.91511070840552,89.01799554818305,-171.16718275,8,2,22,branch,even,-1.1468764287837832,32,-5.3489744609375
MAPbBr3_n3_[NH3+]CCCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCCC[NH3+],-507.5240917499999,110.0,8.231285913382811,8.23476700279111,24.442904003609435,84.51286988881341,84.55619275765785,89.25999195188972,-137.11831366,6,2,18,lineal,even,-2.120795131181817,26,-5.273781294615385
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+],MAPbBr3,Br,2,CC(C)(CC[NH3+])CC[NH3+],-468.27608831,92.0,8.238004536022547,8.045092868008306,18.437842908979633,90.87236947587715,90.33890572252464,89.5089500186878,-154.18603206,7,2,20,branch,odd,-1.7380872194565213,29,-5.316759726206897
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+],MAPbBr3,Br,3,CC(C)(CCC[NH3+])CCC[NH3+],-610.7315293400001,128.0,8.248129799817306,8.225357844129958,26.161486911885135,93.05955927658252,92.99543484097019,90.2997292950882,-188.49022561,9,2,24,branch,odd ,-1.8261802978125004,35,-5.385435017428572
MAPbBr3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1,MAPbBr3,Br,1,[NH3+]CC1=CC=C(C[NH3+])C=C1,-366.61757542,58.0,8.029131180123455,7.853514529518112,12.724877705339184,99.97907874983737,89.5082132461006,89.76902681695906,-144.91357426,8,2,14,benzene,even,-1.323972877586207,24,-6.0380655941666665
MAPbBr3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbBr3,Br,3,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-583.6517493,118.0,7.984772467728582,8.281646191254024,26.238281546171425,94.10028923126062,83.13131881666573,90.06894755507422,-174.85017724,10,2,18,benzene,even,-1.9826389391525425,30,-5.8283392413333335
MAPbBr3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbBr3,Br,3,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-644.99930196,134.0,8.35440212085834,8.125597099367035,25.539771449762064,89.85132946635062,87.4810210549106,89.89941555052599,-205.40703172,10,2,26,branch,even,-1.7476510337313436,38,-5.405448203157895
MAPbBr3_n1_[NH3+]CCCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCCC[NH3+],-359.54647132,62.0,8.019201061689035,8.027527776952397,13.149935640655167,80.26819183184477,80.40810579449435,89.97504924591085,-137.11831366,6,2,18,lineal,even,-1.3759652258064516,26,-5.273781294615385
MAPbBr3_n1_[NH3+]CCCCCCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCCCCCC[NH3+],-462.11744288,80.0,7.9101034382184885,7.924223456821513,17.688944588901677,89.4616658300629,89.05430993634694,89.90228432654332,-188.42385467,9,2,24,lineal,odd,-1.06587166925,35,-5.383538704857143
MAPbBr3_n1_[NH3+]CCCCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCCCC[NH3+],-393.51907311,68.0,7.9341220771571255,7.953635395957482,15.207134526254544,89.96675330332316,90.13471944914068,89.97617159766041,-154.15919643,7,2,20,lineal,odd,-1.252951180147059,29,-5.315834359655173
MAPbBr3_n1_[NH3+]CCCCCCCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCCCCCCC[NH3+],-496.69657781,86.0,8.250474386102375,7.647914392559798,17.55235934446528,89.63590218589633,69.52182462187243,90.00141235497402,-205.48700074,10,2,26,lineal,even,-0.9967741433720928,38,-5.407552651052632
MAPbBr3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbBr3,Br,3,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-698.13611151,142.0,8.248231987261788,8.125972960954496,28.33108198067245,96.2962310860359,91.3043953606638,88.82435885557871,-232.03610252,12,2,28,cyclic,even,-1.6483373695070422,42,-5.524669107619047
MAPbBr3_n1_[NH3+]CCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCC[NH3+],-290.90817691000007,50.0,8.021723035846806,8.010742962550145,10.811296046862978,83.95925706385545,83.77964499333942,89.2819224904829,-102.71394975,4,2,14,lineal,even,-1.7096055482000014,20,-5.1356974875
MAPbBr3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1,MAPbBr3,Br,2,[NH3+]CCC1=CC=C(CC[NH3+])C=C1,-509.74812712000005,94.0,8.129465321074827,8.100849669550236,20.05966938652032,82.57001223521547,80.52288310644217,90.35866322991905,-174.85017724,10,2,18,benzene,even,-1.7026358791489369,30,-5.8283392413333335
MAPbBr3_n1_[NH3+]CCCCCCCC[NH3+],MAPbBr3,Br,1,[NH3+]CCCCCCCC[NH3+],-428.36729678999995,74.0,8.43564439522766,7.507331426313276,15.078258121743906,85.51917021590894,113.21948676847413,90.80733109539462,-171.34456379,8,2,22,lineal,even,-1.1578130974324319,32,-5.3545176184375
MAPbBr3_n3_[NH3+]CCCCCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCCCCC[NH3+],-576.41954492,122.0,8.156434554721264,8.20076719153285,26.753277521930748,82.84836964869284,83.18773731441566,90.20621949453091,-171.34456379,8,2,22,lineal,even,-1.91582309295082,32,-5.3545176184375
MAPbBr3_n1_[NH3+]C1=CC=C([NH3+])C=C1,MAPbBr3,Br,1,[NH3+]C1=CC=C([NH3+])C=C1,-297.15049528,46.0,7.87484012570748,8.074393443518884,10.81284659129707,90.0083342377673,84.00707314210331,90.00607194696465,-106.77937656,6,2,10,benzene,even,-1.8172117860869559,18,-5.932187586666667
MAPbBr3_n2_[NH3+]CCCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCCC[NH3+],-433.53560636,86.0,8.181113408399357,8.153349230728848,18.681560962827497,83.11855964453761,83.48699982357454,89.44592953611446,-137.11831366,6,2,18,lineal,even,-1.8523137097674414,26,-5.273781294615385
MAPbBr3_n2_[NH3+]CCCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCCC[NH3+],-399.08054271000003,80.0,8.153841205502472,8.031909326895933,18.587421288525558,90.35945579401735,89.4830409697318,89.65479822448813,-119.9004908,5,2,16,lineal,odd,-1.9909945138750005,23,-5.213064817391304
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1,MAPbBr3,Br,2,[NH3+]CCCC1CCC(CCC[NH3+])CC1,-624.1177871,118.0,8.259101642911705,7.835439382282663,22.786307438579072,97.32632408094915,92.28852192289219,88.74888603638355,-232.03610252,12,2,28,cyclic,even,-1.3563184920338984,42,-5.524669107619047
MAPbBr3_n3_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,MAPbBr3,Br,3,[NH3+]CCCC1=CC=C(CCC[NH3+])C=C1,-652.2551918400001,130.0,8.687497075894838,8.122070944593698,25.44270826470803,88.65435698898438,99.80778711509889,89.38115140741026,-209.2911342,12,2,22,benzene,even,-1.7974840264615393,36,-5.813642616666666
MAPbBr3_n3_[NH3+]CCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCC[NH3+],-473.19624680999993,104.0,8.324258014536712,8.146308207590605,23.202154000321823,94.84074052283353,93.67197035405603,91.22106499702495,-119.9004908,5,2,16,lineal,odd,-2.2441852424038453,23,-5.213064817391304
MAPbBr3_n2_[NH3+]CCCC[NH3+],MAPbBr3,Br,2,[NH3+]CCCC[NH3+],-364.89169864999997,74.0,8.151275399798445,8.180002519067093,16.349648605774643,85.6278343174271,85.77454890116066,89.09863778745896,-102.71394975,4,2,14,lineal,even,-2.1549162047297292,20,-5.1356974875
MAPbBr3_n3_[NH3+]CCCCCCCCC[NH3+],MAPbBr3,Br,3,[NH3+]CCCCCCCCC[NH3+],-610.61416957,128.0,8.069225294971778,8.35963152556116,27.725919208489405,98.83124736088817,96.76290606177861,91.04777549487652,-188.42385467,9,2,24,lineal,odd,-1.8263004705468746,35,-5.383538704857143
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1,MAPbBr3,Br,2,[NH3+]C1=CC=C([NH3+])C=C1,-371.18023016999996,70.0,7.864864422372684,8.256862884427187,16.61348532721594,87.87422357342997,90.10501210623285,90.06596819525292,-106.77937656,6,2,10,benzene,even,-2.251735386428571,18,-5.932187586666667
MAPbBr3_n2_CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],MAPbBr3,Br,2,CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],-708.30175721,134.0,7.911914889816517,8.409454975494405,23.73616580933219,76.48041535838955,89.69750992337153,89.55980516935891,-273.96963262,14,2,34,branch,even,-1.1967350147014921,50,-5.4793926524000005
MAPbBr3_n3_[NH3+]C1=CC=C([NH3+])C=C1,MAPbBr3,Br,3,[NH3+]C1=CC=C([NH3+])C=C1,-445.18501933000005,94.0,7.843233155788696,8.429545968194098,22.91241379798248,88.6528503156204,88.56844068923974,89.7605866771622,-106.77937656,6,2,10,benzene,even,-2.4641092150000006,18,-5.932187586666667
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1,MAPbBr3,Br,3,[NH3+]CCC1CCC(CC[NH3+])CC1,-629.57327438,130.0,8.42313564263169,8.175838799337994,25.281286758580496,93.2398933105295,95.6325684042269,89.86826694709049,-197.7105717,10,2,24,cyclic,even,-1.8011702383076926,36,-5.491960325
MAPbBr3_n2_CC(C)(CCC[NH3+])CCC[NH3+],MAPbBr3,Br,2,CC(C)(CCC[NH3+])CCC[NH3+],-536.69249789,104.0,8.140628257059653,8.254915091356702,20.178048367626868,97.81474813898633,90.23427136824223,91.72258581638391,-188.49022561,9,2,24,branch,odd ,-1.5356927564423077,35,-5.385435017428572
MAPbI3_n3_[NH3+]CCCCCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCCCCC[NH3+],218.12751887000002,122.0,8.460523537891927,8.847619746346231,28.41834464798783,90.92066792968086,84.41176376534862,90.0695399302695,-171.34456379,8,2,22,lineal,even,4.596857757786886,32,-5.3545176184375
MAPbI3_n2_[NH3+]CCCCCCC[NH3+],MAPbI3,I,2,[NH3+]CCCCCCC[NH3+],-460.55716163,92.0,8.578947607391925,8.730051209016734,21.171020615578765,89.9944803759713,89.7859002779591,89.99994411644965,-154.15919643,7,2,20,lineal,odd,-1.6547692257608693,29,-5.315834359655173
MAPbI3_n3_[NH3+]CCC[NH3+],MAPbI3,I,3,[NH3+]CCC[NH3+],-394.1821517399999,92.0,8.538908248914373,8.78253417825063,22.99642759186188,89.95362801244761,90.60191409780408,90.00393271691422,-85.54443369,3,2,12,lineal,odd,-2.424927003913042,17,-5.032025511176471
MAPbI3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],MAPbI3,I,1,CC(C)(CCCC[NH3+])C(C)(C)CCCC[NH3+],-630.0907707800001,110.0,8.787488490395416,8.329376102507334,18.014046183599255,90.98690813232821,74.4127629515846,89.92745598654204,-273.96963262,14,2,34,branch,even,-0.7468318685454547,50,-5.4793926524000005
MAPbI3_n1_[NH3+]CC1CCC(C[NH3+])CC1,MAPbI3,I,1,[NH3+]CC1CCC(C[NH3+])CC1,-408.79519804000006,70.0,8.728264248276133,8.709505099728442,11.699399058664167,87.88397001849617,91.56178537632866,90.01577134598952,-163.65683647,8,2,20,cyclic,even,-1.164021787142858,30,-5.455227882333333
MAPbI3_n3_[NH3+]CCCCCCCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCCCCCCC[NH3+],151.48917892000009,134.0,8.678454985756845,8.617337284957912,29.249674165986754,96.24826634661632,78.49211565920821,90.47431633255096,-205.48700074,10,2,26,lineal,even,4.1974864208955225,38,-5.407552651052632
MAPbI3_n2_CC(C)(C[NH3+])C[NH3+],MAPbI3,I,2,CC(C)(C[NH3+])C[NH3+],-391.27270938000004,80.0,8.384367305280357,8.809599138593384,16.84461149810986,90.00920845999744,87.42140896222908,89.98724907734294,-120.13791333,5,2,16,branch,odd,-1.8874610340000004,23,-5.223387536086957
MAPbI3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+],MAPbI3,I,3,CC(C)(C[NH3+])C(C)(C)C[NH3+],-565.22470583,122.0,8.660393832854732,9.129126020933054,23.995989457196234,89.7332593563677,90.2390458261615,89.147442224038,-171.16718275,8,2,22,branch,even,-1.8269700027049176,32,-5.3489744609375
MAPbI3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+],MAPbI3,I,3,CC(C)(CC[NH3+])C(C)(C)CC[NH3+],-634.85221907,134.0,8.536835219281278,8.998167263545838,26.132126797140447,89.93493033312289,91.51512757476667,90.01653339645584,-205.40703172,10,2,26,branch,even,-1.6719265345522392,38,-5.405448203157895
MAPbI3_n2_[NH3+]C1CCC([NH3+])CC1,MAPbI3,I,2,[NH3+]C1CCC([NH3+])CC1,-411.77488981,82.0,8.97425677524771,8.128219730857792,17.29400118139516,90.01943660599004,93.02710304271713,89.82374773073842,-129.72100752,6,2,16,cyclic,even,-1.8577179849999998,24,-5.40504198
MAPbI3_n3_[NH3+]CCCCCCCCC[NH3+],MAPbI3,I,3,[NH3+]CCCCCCCCC[NH3+],-600.5964513699998,128.0,8.46223553785826,8.913375827459554,27.369406439011886,104.87263352287691,89.24663024107896,89.69745759750039,-188.42385467,9,2,24,lineal,odd,-1.7480370471093738,35,-5.383538704857143
MAPbI3_n1_CC(C)(C[NH3+])C[NH3+],MAPbI3,I,1,CC(C)(C[NH3+])C[NH3+],-320.39183029000003,56.0,8.51385775023567,8.924695223553368,10.670464659344761,89.9871770248136,91.71044131998384,89.98970998537246,-120.13791333,5,2,16,branch,odd,-1.4306429219642862,23,-5.223387536086957
