experiment,halogen_X,n_octahedra,actual_octahedra,A,B,C,Alpha,Beta,Gamma,cell_volume,low_to_high_plane,a_over_b,alpha_over_beta
MAPbCl3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,1,2,7.594963208716469,7.761722266332022,15.90371135083959,99.2025355651802,84.3177477091712,89.37469075049499,920.5680952605021,11.831991353046188,0.978515199089395,1.1765320855977985
MAPbI3_n2_[NH3+]CCCCCCCC[NH3+]_analysis,I,2,4,8.768429960513373,8.526131168326023,19.739939095206072,88.35364659552923,76.31554805445607,90.15823417749407,1433.219741478612,11.252345579901904,1.0284183749233735,1.1577411005747242
MAPbI3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,2,4,8.58402992139351,8.693840534883355,21.37881716834639,89.73039402560383,90.58988783878279,89.99391538068974,1595.3601338115263,8.56756671436299,0.9873691479560456,0.9905122543621144
MAPbI3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,2,4,8.800509091883145,8.625870726968222,22.71318477364739,96.9143665873108,73.2178913332855,90.30460857732237,1637.9778850562332,10.019032828575561,1.0202458824671379,1.3236432355878662
MAPbBr3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,3,6,8.354402124176213,8.125597096813305,25.539771451130534,89.85132948541484,87.48102106575979,89.89941557928191,1732.071294341149,9.599404990808262,1.028158549413266,1.027095116069499
MAPbCl3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,1,2,7.87129276126309,7.919444725818243,10.959169685666543,93.22515759868953,91.79774090528224,88.44958674733073,681.5170294158867,8.317219700245076,0.9939197802090628,1.015549584111009
MAPbCl3_n2_[NH3+]CCCCC[NH3+]_analysis,Cl,2,4,7.914778464137039,7.527986054698755,17.198241507108087,86.48766967866446,80.92661009189402,89.5613018607079,1009.9866644822841,7.1906628589238455,1.0513805959027858,1.06871731783224
MAPbI3_n1_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,1,2,8.72826424551218,8.70950510255137,11.699399063380383,87.88397003883509,91.56178540028016,90.01577133941153,888.4381386614175,8.296632525252077,1.002153870138421,0.9598324197658795
MAPbBr3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,2,4,8.00211579625182,8.23123586608565,23.22277105566815,87.45698969604935,89.7260773588092,89.85920094026281,1528.0935871851452,11.242653967719344,0.9721645602724313,0.9747109454736786
MAPbBr3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Br,2,4,8.219824119479895,7.935252614619445,18.670565978467838,96.79886682794913,89.49029371418133,89.63579665771363,1209.1680808837596,9.00851360335223,1.0358616818746478,1.0816688917918884
MAPbI3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,1,2,8.62943843296099,8.636103504475233,16.451857754130355,91.0682561773966,95.3502837631415,90.49550299492154,1220.4498623035718,11.874123708209634,0.9992282316312224,0.9550916115112795
MAPbCl3_n3_[NH3+]CCC[NH3+]_analysis,Cl,3,6,7.799765377283057,7.8140687883579165,20.98513960272615,88.8781738504841,91.44048138518295,89.94765570229409,1278.3497275714685,4.133914373031323,0.9981695309495906,0.971978411575663
MAPbBr3_n3_[NH3+]CCCCCCC[NH3+]_analysis,Br,3,6,8.223425230705445,8.21635707470431,25.506459250015634,94.53143748214823,97.0483769659037,91.38027493886527,1704.0202234123574,9.080410925200534,1.0008602542388152,0.9740651048225181
MAPbI3_n1_[NH3+]CCCC[NH3+]_analysis,I,1,2,8.701346093610605,8.574985977048978,10.67636496872766,89.96058632211687,84.93119530011467,89.9899163480259,793.4899852480963,7.4538183229056765,1.0147358977495509,1.0592172405466593
MAPbCl3_n3_[NH3+]CCCCC[NH3+]_analysis,Cl,3,6,7.987755467685944,7.7795421027803044,22.304415679769754,88.25705114722223,82.7075829717944,90.45077824690523,1374.0770892980654,8.081992540210798,1.0267642185304489,1.0670974531721034
MAPbI3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,3,6,8.596099351822456,8.725528839231597,27.608545928955067,89.52351512389646,91.21522596172012,90.00386556743966,2070.2557847270537,8.493701312323296,0.9851665738783417,0.9814536353992741
MAPbI3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,1,2,8.742041625953044,8.404114655152657,15.870516302045175,88.70484849251041,62.54862589817388,90.7199982993625,1034.0932656185985,9.642601761046196,1.040209704967935,1.4181742159598771
MAPbBr3_n1_[NH3+]CCCCCCCC[NH3+]_analysis,Br,1,2,8.435644392762319,7.507331428018097,15.078258124459083,85.51917024156766,113.21948681722054,90.80733110666773,874.7208068183494,10.299997408176418,1.1236541870630177,0.7553396738109954
MAPbCl3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,3,6,7.777723866002976,7.8460793359945225,28.071429656195228,84.48325109256457,96.22024101048214,90.29355664071201,1695.0515545945962,11.936436956732273,0.9912879456013196,0.8780195331599829
MAPbBr3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,3,6,8.377314686719764,8.625549846138767,22.806615246518252,89.58367686298368,87.8996604413851,89.24615940677141,1646.6943216959678,8.270557943674428,0.9712209466240432,1.0191583950739098
MAPbCl3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,1,2,8.552139322599093,7.739451126137689,12.731116420644115,91.18772710109617,86.91343602435083,91.56912061330058,840.9636994491274,9.027177516963542,1.10500592137817,1.0491787147334481
MAPbCl3_n3_CC(C)(CC[NH3+])CC[NH3+]_analysis,Cl,3,6,7.863084449966169,7.940357005593913,23.418836148928804,89.32735032638955,90.83288778769852,90.55709635379556,1461.849414342574,6.42125507402762,0.9902683776594293,0.9834251943544079
MAPbCl3_n3_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Cl,3,6,7.787055830999121,7.887762897319892,26.696995888921883,90.7234474622466,99.52413744424891,90.06526473516931,1617.0543591145076,9.90026300028642,0.9872324932136348,0.9115723058948162
MAPbBr3_n3_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,3,6,8.227125442708955,8.286127486143098,23.939866981351912,89.95090840363308,90.32603907002917,89.30277946428707,1631.8569648678845,5.951041995800744,0.9928794188198513,0.9958469266419925
MAPbI3_n1_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,I,1,2,8.524918283092656,8.617197974876355,13.702813784259495,98.1291654060409,97.66937099890703,89.4280229693,987.5518280291843,7.063360553635876,0.9892912183226216,1.004707662212128
MAPbBr3_n1_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Br,1,2,7.915944736959874,8.026656612952284,15.121656106688596,96.99333039686515,83.98745448159694,91.3423442408521,948.3587703594003,11.694680580249251,0.9862069749173326,1.1548549839442748
MAPbCl3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Cl,2,4,7.793978668082047,7.754146513302929,21.904413918956255,96.08202730022704,96.97602942062892,90.21352353770695,1306.4265235825874,11.491036547694378,1.0051368844670117,0.9907812051520053
MAPbI3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,I,1,2,8.499449595744988,8.931702001142616,13.254483129512206,89.54011713740312,92.55922521716684,89.79877375823148,1005.1646185447396,9.411644509089445,0.9516046991556222,0.9673818782225094
MAPbBr3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,3,6,8.24823198453197,8.125972965073169,28.331081977384578,96.29623106720837,91.30439538457979,88.82435890001578,1886.6350463011513,12.459879322224483,1.0150454622460954,1.0546724575701165
MAPbBr3_n2_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Br,2,4,7.911914887895535,8.409454976698466,23.73616581277255,76.48041534416568,89.697509921147,89.55980514059313,1535.4662262354682,13.801905547859151,0.9408356320140185,0.8526481438715472
MAPbBr3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,1,2,7.767735890894151,8.124059614949601,15.034847660974094,97.76990513703144,77.99419190364142,90.01230128236728,919.1275981382674,9.519787806542455,0.9561396960455883,1.2535536653526982
MAPbI3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,I,1,2,8.553730268923184,8.517224249340199,16.336399491905713,81.932954433105,91.81519165443513,89.78523460287056,1177.7636789822218,10.16970889151534,1.0042861404742058,0.8923681686738301
MAPbI3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,I,3,6,8.536835223262486,8.998167261817754,26.132126794722538,89.93493034610935,91.51512758460838,90.0165334443247,2006.658909063612,9.5962088006906,0.9487304441969139,0.9827329395674165
MAPbBr3_n3_[NH3+]CCCCCC[NH3+]_analysis,Br,3,6,8.231285908487086,8.234767003595058,24.44290400258539,84.51286991146056,84.55619274508426,89.25999199240422,1641.7638067797125,7.841114803110778,0.9995772685363833,0.999487644462017
MAPbI3_n3_[NH3+]CCCCCC[NH3+]_analysis,I,3,6,8.792321816385632,8.468891500609745,24.290482125578436,90.22021428222186,81.32965336680846,89.97673745973547,1788.0150862669648,8.978557581351284,1.0381903954906733,1.109315121205739
MAPbBr3_n3_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Br,3,6,8.154327571232637,8.387061082318079,23.704203061296564,90.9265337275844,94.40734336145837,90.01596978026016,1616.1433357767191,5.773526739614782,0.9722508863592159,0.9631298847109069
MAPbCl3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,Cl,3,6,7.895452261785635,7.97862335233144,21.738086917612094,87.03097410405114,90.77880896803474,88.52701904256564,1366.9444945790203,7.059605629450937,0.989575759266603,0.9587146504058751
MAPbBr3_n2_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,2,4,8.467768264994701,8.728059098092219,16.625095710431804,89.3123765023373,88.12294855338456,89.99266096336947,1227.9661816978735,7.9059483291041746,0.9701776958459858,1.0134973689428037
MAPbI3_n1_[NH3+]C1CCC([NH3+])CC1_analysis,I,1,2,9.122465737539654,7.946939743773519,11.065973195167008,90.0035115724931,94.28281054861743,90.00098138243509,799.9951357964491,8.022810034509417,1.1479218455993916,0.9546120978869452
MAPbI3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,I,3,6,8.617458162765603,8.694238127650864,29.517552685176916,89.76081084547133,89.5299421343043,89.99559477849382,2211.4272727721573,10.3603206810287,0.991168867960831,1.0025786759788216
MAPbCl3_n3_[NH3+]CCCCCCC[NH3+]_analysis,Cl,3,6,7.809716086289602,7.8035105799280124,25.465255436333106,83.51316612070053,89.39338403900369,89.80286200951794,1541.908123203676,8.571245608065738,1.0007952198306171,0.9342208824342355
MAPbCl3_n3_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Cl,3,6,7.913036677212808,8.222993056481858,27.894152958025227,76.41142427464658,89.72313758327891,91.43690646789892,1763.5713035566125,12.878879926326615,0.9623061363252977,0.8516356687116886
MAPbI3_n1_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,I,1,2,8.520207269854696,8.63701082320027,15.211843918300033,88.74367804562853,91.49310583877035,89.9864128258302,1118.7767934322283,8.851537071217109,0.9864763914580467,0.9699493446207097
MAPbCl3_n3_CC(C)(C[NH3+])C[NH3+]_analysis,Cl,3,6,7.905659819439977,7.986336367065904,20.914822267087516,90.35000960367921,88.01837655836844,90.1178336456587,1319.687963711038,7.5341680834268345,0.9898981780984556,1.0264902982363526
MAPbCl3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,Cl,2,4,7.709165091358746,7.871853823404787,22.31317500053024,107.28403477984543,78.53064758915502,90.20845725264194,1264.8947155381536,11.487007672125475,0.9793328565677464,1.3661422396656921
MAPbBr3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,Br,2,4,8.182077905650592,8.427868913348263,15.814402781568667,89.93269995150571,88.02651131636888,90.30697989163005,1089.857890432868,7.36319596483386,0.9708359242146753,1.0216547106846703
MAPbCl3_n1_[NH3+]CCC[NH3+]_analysis,Cl,1,2,7.548450303386778,7.6288885612897195,9.629668246104977,97.48419778855211,93.00764821036168,88.31767997958606,548.9132051527373,3.7736291307531054,0.9894560974043979,1.048130983465634
MAPbI3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,I,1,2,8.433040460618445,8.408505202244086,17.045498281760203,90.19189676194743,88.60460121974344,89.9861832604232,1208.3184707407538,10.537120909203121,1.002917909638423,1.017914369235379
MAPbBr3_n1_[NH3+]CCCC[NH3+]_analysis,Br,1,2,8.021723032898613,8.010742957602636,10.811296048465476,83.95925708192247,83.77964500259179,89.28192250151447,686.807871650389,7.323850776300132,1.00137066878242,1.0021438629791892
MAPbCl3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Cl,2,4,7.670419185495611,7.763506343052165,20.079665974758676,80.86932746150725,80.14506581814858,90.11329840722685,1162.6376578159857,9.041002305050402,0.9880096500932389,1.0090368837552899
MAPbCl3_n2_[NH3+]CCC[NH3+]_analysis,Cl,2,4,7.873954188972671,7.598050876673932,15.27858909736884,86.02637593582132,87.74359933228443,89.45578948278038,911.1422319917666,7.118240270756873,1.03631238021132,0.9804290750603928
MAPbBr3_n3_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Br,3,6,8.103981449131291,8.236898117112748,29.80509355889867,78.87318285975019,88.51020166499593,89.7114767402128,1951.4813943924682,14.868772145994974,0.9838632618624585,0.891119683110416
MAPbCl3_n3_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,3,6,8.24285614013645,7.869349192577829,24.0071795618008,91.59086334836448,89.02782345213737,91.64182903273344,1555.804537770585,9.130115587013288,1.0474635117108417,1.0287892009131845
MAPbI3_n3_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,3,6,8.421490302591435,8.86050323597289,23.558548958471548,89.99603921174524,92.4517397770762,90.00719521195047,1756.2977408531372,7.752521094930484,0.9504528217314904,0.973438027545482
MAPbI3_n3_[NH3+]CCCC[NH3+]_analysis,I,3,6,8.651894586197939,8.723337050035493,23.071017240792532,89.99737835472999,87.76883090124338,90.00026429476276,1739.9278745685613,6.633345207370062,0.9918101910509965,1.0253911033176932
MAPbBr3_n1_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Br,1,2,8.07817710425786,7.913521860227495,14.258490914531855,98.8649805361499,95.78713812223289,90.35555045965042,895.8022560154732,11.748415097187856,1.020806822415934,1.0321321053562473
MAPbI3_n2_[NH3+]CCC[NH3+]_analysis,I,2,4,8.450417434290854,8.764255485921463,16.899780312154345,89.89136131874659,89.9435281090378,89.99803244873834,1251.6222043662024,4.130604673083777,0.9641911338464806,0.9994200050699816
MAPbCl3_n2_[NH3+]CCCCCCCCC[NH3+]_analysis,Cl,2,4,7.948482779539651,7.711142289507894,20.938554317734077,86.43917401197253,109.44439766180113,90.5388495142678,1207.743818025333,9.162401100286706,1.0307789016362325,0.7897998971046646
MAPbCl3_n2_[NH3+]CCCCCCCC[NH3+]_analysis,Cl,2,4,7.584709641048133,7.835282030626088,21.846234408787062,88.5128611511942,88.55593208952688,89.62010490717321,1297.4127398947376,12.056592159024667,0.9680199910356089,0.9995136301169624
MAPbI3_n3_[NH3+]CCCCCCCCCC[NH3+]_analysis,I,3,6,8.678454983421757,8.617337285153061,29.249674162810713,96.24826632212154,78.49211565606191,90.4743163388278,2130.5327184712887,11.022816291335868,1.0070924110599682,1.2262157226575956
MAPbBr3_n3_[NH3+]CCCC[NH3+]_analysis,Br,3,6,8.269604364416926,8.257591339471631,22.06116300076491,86.41314680857342,86.41592732669481,88.7374720991606,1500.3507976168758,6.222139573014059,1.001454785596845,0.9999678240087515
MAPbCl3_n2_[NH3+]CCCCCCC[NH3+]_analysis,Cl,2,4,7.890156965961281,7.506654896402632,19.60029441766095,85.07914580820427,78.11307441783836,89.43866641210961,1131.7813053380708,8.850210155331402,1.0510882776484678,1.0891793267936603
MAPbCl3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Cl,1,2,8.289422883566864,7.590423994298386,15.013144233593778,93.85636409217734,106.43966411949062,91.67092525037108,902.8139876253151,10.460064279256407,1.0920895709901761,0.8817799724246866
MAPbBr3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Br,3,6,8.587164654905498,7.9789680805785945,27.481961023506127,89.91199167967378,95.61051713030588,91.21106269364958,1873.53432038052,11.303381485415029,1.0762249664599235,0.9403985500584032
MAPbBr3_n3_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Br,3,6,8.687497075226084,8.122070942695888,25.442708260653088,88.6543569661905,99.80778711823706,89.3811513962178,1768.3238969633587,8.207900083929156,1.0696160051444366,0.8882509023185369
MAPbBr3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,2,4,8.614045124700588,7.910850053522023,19.30834503125182,90.2807978605991,87.38797223452733,89.36492051344912,1314.288933396947,9.53519599494774,1.088889950690633,1.0331032469583818
MAPbBr3_n1_[NH3+]CCCCCCCCC[NH3+]_analysis,Br,1,2,7.910103435952956,7.92422345550826,17.68894459162218,89.46166584263526,89.05430992725199,89.90228427310862,1108.566999389018,11.53427248122691,0.9982181194618522,1.004574241445653
MAPbI3_n1_[NH3+]CCCCCCCC[NH3+]_analysis,I,1,2,8.82719669267565,8.387239015458029,13.747208879727447,88.02940438363457,69.9464179537634,90.28256687666789,955.3627560286874,8.513477506813254,1.0524556026609904,1.258526268519205
MAPbI3_n1_[NH3+]CCC[NH3+]_analysis,I,1,2,8.458632351766932,8.650111951046325,10.497659550634518,89.53410181070961,89.87840202735566,90.00383979306386,768.0668543499452,4.092275281886683,0.9778639166333296,0.9961692663767959
MAPbCl3_n1_[NH3+]CCCCCCCC[NH3+]_analysis,Cl,1,2,7.879273965735138,7.65745180335951,14.240007425037934,86.33178918766487,66.66783148555511,88.33745950550208,787.2909323873882,8.97925427780948,1.0289681434597224,1.2949542120080857
MAPbBr3_n3_[NH3+]CCCCCCCCC[NH3+]_analysis,Br,3,6,8.069225292593465,8.359631526467572,27.72591920784853,98.83124735213391,96.76290610111273,91.04777549158601,1833.980361168932,11.340862567975787,0.965260881062204,1.0213753527499458
MAPbI3_n2_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,I,2,4,8.743192497780543,8.507683236069346,24.029757917960655,91.63774015842722,79.11318911965427,89.90728797606761,1754.505276002332,11.769971201475146,1.0276819499711423,1.1583117957718816
MAPbBr3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Br,1,2,8.029131177020702,7.853514531755379,12.724877709901468,99.97907872042894,89.5082132834331,89.76902679930934,790.2105012853759,9.408509561241523,1.02236153566091,1.1169821746283688
MAPbCl3_n2_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Cl,2,4,7.805381427494387,8.338633844687179,22.62204541354416,74.03900272482537,88.26491164799403,91.20320398705768,1414.313719607211,13.084920917069686,0.9360503858155921,0.8388271323501407
MAPbI3_n2_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,I,2,4,8.615472143477566,8.657340461706497,23.28375322267983,89.93840030042522,89.38756331390483,89.99657843534261,1736.5668449189898,10.443832653764217,0.9951638360055118,1.0061623448061336
MAPbI3_n2_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,I,2,4,8.644716790193554,8.762910548911554,19.956531459996867,94.70671775526478,95.76742146922261,89.83292489366558,1499.0183299810624,7.219869020963116,0.9865120432237345,0.9889241696426094
MAPbCl3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Cl,3,6,8.008151711124796,8.24853953406644,22.123671589510746,89.27119216928922,88.95136220771631,89.13445208941451,1460.8667772488946,8.232051197995265,0.970856922980263,1.0035955600188118
MAPbBr3_n2_[NH3+]CCCCCCCCC[NH3+]_analysis,Br,2,4,7.901191686054379,8.176007188882988,23.655696073344632,91.57721272396064,89.26200292972734,89.55202536915147,1527.4059587923289,11.320101569256963,0.9663875659010821,1.0259372377746887
MAPbCl3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,Cl,1,2,6.5162513224451155,8.126208725185661,17.331622444321045,119.07800396578206,90.31360113250008,89.68998838370115,802.0609166058084,12.62627863614084,0.801880870011278,1.3184946948475833
MAPbBr3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Br,2,4,8.049691612976247,8.327155095276101,17.855963100085795,89.98470441848632,96.42233152901053,90.347633069718,1189.3703223212904,5.7275903760659705,0.9666796788188494,0.9332351021963482
MAPbBr3_n3_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,3,6,8.13976707298767,8.165243980978763,29.348218082051293,96.57256978921657,80.80086723578273,90.06894363378021,1912.5434425185842,11.461360962936105,0.9968798350606004,1.1951922435115812
MAPbI3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,I,1,2,8.653219360033589,8.619233840066412,12.241354769514972,90.14365973907155,90.63049493717809,89.99145006995721,912.9525315583311,8.335850751636578,1.0039429861862195,0.9946283511036325
MAPbBr3_n2_[NH3+]CCC[NH3+]_analysis,Br,2,4,8.098192020036883,8.108637989648004,16.141900450037628,89.76576799082778,89.77696166941067,89.47912526604742,1059.9023196592038,4.09735214656524,0.9987117479378834,0.9998753168031671
MAPbBr3_n1_[NH3+]CCCCCCC[NH3+]_analysis,Br,1,2,7.934122074697035,7.953635398487878,15.207134526061429,89.96675327765692,90.13471946523802,89.97617157723938,959.6450629072024,9.095925714031736,0.9975466157532752,0.998136498470538
MAPbI3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,2,4,8.798570427021904,8.895645730043842,21.28288843171041,89.03066741277532,80.75752026081432,90.14036283613201,1643.9056493422836,9.566651100761852,0.9890873236223786,1.1024442940452117
MAPbCl3_n1_[NH3+]CCCCC[NH3+]_analysis,Cl,1,2,7.694078128916346,7.636936568601669,12.388180026010547,89.21789842030908,88.83921346462468,90.09960804690317,727.7007206323748,6.665284523546065,1.0074822620040615,1.0042625878923972
MAPbI3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,I,2,4,8.641965884474017,8.689985462161946,18.43136608390891,90.05580650528408,90.62797119478766,89.99606052791468,1384.0852182015346,8.153705295145206,0.9944741475233743,0.9936866655850232
MAPbCl3_n3_[NH3+]CCCCCC[NH3+]_analysis,Cl,3,6,7.7929121082450825,7.8524586698314485,23.001157155292503,81.80733922803634,92.08269564472891,90.25166471957033,1392.2365637831751,6.982964642771476,0.9924168258516101,0.8884116462409323
MAPbCl3_n1_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Cl,1,2,7.804289809006565,7.771249368392701,13.808490868216367,93.67820049331795,84.7386054462484,88.48101858610711,831.7837311587164,9.877812545835187,1.004251625324011,1.1054961313086529
MAPbI3_n3_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,I,3,6,8.61136122381461,8.462689456304943,29.991258472439178,90.84465153431398,80.586357031487,89.99051836290373,2155.9463568791616,11.45498770925506,1.0175679100925654,1.1272956723781276
MAPbBr3_n1_[NH3+]CCCCC[NH3+]_analysis,Br,1,2,7.950999775327182,7.980077278336999,12.675718310654702,89.86711639634585,90.02480169581055,89.72636291018745,804.2577487903803,6.5831739828575815,0.9963562379165485,0.9982484238066137
MAPbCl3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,3,6,7.747501864725307,8.029137025635594,24.894024130002645,91.57995148853458,85.53467874356646,89.93600897617061,1543.2559205780478,10.616826413085127,0.9649233585114968,1.0706762781338302
MAPbBr3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Br,2,4,8.62054360216636,7.910999588217761,21.654974604951995,88.36089324900342,97.53806205594707,91.08150152304538,1463.2747083007935,11.704192044986552,1.0896908166959531,0.9059119218333486
MAPbBr3_n2_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Br,2,4,8.346375562255528,8.225364645058766,19.319651391098986,95.12594699148562,97.66244500078125,90.59691448742768,1308.8972014028584,8.538116030748718,1.0147119212847855,0.9740279079714281
MAPbI3_n2_[NH3+]CCCC[NH3+]_analysis,I,2,4,8.684582393606416,8.619037783324009,17.01702736651698,90.00205704112905,86.6574948347525,89.99438679332636,1271.6042907218327,7.148352442950504,1.0076046319705456,1.038595186864729
MAPbBr3_n1_[NH3+]C1CCC([NH3+])CC1_analysis,Br,1,2,7.74130408698062,8.580560706006267,10.622736498047686,95.8391426339929,93.35852717154083,91.06520963123516,700.5315274705717,8.454915026595119,0.902190935093766,1.0265708504365552
MAPbI3_n2_[NH3+]CCCCCCCCC[NH3+]_analysis,I,2,4,8.826602384024365,8.518632870175256,20.952717445632217,89.85138474338343,71.67296643806233,89.43003618300408,1495.4618009178103,8.63495333040078,1.0361524576234935,1.2536300534041709
MAPbCl3_n1_CC(C)(C[NH3+])C[NH3+]_analysis,Cl,1,2,8.244230338615484,7.637023193004878,9.785452768207191,96.53241845821468,90.20910570196125,91.63749135959185,611.8408817366775,7.920803392552831,1.079508354271698,1.0700961694171407
MAPbI3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,I,1,2,8.787488492114871,8.329376103156779,18.01404618626839,90.98690812200557,74.41276295001443,89.92745598074647,1269.8211166541162,13.920577921012269,1.0549996042061867,1.2227325597777436
MAPbCl3_n1_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Cl,1,2,7.3726375436843625,7.756320684926361,16.799183784885187,90.67050711300143,109.91675707177043,89.41996316552839,903.1144294700488,11.407141826559565,0.9505328419455827,0.8249015848766161
MAPbBr3_n3_[NH3+]CCC[NH3+]_analysis,Br,3,6,8.128226582730402,8.221690878710268,21.867514669402354,92.3472821205089,91.11078662277707,89.57848518887799,1459.8250997487644,6.562889585928261,0.9886319861256414,1.0135713403820257
MAPbI3_n3_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,I,3,6,8.652391762154636,8.71973411087464,24.614600619920036,90.0363285299436,90.43642227603814,90.00042637368765,1857.0325878590745,7.8837940555303625,0.9922770180989786,0.9955759666733239
MAPbI3_n1_CC(C)(CC[NH3+])CC[NH3+]_analysis,I,1,2,8.699397562792683,8.540666211807649,12.429221494135756,89.98487991980137,90.00194594555363,89.99952423058097,923.4743551318032,5.981918682268898,1.0185853593910021,0.9998103815914983
MAPbCl3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,Cl,2,4,8.035381219879055,7.533172679984668,17.461906166313273,89.78011175911018,92.3692873171508,91.60636661551602,1055.6801732512838,6.341492730960515,1.0666662721310949,0.971969302424618
MAPbBr3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Br,1,2,7.874840120534938,8.074393440755781,10.812846594493111,90.0083342412508,84.00707319494708,90.00607200064559,683.7725601466221,7.878464560097324,0.9752856580887438,1.0714375685054183
MAPbCl3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Cl,1,2,8.130825070022862,8.506739826902782,10.613611936093506,93.84162153041778,90.26684470574763,92.15634244786067,731.922575737099,5.641875050107122,0.9558097738347328,1.0396023239354741
MAPbCl3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,2,4,7.859234562504255,7.784743486120753,21.968734517544586,95.38211880261844,90.21935695334122,89.56406015502402,1338.122854480818,12.702006989804694,1.0095688543259402,1.0572245471883295
