experiment,halogen_X,n_octahedra,actual_octahedra,A,B,C,Alpha,Beta,Gamma,cell_volume,low_to_high_plane,a_over_b,alpha_over_beta
MAPbI3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,I,2,4,8.642304262271221,8.731569790055701,22.726282039534667,85.22765433674404,90.73599967675052,89.8347464098678,1708.8453699945574,12.630823567215103,0.989776691943052,0.9392926141814703
MAPbI3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,I,2,4,8.656527611079023,8.738152755303807,21.370238822868377,85.23733442534514,99.24713166520029,89.42344389352361,1589.5225653152781,10.55500639375557,0.9906587643280509,0.8588392731881087
MAPbI3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,2,4,8.724646668088472,8.651232646846521,20.149174857792275,94.0976541133634,103.2675639278164,90.13901667954546,1476.1841922830986,8.854301374732003,1.0084859608149261,0.9112024195626158
MAPbI3_n2_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,2,4,8.695990478997452,9.041273016563606,18.08962217431714,90.49172829398402,87.2625136816643,89.56299077434353,1420.5358523512332,8.824064732588917,0.9618104069046918,1.0370057482425956
MAPbBr3_n3_[NH3+]CCCCCCCC[NH3+]_analysis,Br,3,6,8.156434550185946,8.2007671887746,26.753277525435475,82.8483696411892,83.18773727648211,90.20621946332639,1762.7367944702096,9.684963737292653,0.994594086435067,0.9959204607986272
MAPbI3_n1_[NH3+]CCCCCC[NH3+]_analysis,I,1,2,8.842800108038112,8.557982384666104,12.409120874522296,90.8642672080594,75.66037747347342,90.27749277556521,909.7177729169307,7.969893378186324,1.033280942933738,1.200949165762707
MAPbCl3_n3_[NH3+]CCCCCCCCC[NH3+]_analysis,Cl,3,6,7.707144050761098,7.803316303586748,28.312964533292835,87.06113566838361,94.42877341471149,89.99848285571447,1695.447308167379,12.43886974928885,0.9876754639842749,0.9219767716989107
MAPbI3_n3_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,3,6,8.627134299331257,8.815354898480255,24.226324176623624,89.01952169412878,90.62342795266545,90.06349805573794,1842.0626544132201,5.151857783860563,0.978648551156863,0.9823014170312072
MAPbI3_n3_[NH3+]CCCCCCC[NH3+]_analysis,I,3,6,8.60823096379996,8.748856709618865,27.32967918761553,90.09882430726073,90.25188720236913,89.99615052675296,2058.2347418490467,8.211893265058134,0.9839263859854631,0.9983040477063355
MAPbBr3_n3_CC(C)(C[NH3+])C[NH3+]_analysis,Br,3,6,8.20879463048892,8.397640709955205,21.813708306396716,89.1624210492267,87.95598955191213,89.90818736750319,1502.5990242263672,7.268218300241872,0.977512007718738,1.0137163086159418
MAPbBr3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,2,4,8.238004532672104,8.045092864763955,18.437842909209785,90.87236943577486,90.33890575202409,89.50895001800683,1221.7705109030003,6.302609777695205,1.0239787993937357,1.0059051377621853
MAPbI3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,1,2,9.213745322889212,7.807975530321157,10.565506627365995,81.70887577374538,93.24411574965222,91.10160390206941,750.8931469118131,7.568885472075079,1.180042802018135,0.8762898882876706
MAPbI3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,I,2,4,8.530297970665575,8.674766146749121,17.30052230657561,89.87659867812484,86.82183013450832,89.94745799804069,1278.2375463653832,7.813641321466628,0.9833461590042187,1.0351843371521188
MAPbI3_n1_[NH3+]CCCCCCCCC[NH3+]_analysis,I,1,2,8.941204337454591,8.356596635290714,15.561655251600804,91.04299147045299,62.884840278313774,88.71168847038453,1034.1520499894716,9.239786486332873,1.06995763080092,1.4477732799752332
MAPbBr3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Br,3,6,8.4231356456308,8.175838799335255,25.28128675498319,93.23989332183343,95.63256839070732,89.86826698077503,1729.8414906596256,8.519346930792135,1.0302472752172722,0.9749805415755582
MAPbBr3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Br,2,4,7.864864425799501,8.256862881416449,16.613485329434038,87.87422357728308,90.10501214023654,90.06596818968066,1078.1199924752866,7.6918568499545295,0.9525245288377974,0.9752423476789334
MAPbBr3_n1_[NH3+]CCC[NH3+]_analysis,Br,1,2,7.948301798194446,7.953700140816569,10.284445957455997,89.8981740181815,90.12905026805339,89.50907085717351,650.1397476505124,4.212801988446376,0.999321279086897,0.9974383814188075
MAPbBr3_n2_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,2,4,8.25910163986675,7.83543937972364,22.786307438798104,97.32632408344281,92.28852190760088,88.74888604889776,1461.1724067491366,13.133359442910695,1.0540700067490092,1.0545875269395448
MAPbCl3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,Cl,3,6,7.911604339234091,7.883332124518258,24.76833343332969,90.72363041349928,85.64043285884979,89.90900457722988,1540.1985941570006,8.980102407497714,1.0035863279980177,1.0593551128241898
MAPbBr3_n2_[NH3+]CCCC[NH3+]_analysis,Br,2,4,8.151275399584533,8.18000251680323,16.34964860396029,85.62783433952575,85.77454892401511,89.09863785045624,1083.9698274241782,6.479677482295838,0.9964881285599013,0.9982895324273949
MAPbCl3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Cl,3,6,7.912842554933314,7.814050952447036,27.4583810768169,94.02404898101699,86.63349357309922,89.41124983611351,1690.5040251797454,11.965209487323758,1.0126428152423732,1.0853082924756094
MAPbI3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,1,2,8.656003265290892,9.344627476130793,11.462209468016676,87.62368139739668,85.76773320555189,89.12526666002577,923.7524807499572,7.8967649530822275,0.9263080082540615,1.0216392356714943
MAPbI3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,I,2,4,8.689348321445138,8.72502233033982,17.956427564249974,88.73285600386659,90.91420935687626,90.12219760375352,1360.8538906918038,8.262547928890672,0.9959112988432555,0.9760064640231656
MAPbI3_n3_[NH3+]CCCCCCCC[NH3+]_analysis,I,3,6,8.460523542986232,8.847619745960342,28.418344651108775,90.92066794604962,84.41176373995457,90.0695399716666,2116.885777194498,11.000196192314698,0.9562485488652639,1.0771089705712926
MAPbBr3_n3_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Br,3,6,8.248129800144893,8.225357842686302,26.1614869149386,93.05955925905592,92.99543484704763,90.29972928535867,1769.8864096010998,9.751106557899089,1.0027685065980247,1.0006895436546295
MAPbBr3_n1_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Br,1,2,8.735371534193925,7.928218678913921,15.378933549372238,76.90022158970177,100.72634341846363,90.09294249457704,1018.3241202041411,10.353736303601815,1.1018075923443846,0.7634568969730473
MAPbI3_n3_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,I,3,6,8.57267842662433,8.618825839958957,28.617323067300674,86.53851255002897,90.74520415180237,89.68392542158234,2110.3534879765875,12.042611891214742,0.9946457424489684,0.9536428217767159
MAPbI3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,I,2,4,8.63333949652289,8.885221535483156,19.870267544097835,89.98358957400464,91.78580146360103,90.08535351204182,1523.488983367062,9.722080318114799,0.9716515747013876,0.9803650252995711
MAPbCl3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Cl,2,4,7.937923815933455,7.803219579267213,16.08464409813889,86.92325212033583,89.59484845729078,88.5024759584485,994.5128053012843,6.909998328953013,1.0172626484873173,0.9701813621769952
MAPbBr3_n3_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,3,6,8.355070975458348,7.970125195784136,28.382373724817725,87.68680808060869,99.20856981464814,90.55082687035404,1864.1219608793367,10.790526223539729,1.0482985863105179,0.8838632412949242
MAPbBr3_n2_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,Br,2,4,8.783983022936972,8.02060137526101,19.665032930123864,88.2470110689343,103.03621222406935,89.47609933875404,1348.935910237691,8.400789511198337,1.0951776072590467,0.8564659857354473
MAPbBr3_n1_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,Br,1,2,8.016384321211163,8.977508909403976,11.279196745723466,87.02334140608112,83.9151106901146,89.01799551424665,806.0140659517165,5.307640918801462,0.8929408371640788,1.0370401789427977
MAPbBr3_n2_[NH3+]CCCCC[NH3+]_analysis,Br,2,4,8.153841201110646,8.031909327217496,18.587421289640936,90.35945576752442,89.48304095211766,89.65479821801236,1217.2111780353075,6.456598807771933,1.0151809325685441,1.0097942001756035
MAPbCl3_n2_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,2,4,7.824782470530638,7.725284249796407,17.7938382370305,90.9915786260203,91.31106222037754,89.88167949934756,1075.1697188995545,9.030336802166888,1.0128795546567564,0.9965011512670156
MAPbCl3_n1_CC(C)(CCCC[NH3+])C(C)(C)CCCC[N_analysis,Cl,1,2,7.73464196412203,8.681342309731868,17.072394721185873,67.79015515526639,91.46320764638395,92.13715353751446,1060.488533210618,12.555766916525936,0.8909500038319446,0.7411740403568332
MAPbI3_n2_CC(C)(CC[NH3+])CC[NH3+]_analysis,I,2,4,8.58369976379598,8.724979518177683,18.892705554182065,89.99670200035742,89.999768654561,89.99395129045368,1414.923917207088,6.1311916934778425,0.983807439996007,0.9999659259768172
MAPbBr3_n1_[NH3+]CCCC1CCC(CCC[NH3+])CC1_analysis,Br,1,2,8.168668684723851,7.7160986255633475,16.859210874590598,99.05306284592008,93.08916739260157,87.83108123218226,1047.4133960583167,13.01013687422905,1.058652705353084,1.0640664818513836
MAPbCl3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Cl,1,2,7.880637069903117,7.628827461367325,16.255344075758718,91.99465648325828,70.59377323910216,90.92151632779317,921.180360606805,10.621508455735837,1.0330076423684984,1.303155395471935
MAPbCl3_n3_[NH3+]CCCCCCCCCC[NH3+]_analysis,Cl,3,6,7.633535650843799,7.760249438537747,29.622823484300294,93.29656388140141,92.98805717303284,89.96992227962409,1749.5100385290314,10.658835128000362,0.9836714285155986,1.0033177024851105
MAPbCl3_n2_[NH3+]CCCCCC[NH3+]_analysis,Cl,2,4,7.60426850694628,7.874000995886894,18.279159906653806,77.13255584710112,89.29667901861062,89.31491177421663,1066.8703739258156,8.92799885372701,0.9657439097249907,0.8637785491555141
MAPbBr3_n1_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,1,2,8.250474382635648,7.647914395475723,17.552359342798237,89.63590216391454,69.52182464931253,90.00141230275482,1037.5209177820755,11.560542694818714,1.0787874910729103,1.2893203338097499
MAPbBr3_n3_[NH3+]CCCCC[NH3+]_analysis,Br,3,6,8.324258011964085,8.146308202620974,23.202154003798725,94.8407404976714,93.67197038003327,91.22106498880892,1563.9884813371516,6.993617460040554,1.0218442274607114,1.0124772662825001
MAPbI3_n3_[NH3+]CCCCCCCCC[NH3+]_analysis,I,3,6,8.462235541461013,8.91337582321095,27.369406441107206,104.87263349228748,89.2466302465362,89.69745763308016,1994.982349946156,8.204239110774305,0.9493861483350514,1.175087879537701
MAPbCl3_n3_[NH3+]CCCCCCCC[NH3+]_analysis,Cl,3,6,7.572128005516592,8.0129150631973,27.203499177032867,90.42104108000554,89.07851863325811,90.14045467268726,1650.3048602387166,12.274622571507848,0.944990424308226,1.0150712255585959
MAPbBr3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,Br,3,6,8.088456183683657,8.639312689095943,22.100915794194417,89.65318198872353,86.33806122236636,90.68035088622067,1541.085533933232,7.563509938816009,0.936238387793563,1.038396979494582
MAPbI3_n1_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,1,2,8.784810788656104,8.40866804227757,13.757369094275585,90.00237638217884,71.38257567589318,90.00010627191446,963.0587185165127,8.211208549434222,1.0447327382276648,1.2608451786725567
MAPbBr3_n1_[NH3+]CCCCCC[NH3+]_analysis,Br,1,2,8.019201062937764,8.0275277763855,13.149935643802996,80.26819184471151,80.40810582082209,89.97504925854916,822.3377496931026,8.416320737238102,0.9989627300359855,0.9982599518458705
MAPbI3_n3_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,I,3,6,8.66314154488783,8.494188139846386,28.12322123209497,89.96254101415387,97.77705820661414,89.99405770336266,2050.4499280336536,9.993698569522747,1.0198904712563266,0.9200782132762954
MAPbBr3_n1_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Br,1,2,8.627781621820926,7.749455494856789,13.61849215000745,91.02395574744583,86.68660691081023,89.66953246427725,908.8523133760634,9.703917694150478,1.1133403666292516,1.05003482073186
MAPbBr3_n2_[NH3+]CCCCCCCCCC[NH3+]_analysis,Br,2,4,8.317493781208954,7.873300600823856,23.474006810249815,84.8806646136541,77.31997706708962,89.95611946356466,1493.4681219143324,11.344195614172873,1.0564176579690883,1.0977843997548546
MAPbCl3_n1_[NH3+]CC1=CC=C(C[NH3+])C=C1_analysis,Cl,1,2,7.710431844510217,7.5539990210022365,12.394054911609157,94.72433007166212,91.38665655941068,89.58728214147948,719.2135769514958,9.361042659725445,1.0207086105085603,1.0365225475787223
MAPbBr3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,Br,2,4,7.7684106704053555,8.736444416686059,16.286207471325024,91.84298177942948,86.28931998484335,92.56710199185436,1101.4180981027737,7.314886239521851,0.8891959131071882,1.0643609405609133
MAPbBr3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,3,6,7.984772466003778,8.281646192896833,26.23828154299707,94.1002892438177,83.13131883118149,90.06894755464484,1718.151214801241,9.537961708183017,0.964152812136833,1.1319475086749362
MAPbI3_n3_[NH3+]CCC1CCC(CC[NH3+])CC1_analysis,I,3,6,8.591443372901699,8.86189729953281,26.133562922385277,93.10324819076482,94.45320603085847,89.96308523874444,1980.789355320586,8.692026095987872,0.9694812614624445,0.9857076546490904
MAPbBr3_n1_CC(C)(CCCC[NH3+])CCCC[NH3+]_analysis,Br,1,2,7.917802740665827,8.164178533328936,17.267468822873486,87.62665459745766,88.79168868139075,90.13573069872977,1114.9985048887652,11.19068346118989,0.9698223413834816,0.9868790187321073
MAPbI3_n3_[NH3+]CCCC1=CC=C(CCC[NH3+])C=C_analysis,I,3,6,8.589270856179006,8.815813513004516,28.275844293239903,88.01490746080441,93.33074799544082,90.06677428001828,2136.1865139808924,9.276722830561473,0.9743026940745367,0.9430429879883092
MAPbCl3_n2_CC(C)(CCC[NH3+])C(C)(C)CCC[NH3_analysis,Cl,2,4,8.433758162669138,7.697945943011969,20.607079934930745,88.8917006989391,100.96738736322834,91.52831019492729,1312.824238640425,10.297969752024773,1.0955855269840034,0.8804001274109711
MAPbCl3_n1_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,1,2,7.632958817088012,7.848192045626538,14.042121666135705,75.17868177060033,81.06765076552915,88.19061400869619,803.3128915761293,11.482724565482323,0.9725754381025288,0.9273573498267342
MAPbI3_n3_CC(C)(C[NH3+])C(C)(C)C[NH3+]_analysis,I,3,6,8.66039382962811,9.129126024505117,23.995989454314905,89.73325936226244,90.23904581741134,89.14744224136602,1896.9191114734458,8.192975613416898,0.9486553046130812,0.9943950376406651
MAPbCl3_n2_CC(C)(CCC[NH3+])CCC[NH3+]_analysis,Cl,2,4,7.821321701638131,7.615636638333323,19.972387880100708,87.9489104909569,81.93433650280245,89.61371952535845,1177.117718441627,9.487466189406979,1.0270082559177642,1.0734072459102508
MAPbBr3_n2_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,Br,2,4,8.129465317693406,8.100849670749584,20.05966938396635,82.57001226483244,80.52288313111114,90.35866328555151,1291.557453299557,9.60391874841426,1.0035324253759634,1.025422948783243
MAPbCl3_n2_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,2,4,8.268710696952706,7.051491228682157,15.749234170701316,84.63908703605898,85.8569666224671,89.73816577404743,911.8785046117636,7.7874781668101845,1.1726187311017946,0.9858150172977411
MAPbCl3_n3_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,3,6,7.467252053798397,7.945800279409062,21.811835075541147,88.70312844619814,89.48467357774138,90.10228155286268,1293.7816140052528,7.4477778618301675,0.939773438951041,0.9912661565350154
MAPbCl3_n1_[NH3+]C1=CC=C([NH3+])C=C1_analysis,Cl,1,2,7.695118568592003,7.541218392160387,10.57726945240737,96.46139936481927,89.99664413315531,90.00151520524454,609.9060178623689,8.197041930174919,1.0204078662662264,1.0718332921625275
MAPbI3_n3_[NH3+]C1CCC([NH3+])CC1_analysis,I,3,6,8.754669045355781,8.635405717259266,23.59407868212332,89.99627145458716,92.45507984739534,89.9982909227329,1782.0779041998408,8.116207101796626,1.0138109698607616,0.9734053726753938
MAPbCl3_n1_[NH3+]CCCCCC[NH3+]_analysis,Cl,1,2,7.630453278394834,7.567673558257305,13.220529022756818,74.05197484740403,89.47034616449017,89.46081726219073,733.9835507417515,9.285540360065328,1.008295775399697,0.827670597264264
MAPbI3_n2_[NH3+]C1CCC([NH3+])CC1_analysis,I,2,4,8.974256778399432,8.128219733306603,17.2940011808681,90.01943662167133,93.0271030412235,89.82374774007792,1259.7400621770003,7.788817319215026,1.1040863894988058,0.9676689231285708
MAPbCl3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,Cl,2,4,7.837388044396231,7.738631988162553,15.81697730318176,89.31903168206505,89.31885152503496,89.96461301866027,959.174494350117,7.684126513942113,1.01276143592107,1.0000020170101498
MAPbCl3_n3_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,3,6,7.960931909930436,7.975060027728697,22.42950701367491,92.34417676760921,92.04342344422571,89.36963811486395,1421.8635254745304,8.3035663052647,0.9982284625132428,1.0032675156152329
MAPbCl3_n2_[NH3+]CCCC[NH3+]_analysis,Cl,2,4,7.736946870466768,7.847701108354806,16.599639625850553,89.83508376975921,89.26524507529685,90.06350671347248,1007.796702395786,7.902929437445261,0.9858870468741314,1.006383656864233
MAPbBr3_n1_CC(C)(CC[NH3+])CC[NH3+]_analysis,Br,1,2,8.187093075461302,7.946033827810784,12.438265225943383,90.21194130494457,90.14149408146552,89.17693502610655,809.0789445962388,6.374257173918216,1.0303370527830904,1.0007815182585655
MAPbCl3_n2_CC(C)(CC[NH3+])C(C)(C)CC[NH3+]_analysis,Cl,2,4,8.330263108001015,7.776036263163006,18.50871086249355,88.43072880078415,90.73390810639731,91.50840212822759,1197.9755537584579,9.564082966816613,1.0712736960170206,0.9746161126123613
MAPbI3_n3_[NH3+]CCC1=CC=C(CC[NH3+])C=C1_analysis,I,3,6,8.705230654507076,8.62613451484883,25.82752645965014,89.98257206302004,80.26763030841194,89.99324481268773,1911.5408210311277,9.029578430885529,1.009169360797944,1.121031874458987
MAPbCl3_n1_[NH3+]CCCC[NH3+]_analysis,Cl,1,2,7.816744488544671,7.44858924101725,10.977589042540195,80.95380240644762,89.88516903469811,89.04441208711737,631.118252922838,7.434774243442956,1.0494261712674524,0.900635814293204
MAPbI3_n1_[NH3+]CCCCC[NH3+]_analysis,I,1,2,8.528059344864465,8.694560717791536,12.616939195468836,89.6248432152119,89.95780030945927,90.00284159067027,935.4970889943548,6.19619523837797,0.9808499384464172,0.9962987412642151
MAPbCl3_n2_[NH3+]CC1CCC(C[NH3+])CC1_analysis,Cl,2,4,7.9663358429707065,7.969716383736675,16.80107344597483,90.10962806074849,91.59703655792806,89.43522127095065,1066.2231163776992,8.29599906661075,0.999575826716636,0.9837613906183645
MAPbI3_n2_CC(C)(C[NH3+])C[NH3+]_analysis,I,2,4,8.384367300946693,8.809599141746256,16.844611499561154,90.00920842509463,87.42140897649044,89.98724909589046,1242.9322517083376,7.917702239288435,0.9517308524533759,1.02960143835362
MAPbI3_n2_[NH3+]CCCCCCC[NH3+]_analysis,I,2,4,8.57894761124945,8.730051205632142,21.171020618118668,89.99448038396994,89.78590031100696,89.99994411708559,1585.5851429468332,8.364617657939183,0.982691556919482,1.0023230827138838
MAPbCl3_n1_[NH3+]CCCCCCC[NH3+]_analysis,Cl,1,2,7.838705072645166,7.633310798278441,13.623568201389823,80.64193645669445,69.78711153938184,87.51577880243742,754.7147744350866,8.749966590516939,1.026907626296711,1.155541971545664
